"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"62032","서울특별시 서초구 잠원동","60-3","0060","0003","메이플자이","월세","135.1410","202601","17","30,000","1,280","31","2025","신반포로 253","202603~202803","신규","-","","","아파트"
"62033","서울특별시 서초구 잠원동","160","0160","0000","신반포자이","월세","98.4500","202601","17","20,000","573","18","2018","잠원로 60","202602~202802","갱신","사용","20,000","550","아파트"
"62034","서울특별시 송파구 거여동","290","0290","0000","거여1단지","전세","49.8000","202601","17","38,325","0","12","1997","양산로8길 8","202602~202802","갱신","사용","36,500","0","아파트"
"62035","서울특별시 송파구 거여동","597","0597","0000","송파레이크파크호반써밋Ⅰ","전세","108.8119","202601","17","87,000","0","24","2022","위례송파로 40","202602~202802","신규","-","","","아파트"
"62036","서울특별시 송파구 문정동","618","0618","0000","파크하비오","전세","84.9942","202601","17","85,570","0","6","2016","송파대로 111","202602~202802","갱신","사용","81,500","0","아파트"
"62037","서울특별시 서초구 우면동","67","0067","0000","한라","월세","59.9800","202601","17","35,000","60","4","1994","바우뫼로 33","202601~202801","신규","-","","","아파트"
"62038","서울특별시 송파구 문정동","1","0001","0000","문정래미안","전세","150.5800","202601","17","110,000","0","9","2004","문정로 83","202603~202803","갱신","-","93,000","0","아파트"
"62039","서울특별시 송파구 문정동","618","0618","0000","파크하비오","전세","84.9725","202601","17","95,000","0","9","2016","송파대로 111","202602~202802","신규","-","","","아파트"
"62040","서울특별시 송파구 문정동","150","0150","0000","올림픽훼밀리타운","전세","84.7050","202601","17","67,620","0","11","1988","중대로 24","202602~202802","갱신","사용","64,400","0","아파트"
"62041","서울특별시 송파구 문정동","146","0146","0000","세양청마루","전세","59.9100","202601","17","22,000","0","4","2004","송이로31길 66","202603~202803","신규","-","","","아파트"
"62042","서울특별시 송파구 오금동","133-16","0133","0016","영풍","월세","59.7600","202601","17","39,000","25","8","1998","마천로 204","202603~202803","신규","-","","","아파트"
"62043","서울특별시 송파구 오금동","133-16","0133","0016","영풍","월세","59.7600","202601","17","39,000","25","8","1998","마천로 204","202603~202803","신규","-","","","아파트"
"62044","서울특별시 송파구 오금동","11","0011","0000","현대백조","월세","31.0000","202601","17","10,000","70","7","1997","양재대로72길 20","202602~202802","신규","-","","","아파트"
"62045","서울특별시 송파구 오금동","616","0616","0000","송파레미니스","월세","39.6700","202601","17","6,378","12","17","2017","성내천로 6","202602~202801","갱신","-","3,712","25","아파트"
"62046","서울특별시 송파구 오금동","619","0619","0000","송파호반베르디움더퍼스트","전세","101.4632","202601","17","85,000","0","14","2018","동남로 342","202601~202801","갱신","사용","83,000","0","아파트"
"62047","서울특별시 강동구 둔촌동","633","0633","0000","올림픽파크포레온","월세","39.9500","202601","17","60,000","60","14","2024","양재대로 1300","202603~202803","신규","-","","","아파트"
"62048","서울특별시 강동구 둔촌동","630","0630","0000","둔촌푸르지오","전세","84.9200","202601","17","75,000","0","2","2010","명일로 172","202602~202802","갱신","-","60,000","15","아파트"
"62049","서울특별시 강동구 둔촌동","545","0545","0000","둔촌하이츠","월세","59.7900","202601","17","39,690","7","17","1998","명일로 113","202602~202802","갱신","사용","39,690","0","아파트"
"62050","서울특별시 강동구 둔촌동","633","0633","0000","올림픽파크포레온","전세","59.9900","202601","17","105,000","0","26","2024","양재대로 1300","202603~202803","신규","-","","","아파트"
"62051","서울특별시 강동구 둔촌동","633","0633","0000","올림픽파크포레온","전세","84.9900","202601","17","129,000","0","8","2024","양재대로 1300","202602~202802","신규","-","","","아파트"
"62052","서울특별시 서초구 우면동","70","0070","0000","코오롱","전세","52.4700","202601","17","47,250","0","5","1994","바우뫼로 53","202602~202802","갱신","사용","45,000","0","아파트"
"62053","서울특별시 송파구 석촌동","285","0285","0000","잠실한솔","전세","84.9400","202601","17","90,000","0","10","2000","백제고분로 348","202603~202803","신규","-","","","아파트"
"62054","서울특별시 송파구 석촌동","285","0285","0000","잠실한솔","월세","84.8700","202601","17","80,000","17","3","2000","백제고분로 348","202602~202802","갱신","-","80,000","0","아파트"
"62055","서울특별시 송파구 문정동","145","0145","0000","문정시영","전세","39.6900","202601","17","27,000","0","8","1989","송이로31길 56","202602~202802","신규","-","","","아파트"
"62056","서울특별시 송파구 문정동","145","0145","0000","문정시영","전세","39.6900","202601","17","28,000","0","14","1989","송이로31길 56","202603~202803","신규","-","","","아파트"
"62057","서울특별시 강동구 둔촌동","545","0545","0000","둔촌하이츠","월세","59.7900","202601","17","39,690","7","17","1998","명일로 113","202602~202802","갱신","사용","39,690","0","아파트"
"62058","서울특별시 강동구 둔촌동","630","0630","0000","둔촌푸르지오","월세","59.9800","202601","17","51,000","50","11","2010","명일로 172","202603~202803","갱신","-","51,000","0","아파트"
"62059","서울특별시 서초구 우면동","788","0788","0000","호반써밋서초파크","전세","59.9300","202601","17","74,500","0","23","2013","양재대로2길 33","202603~202803","신규","-","","","아파트"
"62060","서울특별시 서초구 우면동","735","0735","0000","서초네이처힐7단지","전세","84.7700","202601","17","78,700","0","9","2011","태봉로2길 10","202602~202802","갱신","사용","75,000","0","아파트"
"62061","서울특별시 서초구 우면동","59","0059","0000","동고","전세","77.1400","202601","17","72,000","0","7","1995","바우뫼로7길 29","202603~202803","신규","-","","","아파트"
"62062","서울특별시 서초구 우면동","773","0773","0000","서초힐스","전세","59.8900","202601","17","73,500","0","15","2012","양재대로2길 90","202602~202802","갱신","사용","70,000","0","아파트"
"62063","서울특별시 송파구 문정동","1","0001","0000","문정래미안","전세","150.5800","202601","17","98,700","0","8","2004","문정로 83","202603~202803","갱신","사용","94,000","0","아파트"
"62064","서울특별시 강동구 길동","456-3","0456","0003","강동큐브","월세","12.4900","202601","17","1,000","55","16","2013","천호대로175길 16","202602~202702","신규","-","","","아파트"
"62065","서울특별시 강동구 길동","481","0481","0000","다성이즈빌","월세","56.3000","202601","17","10,000","135","6","2023","천중로40길 22","202602~202802","갱신","사용","10,000","120","아파트"
