"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3486","서울특별시 구로구 개봉동","340-20","0340","0020","현대아이빌","월세","29.9400","202604","12","0","40","2","2017","개봉로15길 58-24","202604~202804","신규","-","","","연립다세대"
"3487","서울특별시 서대문구 북가좌동","3-91","0003","0091","렉스빌2","월세","61.3500","202604","12","12,000","50","4","2002","증가로24마길 16","202605~202805","갱신","-","18,000","20","연립다세대"
"3488","서울특별시 성북구 정릉동","922-1","0922","0001","영빈파크빌라","월세","49.9200","202604","12","2,000","80","3","1987","정릉로10길 108","202604~202804","신규","-","","","연립다세대"
"3489","서울특별시 도봉구 도봉동","616-29","0616","0029","(616-29)","전세","62.9600","202604","12","19,400","0","2","2012","도봉로155길 16","202605~202805","갱신","-","19,400","0","연립다세대"
"3490","서울특별시 은평구 불광동","414-5","0414","0005","중앙하이츠빌라","월세","30.0500","202604","12","10,000","15","2","1991","연서로33길 14-7","202604~202804","갱신","-","13,000","0","연립다세대"
"3491","서울특별시 은평구 불광동","414-5","0414","0005","중앙하이츠빌라","월세","30.0500","202604","12","10,000","15","2","1991","연서로33길 14-7","202604~202804","갱신","-","13,000","0","연립다세대"
"3492","서울특별시 은평구 진관동","9","0009","0000","은평지웰테라스","전세","84.7311","202604","12","57,750","0","1","2017","진관4로 78-38","202604~202804","신규","-","","","연립다세대"
"3493","서울특별시 서대문구 홍제동","366-2","0366","0002","해오름빌라(366-2)","월세","68.3100","202604","12","5,000","70","2","2002","홍제내2라길 6","202605~202805","신규","-","","","연립다세대"
"3494","서울특별시 강서구 등촌동","532-3","0532","0003","제니스알앤시빌","전세","27.5700","202604","12","26,500","0","5","2016","공항대로58길 34","202606~202806","신규","-","","","연립다세대"
"3495","서울특별시 양천구 신정동","963-36","0963","0036","계룡연립(963-36)","전세","36.9100","202604","12","14,100","0","2","1988","중앙로48길 36-1","202604~202804","갱신","-","13,500","0","연립다세대"
"3496","서울특별시 마포구 합정동","445-7","0445","0007","삼성주택(445-7)","월세","43.9800","202604","12","21,000","10","2","1994","희우정로 37","202605~202805","갱신","사용","20,000","10","연립다세대"
"3497","서울특별시 마포구 합정동","440-4","0440","0004","대명파리지앙1","전세","12.3100","202604","12","9,950","0","2","2011","월드컵로7길 113-4","202606~202806","신규","-","","","연립다세대"
"3498","서울특별시 성북구 장위동","238-65","0238","0065","우성빌라트(238-65)","전세","52.6700","202604","12","21,700","0","2","2001","장월로14길 52","202604~202804","갱신","사용","21,000","0","연립다세대"
"3499","서울특별시 은평구 신사동","8-16","0008","0016","규인홈","월세","17.2000","202604","12","1,000","40","3","2012","갈현로2가길 12-1","202605~202805","신규","-","","","연립다세대"
"3500","서울특별시 마포구 아현동","716-11","0716","0011","(716-11)","월세","26.7800","202604","12","10,000","30","3","1989","손기정로4안길 9","202604~202804","갱신","-","13,000","0","연립다세대"
"3501","서울특별시 성동구 금호동3가","578","0578","0000","(578-0)","월세","37.1100","202604","12","15,000","15","1","1986","무수막3길 22","202604~202804","갱신","-","18,000","0","연립다세대"
"3502","서울특별시 종로구 행촌동","210-392","0210","0392","(210-392)","월세","58.9200","202604","12","3,000","80","3","1998","사직로1라길 34-4","202605~202805","신규","-","","","연립다세대"
"3503","서울특별시 광진구 자양동","79-20","0079","0020","(79-20)","전세","36.3900","202604","12","26,000","0","3","2016","능동로3가길 16","202606~202805","신규","-","","","연립다세대"
"3504","서울특별시 광진구 자양동","229-49","0229","0049","(229-49)","전세","36.5400","202604","12","20,000","0","4","2008","아차산로42길 32","202607~202807","신규","-","","","연립다세대"
"3505","서울특별시 광진구 자양동","193-18","0193","0018","스위트자양4차","전세","27.3000","202604","12","33,000","0","3","2023","동일로2길 26","202606~202806","신규","-","","","연립다세대"
"3506","서울특별시 용산구 후암동","105-143","0105","0143","동성파크빌","전세","66.5100","202604","12","37,500","0","4","2003","후암로13가길 18","202604~202804","갱신","-","35,000","0","연립다세대"
"3507","서울특별시 종로구 창신동","131-42","0131","0042","(131-42)","전세","42.9400","202604","12","9,000","0","1","2007","창신5다길 5","202605~202805","신규","-","","","연립다세대"
"3508","서울특별시 광진구 중곡동","234-20","0234","0020","(234-20)","전세","26.2800","202604","12","9,945","0","2","2001","긴고랑로1길 24","202604~202804","신규","-","","","연립다세대"
"3509","서울특별시 강남구 개포동","1252-8","1252","0008","(1252-8)","전세","65.9200","202604","12","43,050","0","3","2006","개포로21길 21","202604~202804","갱신","-","41,000","0","연립다세대"
"3510","서울특별시 동대문구 전농동","133-9","0133","0009","샤인빌","월세","54.8700","202604","12","15,000","60","3","2020","서울시립대로28나길 1-3","202605~202805","신규","-","","","연립다세대"
"3511","서울특별시 용산구 이태원동","223-16","0223","0016","BLUEVIRD이태원","전세","27.1100","202604","12","32,700","0","4","2022","회나무로12길 23","202605~202805","신규","-","","","연립다세대"
"3512","서울특별시 강남구 대치동","896-24","0896","0024","(896-24)","월세","33.0800","202604","12","1,000","65","3","2000","테헤란로68길 26","202604~202704","신규","-","","","연립다세대"
"3513","서울특별시 용산구 용산동2가","5-78","0005","0078","캐슬빌","전세","53.7800","202604","12","27,720","0","2","2006","신흥로 15","202605~202805","갱신","-","25,200","0","연립다세대"
"3514","서울특별시 강남구 개포동","1231-20","1231","0020","천일빌딩","전세","68.4600","202604","12","38,000","0","3","2003","개포로20길 11","202606~202806","갱신","-","32,000","0","연립다세대"
"3515","서울특별시 성동구 성수동1가","13-101","0013","0101","(13-101)","전세","19.5000","202604","12","15,000","0","2","2012","상원12길 4","202605~202805","신규","-","","","연립다세대"
"3516","서울특별시 강남구 개포동","1255-7","1255","0007","F.ROADVILLA","전세","26.8400","202604","12","30,000","0","4","2022","개포로25길 13-4","202605~202805","신규","-","","","연립다세대"
"3517","서울특별시 용산구 효창동","5-190","0005","0190","비버빌","전세","29.0800","202604","12","22,500","0","4","2019","백범로47가길 27","202605~202805","신규","-","","","연립다세대"
"3518","서울특별시 용산구 청파동1가","98-26","0098","0026","98-26","전세","57.6500","202604","12","36,000","0","3","2017","청파로47나길 45-11","-","-","-","","","연립다세대"
"3519","서울특별시 용산구 청파동1가","98-21","0098","0021","정호빌라","월세","23.3800","202604","12","18,500","13","2","2016","청파로47나길 49","202605~202805","갱신","-","18,500","11","연립다세대"
"3520","서울특별시 중랑구 면목동","455-12","0455","0012","모스트빌","월세","29.7500","202604","12","1,000","95","4","2016","면목로44다길 33","202606~202806","갱신","-","1,000","87","연립다세대"
"3521","서울특별시 송파구 문정동","27-13","0027","0013","(27-13)","전세","42.3900","202604","12","28,550","0","3","2018","동남로6가길 5-1","202605~202805","갱신","-","28,100","0","연립다세대"
"3522","서울특별시 송파구 문정동","32-10","0032","0010","엘지아트빌","전세","31.6800","202604","12","19,000","0","5","2008","동남로6길 25-13","202605~202805","갱신","사용","18,500","0","연립다세대"
"3523","서울특별시 송파구 석촌동","164-3","0164","0003","해성빌","전세","30.5500","202604","12","12,600","0","4","2002","백제고분로37가길 21","202604~202804","갱신","-","12,000","0","연립다세대"
"3524","서울특별시 강동구 고덕동","189-5","0189","0005","SC빌","전세","29.8900","202604","12","28,000","0","3","2020","상일로17길 28","202605~202805","갱신","사용","28,000","0","연립다세대"
"3525","서울특별시 강동구 고덕동","630","0630","0000","누리안파크리움Ⅴ","전세","24.2800","202604","12","28,500","0","6","2022","아리수로62길 13","202605~202805","신규","-","","","연립다세대"
"3526","서울특별시 송파구 잠실동","242-26","0242","0026","(242-26)","월세","36.5800","202604","12","17,000","18","2","2003","삼전로13길 12","202605~202805","갱신","사용","17,000","14","연립다세대"
"3527","서울특별시 서초구 양재동","207-1","0207","0001","부성빌딩","전세","29.9400","202604","12","23,800","0","5","2016","매헌로6길 36-8","202604~202804","갱신","-","22,800","0","연립다세대"
"3528","서울특별시 서초구 양재동","207-1","0207","0001","부성빌딩","전세","29.9400","202604","12","23,800","0","5","2016","매헌로6길 36-8","-","-","-","","","연립다세대"
"3529","서울특별시 강동구 천호동","163-5","0163","0005","다성이즈빌(163-5)","전세","25.2300","202604","12","28,000","0","12","2018","진황도로 53-7","202605~202805","신규","-","","","연립다세대"
"3530","서울특별시 송파구 오금동","140-5","0140","0005","큐빌리지","월세","23.5200","202604","12","5,500","33","3","2016","동남로28길 12-8","202605~202805","갱신","-","5,500","31","연립다세대"
"3531","서울특별시 서초구 서초동","1487-139","1487","0139","우진하이빌","전세","74.7100","202604","12","51,000","0","1","2008","명달로6길 8","202604~202804","갱신","-","49,000","0","연립다세대"
"3532","서울특별시 송파구 삼전동","169-2","0169","0002","(169-2)","전세","28.0000","202604","12","13,000","0","4","2003","삼학사로3길 27","202604~202804","갱신","-","13,000","0","연립다세대"
"3533","서울특별시 서초구 반포동","107-60","0107","0060","(107-60)","월세","46.2600","202604","12","28,600","5","1","2002","서래로5길 37-12","202606~202806","갱신","-","28,600","6","연립다세대"
"3534","서울특별시 강동구 암사동","510-24","0510","0024","혜룡쉐르빌","월세","29.3700","202604","12","27,000","5","3","2022","상암로 12-8","202604~202804","갱신","-","27,000","0","연립다세대"
"3535","서울특별시 송파구 방이동","145-9","0145","0009","그랑시아","월세","29.8200","202604","12","25,000","30","3","2018","오금로21길 30","-","-","-","","","연립다세대"
"3536","서울특별시 강동구 길동","228-5","0228","0005","강동팰리스","월세","29.7600","202604","11","16,300","45","6","2016","진황도로49길 50","202607~202807","갱신","-","15,000","45","연립다세대"
"3537","서울특별시 송파구 가락동","173-5","0173","0005","드림뷰빌리지","월세","44.5900","202604","11","19,500","4","3","2004","오금로44가길 7-23","202604~202804","갱신","-","19,500","0","연립다세대"
"3538","서울특별시 송파구 오금동","74-7","0074","0007","영동하이츠빌라(가,나동)","월세","59.4000","202604","11","2,000","80","3","1992","마천로17길 4","202605~202805","신규","-","","","연립다세대"
"3539","서울특별시 서초구 반포동","75-4","0075","0004","청광아트빌라10차","월세","243.5600","202604","11","100,000","200","2","1994","동광로39길 49","202606~202806","신규","-","","","연립다세대"
"3540","서울특별시 송파구 석촌동","13-13","0013","0013","(13-13)","전세","47.4300","202604","11","23,000","0","4","2003","삼학사로14길 14-1","202604~202804","갱신","-","22,000","0","연립다세대"
"3541","서울특별시 송파구 석촌동","171-7","0171","0007","잠실빌라트(171-7)","전세","46.5600","202604","11","28,060","0","3","2004","백제고분로39길 13-19","202604~202804","갱신","-","27,560","0","연립다세대"
"3542","서울특별시 송파구 석촌동","282","0282","0000","은하빌라","전세","73.1100","202604","11","42,000","0","2","2004","가락로15길 26","202605~202805","갱신","사용","40,000","0","연립다세대"
"3543","서울특별시 송파구 석촌동","238-2","0238","0002","우리빌라","월세","51.7400","202604","11","14,000","24","4","2003","삼학사로8길 34","202605~202805","신규","-","","","연립다세대"
"3544","서울특별시 송파구 석촌동","278-5","0278","0005","(278-5)","월세","24.7500","202604","11","1,000","58","3","2001","백제고분로40길 30-11","202605~202805","갱신","-","1,000","55","연립다세대"
"3545","서울특별시 송파구 문정동","78-6","0078","0006","하우징허브","월세","29.9100","202604","11","16,400","25","5","2014","새말로6길 16-7","202605~202805","신규","-","","","연립다세대"
"3546","서울특별시 송파구 석촌동","278-5","0278","0005","(278-5)","월세","39.6900","202604","11","18,000","10","4","2001","백제고분로40길 30-11","202604~202804","갱신","-","18,000","6","연립다세대"
"3547","서울특별시 송파구 석촌동","264-8","0264","0008","HEEUMBILL","월세","24.9600","202604","11","5,000","85","2","2026","가락로11길 27-8","202604~202804","신규","-","","","연립다세대"
"3548","서울특별시 송파구 석촌동","164-25","0164","0025","그랜드빌라B동","전세","53.7100","202604","11","30,870","0","4","2004","백제고분로37가길 9-1","202604~202803","갱신","-","30,870","0","연립다세대"
"3549","서울특별시 송파구 석촌동","166-12","0166","0012","(166-12)","월세","12.0600","202604","11","1,000","64","4","2013","송파대로45길 16","202604~202804","신규","-","","","연립다세대"
"3550","서울특별시 송파구 석촌동","212-1","0212","0001","(212-1)","월세","28.8200","202604","11","24,300","20","2","2014","삼학사로12길 8","202605~202805","신규","-","","","연립다세대"
"3551","서울특별시 송파구 문정동","87-17","0087","0017","미래스위트하우스","월세","26.3000","202604","11","23,000","20","5","2018","새말로11길 16","202605~202805","갱신","사용","23,000","20","연립다세대"
"3552","서울특별시 송파구 삼전동","68-4","0068","0004","삼익주택","월세","29.8500","202604","11","5,000","135","3","2019","백제고분로28길 39-25","202605~202805","신규","-","","","연립다세대"
"3553","서울특별시 송파구 삼전동","26-14","0026","0014","대림아트빌라1차(26-14)","전세","58.8900","202604","11","34,000","0","4","2001","백제고분로23길 20-1","202607~202807","신규","-","","","연립다세대"
"3554","서울특별시 송파구 삼전동","7-19","0007","0019","(7-19)","월세","26.7300","202604","11","26,000","20","6","2017","삼전로8길 4","202605~202805","신규","-","","","연립다세대"
"3555","서울특별시 송파구 삼전동","71-20","0071","0020","(71-20)","월세","41.3600","202604","11","23,800","5","3","2004","백제고분로32길 6-68","202605~202805","갱신","-","23,900","0","연립다세대"
"3556","서울특별시 강동구 성내동","385-30","0385","0030","선샤인빌3차","월세","47.1500","202604","11","19,600","22","2","2003","천호대로174길 66","202605~202805","갱신","-","19,600","17","연립다세대"
"3557","서울특별시 강동구 성내동","381-42","0381","0042","(381-42)","월세","16.4000","202604","11","1,000","47","5","2012","양재대로103길 51-3","202604~202804","신규","-","","","연립다세대"
"3558","서울특별시 송파구 삼전동","166","0166","0000","(166-0)","월세","33.5900","202604","11","5,000","46","3","2003","삼학사로9길 29","202604~202804","갱신","-","5,000","43","연립다세대"
"3559","서울특별시 송파구 삼전동","124-9","0124","0009","팰리스빌(124-9)","월세","41.6900","202604","11","2,000","89","2","2004","백제고분로31길 24-8","202605~202805","신규","-","","","연립다세대"
"3560","서울특별시 강동구 고덕동","293","0293","0000","정원빌라2차","전세","33.0500","202604","11","26,000","0","5","2023","동남로82길 13-4","202605~202805","신규","-","","","연립다세대"
"3561","서울특별시 강동구 고덕동","293","0293","0000","정원빌라2차","전세","33.0500","202604","11","26,000","0","5","2023","동남로82길 13-4","202605~202805","신규","-","","","연립다세대"
"3562","서울특별시 강동구 고덕동","197-4","0197","0004","신성빌라","전세","35.1900","202604","11","33,000","0","2","2022","상일로19길 3","202605~202805","신규","-","","","연립다세대"
"3563","서울특별시 강동구 고덕동","163-3","0163","0003","이노빌","월세","29.9600","202604","11","23,500","4","3","2020","아리수로82길 5-7","202605~202805","갱신","-","23,500","0","연립다세대"
"3564","서울특별시 강동구 상일동","304-3","0304","0003","(304-3)","전세","51.9900","202604","11","23,500","0","3","2011","천호대로219나길 20","202604~202804","갱신","-","20,950","0","연립다세대"
"3565","서울특별시 송파구 잠실동","213-20","0213","0020","하우트빌","전세","29.6650","202604","11","32,000","0","5","2016","석촌호수로12길 23-14","202606~202806","신규","-","","","연립다세대"
"3566","서울특별시 송파구 잠실동","240-2","0240","0002","(240-2)","월세","21.7900","202604","11","5,000","125","2","2025","백제고분로19길 27-15","202604~202804","신규","-","","","연립다세대"
"3567","서울특별시 송파구 잠실동","337-2","0337","0002","브라운스톤빌","전세","25.4500","202604","11","21,800","0","7","2015","백제고분로20길 7-7","202606~202806","신규","-","","","연립다세대"
"3568","서울특별시 송파구 잠실동","297-4","0297","0004","(297-4)","월세","42.6600","202604","11","20,000","26","3","2015","백제고분로12길 12-4","202605~202805","신규","-","","","연립다세대"
"3569","서울특별시 송파구 잠실동","215-5","0215","0005","(215-5)","전세","54.0600","202604","11","32,100","0","2","2015","백제고분로11길 32-22","202605~202805","갱신","-","30,600","0","연립다세대"
"3570","서울특별시 송파구 잠실동","215-5","0215","0005","(215-5)","전세","54.0600","202604","11","32,100","0","2","2015","백제고분로11길 32-22","202605~202805","갱신","사용","30,600","0","연립다세대"
"3571","서울특별시 송파구 잠실동","328-6","0328","0006","주택(328-6)","전세","58.1700","202604","11","38,000","0","4","2006","삼전로3길 7-16","202605~202711","신규","-","","","연립다세대"
"3572","서울특별시 송파구 잠실동","219-7","0219","0007","(219-7)","월세","13.8800","202604","11","10,000","18","6","2018","백제고분로11길 14-15","202606~202806","신규","-","","","연립다세대"
"3573","서울특별시 송파구 잠실동","235-14","0235","0014","나우리츠빌라동","월세","48.6600","202604","11","26,250","10","5","2003","삼전로7길 25","202605~202805","갱신","사용","25,000","10","연립다세대"
"3574","서울특별시 송파구 잠실동","318-6","0318","0006","(318-6)","전세","21.8400","202604","11","14,150","0","2","2013","백제고분로14길 10","202604~202804","갱신","-","13,650","0","연립다세대"
"3575","서울특별시 송파구 잠실동","335-11","0335","0011","335-11","월세","21.9300","202604","11","500","73","2","2012","백제고분로18길 3-7","202604~202704","신규","-","","","연립다세대"
"3576","서울특별시 송파구 잠실동","295-9","0295","0009","월드빌(295-9)","월세","62.2800","202604","11","18,000","40","2","2007","백제고분로12길 8-24","-","-","-","","","연립다세대"
"3577","서울특별시 송파구 잠실동","242-26","0242","0026","(242-26)","전세","59.8600","202604","11","16,905","0","5","2003","삼전로13길 12","202605~202805","갱신","사용","16,100","0","연립다세대"
"3578","서울특별시 송파구 가락동","173-5","0173","0005","드림뷰빌리지","월세","44.5900","202604","11","20,000","12","5","2004","오금로44가길 7-23","202605~202805","갱신","-","20,000","8","연립다세대"
"3579","서울특별시 송파구 잠실동","318-6","0318","0006","(318-6)","전세","21.8400","202604","11","14,150","0","2","2013","백제고분로14길 10","202604~202804","갱신","-","13,650","0","연립다세대"
"3580","서울특별시 강동구 천호동","191-40","0191","0040","아르씨엘","월세","17.9300","202604","11","3,000","140","4","2022","진황도로27다길 50","202605~202805","신규","-","","","연립다세대"
"3581","서울특별시 강동구 천호동","310-5","0310","0005","집앤사메모리아","전세","48.6400","202604","11","43,000","0","6","2022","올림픽로92길 40-7","202606~202610","갱신","-","43,000","0","연립다세대"
"3582","서울특별시 강동구 천호동","40-37","0040","0037","(40-37)","전세","30.7700","202604","11","17,600","0","2","2013","양재대로125길 48","202606~202806","신규","-","","","연립다세대"
"3583","서울특별시 서초구 양재동","346-1","0346","0001","핸드빌","전세","52.8000","202604","11","33,600","0","2","2002","강남대로8길 40-10","202606~202806","갱신","-","33,600","0","연립다세대"
"3584","서울특별시 서초구 양재동","387-4","0387","0004","(387-4)","전세","46.5800","202604","11","35,000","0","2","2017","동산로14길 58","202606~202806","신규","-","","","연립다세대"
"3585","서울특별시 서초구 양재동","338-6","0338","0006","뉴궁전빌라","월세","46.7300","202604","11","25,000","30","2","1995","강남대로8길 39-56","202605~202805","갱신","사용","25,000","25","연립다세대"
"3586","서울특별시 서초구 양재동","255-4","0255","0004","프라임51","전세","29.2500","202604","11","31,000","0","3","2016","언남9길 7-5","202605~202805","신규","-","","","연립다세대"
"3587","서울특별시 강동구 천호동","47-7","0047","0007","리버원","월세","27.3500","202604","11","23,900","29","4","2021","양재대로125길 51","202607~202807","신규","-","","","연립다세대"
"3588","서울특별시 강동구 천호동","326-34","0326","0034","신안아트빌(A동)","월세","25.3200","202604","11","12,000","35","5","2011","천중로 7-10","202605~202805","신규","-","","","연립다세대"
"3589","서울특별시 강동구 둔촌동","492-2","0492","0002","롯데아트빌라","전세","51.1500","202604","11","10,000","0","-1","1992","풍성로61길 40-8","202605~202805","신규","-","","","연립다세대"
"3590","서울특별시 강동구 둔촌동","110-1","0110","0001","명문아이빌1단지","전세","52.1100","202604","11","32,000","0","3","2016","진황도로 215-6","-","-","-","","","연립다세대"
"3591","서울특별시 송파구 가락동","175-24","0175","0024","(175-24)","전세","40.9900","202604","11","28,500","0","2","2016","오금로48길 18","202607~202807","신규","-","","","연립다세대"
"3592","서울특별시 송파구 가락동","144-3","0144","0003","썬앤빌리지","전세","25.5500","202604","11","15,100","0","2","2011","송이로23길 22-14","202604~202804","갱신","-","14,400","0","연립다세대"
"3593","서울특별시 송파구 방이동","153-11","0153","0011","한울빌","월세","20.6500","202604","11","3,000","42","3","2009","위례성대로6길 24-25","202605~202705","갱신","-","3,000","39","연립다세대"
"3594","서울특별시 송파구 방이동","124-41","0124","0041","지성주택","월세","55.7400","202604","11","13,000","100","2","2002","백제고분로48길 42-19","202605~202805","신규","-","","","연립다세대"
"3595","서울특별시 강동구 성내동","438-49","0438","0049","파인빌(438-49)","전세","29.8700","202604","11","32,650","0","2","2021","강동대로55길 65","202607~202806","신규","-","","","연립다세대"
"3596","서울특별시 강동구 암사동","478-35","0478","0035","478에비뉴","월세","29.5200","202604","11","21,000","16","3","2018","구천면로53길 36-30","202607~202806","신규","-","","","연립다세대"
"3597","서울특별시 강동구 길동","141","0141","0000","미네오빌","전세","59.6900","202604","11","35,000","0","5","2015","명일로16길 8","202608~202808","신규","-","","","연립다세대"
"3598","서울특별시 강동구 길동","83","0083","0000","동우캐슬(가동)","월세","49.7900","202604","11","29,000","7","2","2014","명일로24길 11","202607~202807","갱신","사용","29,000","0","연립다세대"
"3599","서울특별시 송파구 가락동","31-6","0031","0006","(31-6)","월세","51.7500","202604","11","30,000","35","3","2008","송이로19길 41-8","202606~202806","신규","-","","","연립다세대"
"3600","서울특별시 송파구 가락동","5-8","0005","0008","심스캐슬","월세","16.0200","202604","11","2,000","55","3","2010","오금로34길 8-21","202607~202806","신규","-","","","연립다세대"
"3601","서울특별시 서초구 서초동","1495-6","1495","0006","서리풀블레스빌","전세","44.0400","202604","11","45,000","0","5","2019","명달로17길 26","202605~202805","갱신","사용","45,000","0","연립다세대"
"3602","서울특별시 송파구 마천동","568","0568","0000","한미타운","월세","48.9800","202604","11","13,000","2","1","1994","성내천로57길 12","202605~202805","갱신","사용","13,000","0","연립다세대"
"3603","서울특별시 서초구 서초동","1432-15","1432","0015","서초폴라리스","월세","26.4500","202604","11","25,300","6","3","2016","남부순환로337가길 11-12","202605~202805","갱신","사용","25,700","0","연립다세대"
"3604","서울특별시 송파구 석촌동","218-14","0218","0014","다온누리","월세","27.0600","202604","11","2,000","85","2","2021","삼학사로6길 5","202604~202804","신규","-","","","연립다세대"
"3605","서울특별시 송파구 석촌동","269-9","0269","0009","(269-9)","월세","21.2700","202604","11","1,000","56","2","2013","가락로11길 8-11","202604~202804","신규","-","","","연립다세대"
"3606","서울특별시 송파구 가락동","136-10","0136","0010","베스트하우스","월세","40.8100","202604","11","5,000","77","3","2016","동남로9길 4-7","202604~202804","신규","-","","","연립다세대"
"3607","서울특별시 송파구 가락동","173-10","0173","0010","T&N빌라","월세","29.8400","202604","11","5,000","92","4","2015","오금로44길 20-13","202604~202804","갱신","-","10,000","68","연립다세대"
"3608","서울특별시 강동구 암사동","516-25","0516","0025","스카이빌","월세","20.3000","202604","11","1,000","44","2","2011","올림픽로93길 46","202605~202805","갱신","-","1,000","42","연립다세대"
"3609","서울특별시 강동구 암사동","494-2","0494","0002","토성하우스","월세","25.2300","202604","11","18,000","2","2","2018","암사길 2-3","202606~202806","신규","-","","","연립다세대"
"3610","서울특별시 강동구 암사동","421-67","0421","0067","리츠하우스(421-67)","월세","58.8800","202604","11","5,000","60","2","2015","암사길 86-8","202605~202805","신규","-","","","연립다세대"
"3611","서울특별시 송파구 석촌동","22-2","0022","0002","(22-2)","월세","57.1700","202604","11","15,000","27","2","2001","백제고분로33길 28-11","202605~202805","신규","-","","","연립다세대"
"3612","서울특별시 송파구 가락동","153-5","0153","0005","(153-5)","월세","29.4000","202604","11","17,000","35","5","2010","송이로23길 52-34","202605~202805","신규","-","","","연립다세대"
"3613","서울특별시 강동구 성내동","433-4","0433","0004","현영쉬크빌","전세","28.4700","202604","11","12,000","0","3","2007","강동대로51길 74-2","202605~202805","갱신","-","12,000","0","연립다세대"
"3614","서울특별시 강동구 성내동","120-60","0120","0060","다조은","월세","30.0000","202604","11","10,000","3","5","2015","풍성로 106","202606~202806","신규","-","","","연립다세대"
"3615","서울특별시 강동구 성내동","500-4","0500","0004","영동빌라","월세","63.8200","202604","11","22,000","19","2","2004","풍성로45길 67","202604~202804","갱신","사용","22,000","15","연립다세대"
"3616","서울특별시 강동구 길동","228-5","0228","0005","강동팰리스","월세","53.1600","202604","11","29,300","7","2","2016","진황도로49길 50","202607~202807","신규","-","","","연립다세대"
"3617","서울특별시 강동구 길동","395-31","0395","0031","Riohouse","월세","13.3310","202604","11","1,000","42","5","2012","양재대로114길 20-7","202604~202804","신규","-","","","연립다세대"
"3618","서울특별시 강동구 길동","375-4","0375","0004","(375-4)","월세","57.4800","202604","11","300","140","4","2012","천중로40길 34","202604~202610","신규","-","","","연립다세대"
"3619","서울특별시 강동구 길동","124-10","0124","0010","한라빌리지","월세","44.7300","202604","11","17,300","12","2","1993","천호대로197길 43","202604~202804","갱신","-","17,300","0","연립다세대"
"3620","서울특별시 마포구 합정동","372-43","0372","0043","대도빌라5차","전세","25.0800","202604","11","11,600","0","-1","1988","성지1길 10-6","202604~202804","신규","-","","","연립다세대"
"3621","서울특별시 서대문구 남가좌동","104-27","0104","0027","금성빌라에이동","월세","71.2200","202604","11","300","40","-1","1986","모래내로13길 25-13","202604~202804","신규","-","","","연립다세대"
"3622","서울특별시 서대문구 남가좌동","104-27","0104","0027","금성빌라에이동","월세","71.2200","202604","11","300","40","-1","1986","모래내로13길 25-13","202604~202804","신규","-","","","연립다세대"
"3623","서울특별시 마포구 구수동","22","0022","0000","용암빌라(가동)","월세","44.2200","202604","11","6,000","35","2","1997","토정로 197-20","202604~202804","갱신","사용","6,000","33","연립다세대"
"3624","서울특별시 양천구 목동","234-10","0234","0010","드림빌","전세","48.9600","202604","11","21,000","0","2","2007","목동중앙본로 56-12","202606~202806","신규","-","","","연립다세대"
"3625","서울특별시 은평구 역촌동","78-19","0078","0019","더클래스(78-19)","월세","28.5900","202604","11","17,000","20","6","2018","갈현로5길 2","202605~202805","갱신","-","17,000","20","연립다세대"
"3626","서울특별시 서대문구 북가좌동","380-3","0380","0003","백운빌라","전세","44.3700","202604","11","13,000","0","3","1993","수색로8나길 22","202607~202807","신규","-","","","연립다세대"
"3627","서울특별시 성북구 장위동","231-276","0231","0276","전주빌라8차","전세","49.3300","202604","11","13,650","0","1","1995","장위로16길 23-11","202606~202806","신규","-","","","연립다세대"
"3628","서울특별시 은평구 불광동","433-2","0433","0002","(433-2)","월세","59.3100","202604","11","13,000","50","2","1996","연서로37길 14","202605~202805","신규","-","","","연립다세대"
"3629","서울특별시 은평구 불광동","445-325","0445","0325","삼성아트빌(445-325)","월세","38.1900","202604","11","5,000","75","2","2016","통일로92길 37-12","202605~202805","신규","-","","","연립다세대"
"3630","서울특별시 은평구 불광동","163-25","0163","0025","거성리젠시(163-25)","월세","42.7900","202604","11","5,000","70","6","2015","연서로38길 16-13","202605~202805","신규","-","","","연립다세대"
"3631","서울특별시 마포구 염리동","113","0113","0000","가온빌Ⅰ","전세","24.6500","202604","11","17,600","0","3","2021","숭문4길 30","202606~202806","갱신","사용","16,800","0","연립다세대"
"3632","서울특별시 은평구 불광동","218-16","0218","0016","(218-16)","전세","48.3600","202604","11","13,000","0","1","1987","불광로 145-19","202605~202805","갱신","사용","12,600","0","연립다세대"
"3633","서울특별시 은평구 불광동","346-133","0346","0133","창덕주택","전세","38.4300","202604","11","7,000","0","2","1992","연서로34가길 12","202605~202805","신규","-","","","연립다세대"
"3634","서울특별시 은평구 응암동","107-6","0107","0006","동광주택","월세","51.2250","202604","11","18,000","15","3","2002","응암로32길 6-8","202605~202805","신규","-","","","연립다세대"
"3635","서울특별시 은평구 응암동","102-81","0102","0081","흥림빌라3차","월세","32.7300","202604","11","1,000","40","3","1991","응암로34가길 12","202607~202807","신규","-","","","연립다세대"
"3636","서울특별시 은평구 응암동","397-69","0397","0069","(397-69)","월세","37.7100","202604","11","11,000","25","2","1986","응암로22길 8-11","202605~202805","갱신","-","13,000","0","연립다세대"
