"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"27150","서울특별시 관악구 봉천동","1***","12m미만","15.00","월세","202602","14","1,000","60","2012","관악로14길","202603~202703","신규","-","","","단독다가구"
"27151","서울특별시 관악구 봉천동","1***","8m미만","17.00","월세","202602","14","1,000","57","2006","남부순환로247나길","202603~202803","신규","-","","","단독다가구"
"27152","서울특별시 관악구 봉천동","1***","8m미만","33.00","월세","202602","14","1,000","80","2014","쑥고개로24길","202603~202801","신규","-","","","단독다가구"
"27153","서울특별시 관악구 봉천동","9**","8m미만","50.00","월세","202602","14","2,000","70","1995","청룡4길","202603~202803","신규","-","","","단독다가구"
"27154","서울특별시 관악구 봉천동","1***","8m미만","21.50","월세","202602","14","1,000","45","2021","관악로12길","202602~202702","신규","-","","","단독다가구"
"27155","서울특별시 관악구 봉천동","6*","12m미만","65.00","전세","202602","14","30,000","0","1971","행운1길","202603~202803","신규","-","","","단독다가구"
"27156","서울특별시 관악구 남현동","1***","8m미만","18.00","월세","202602","14","2,000","62","2014","남부순환로","202604~202804","신규","-","","","단독다가구"
"27157","서울특별시 관악구 남현동","6**","8m미만","19.00","월세","202602","14","1,000","50","2016","승방10길","202602~202802","신규","-","","","단독다가구"
"27158","서울특별시 관악구 남현동","1***","8m미만","20.00","전세","202602","14","10,000","0","1995","남현1길","202603~202803","신규","-","","","단독다가구"
"27159","서울특별시 관악구 신림동","4**","8m미만","12.86","월세","202602","14","3,000","50","2023","남부순환로161나길","202603~202803","신규","-","","","단독다가구"
"27160","서울특별시 관악구 신림동","1***","8m미만","16.00","월세","202602","14","500","53","2005","신림로53길","202603~202803","신규","-","","","단독다가구"
"27161","서울특별시 관악구 신림동","1***","8m미만","18.00","월세","202602","14","500","38","2008","남부순환로200나길","202603~202703","신규","-","","","단독다가구"
"27162","서울특별시 관악구 신림동","1**","8m미만","18.50","월세","202602","14","500","41","1998","서림11가길","202602~202702","신규","-","","","단독다가구"
"27163","서울특별시 관악구 신림동","9*","8m미만","23.00","월세","202602","14","10,000","13","2021","신림로44나길","202603~202803","신규","-","","","단독다가구"
"27164","서울특별시 관악구 신림동","4**","8m미만","16.00","월세","202602","14","200","51","2017","관천로19길","-","-","-","","","단독다가구"
"27165","서울특별시 관악구 신림동","2**","8m미만","13.20","월세","202602","14","0","40","1994","대학7가길","202602~202702","신규","-","","","단독다가구"
"27166","서울특별시 송파구 잠실동","2**","8m미만","26.00","월세","202602","14","2,000","54","1996","삼전로13길","202603~202803","신규","-","","","단독다가구"
"27167","서울특별시 송파구 잠실동","2**","8m미만","25.00","월세","202602","14","1,000","65","1994","백제고분로19길","202602~202802","신규","-","","","단독다가구"
"27168","서울특별시 송파구 잠실동","2**","8m미만","50.00","월세","202602","14","5,000","67","1997","도곡로64길","202603~202803","신규","-","","","단독다가구"
"27169","서울특별시 관악구 남현동","1***","8m미만","14.00","전세","202602","14","11,000","0","2011","남현2길","202603~202803","신규","-","","","단독다가구"
"27170","서울특별시 서초구 서초동","1***","25m미만","114.20","월세","202602","14","25,000","130","2015","명달로","202602~202802","신규","-","","","단독다가구"
"27171","서울특별시 동작구 흑석동","1**","8m미만","19.00","월세","202602","14","1,000","55","","흑석로9길","202602~202802","신규","-","","","단독다가구"
"27172","서울특별시 동작구 흑석동","2**","8m미만","20.00","월세","202602","14","500","70","1992","흑석로5길","202602~202702","신규","-","","","단독다가구"
"27173","서울특별시 동작구 흑석동","2**","8m미만","18.00","월세","202602","14","1,000","45","1993","흑석로6나길","202602~202702","신규","-","","","단독다가구"
"27174","서울특별시 관악구 신림동","6**","8m미만","59.96","월세","202602","14","5,000","40","1996","난향9길","202603~202803","신규","-","","","단독다가구"
"27175","서울특별시 관악구 신림동","4**","8m미만","16.50","월세","202602","14","500","48","1994","신림로39길","202603~202803","신규","-","","","단독다가구"
"27176","서울특별시 관악구 신림동","1***","12m미만","66.00","월세","202602","14","7,000","105","2016","남부순환로168길","202603~202803","신규","-","","","단독다가구"
"27177","서울특별시 관악구 신림동","1**","8m미만","21.00","월세","202602","14","100","50","2003","복은4길","202603~202702","신규","-","","","단독다가구"
"27178","서울특별시 관악구 신림동","6**","12m미만","40.00","월세","202602","14","3,000","50","","법원단지길","202603~202803","신규","-","","","단독다가구"
"27179","서울특별시 관악구 신림동","1***","8m미만","16.50","월세","202602","14","200","44","2005","관천로22길","202602~202802","신규","-","","","단독다가구"
"27180","서울특별시 관악구 신림동","9*","8m미만","21.00","월세","202602","14","5,000","45","2021","신림로36길","202602~202802","신규","-","","","단독다가구"
"27181","서울특별시 관악구 신림동","5**","8m미만","19.00","월세","202602","14","3,000","50","2020","남부순환로145길","202603~202803","신규","-","","","단독다가구"
"27182","서울특별시 관악구 신림동","4**","8m미만","18.00","월세","202602","14","300","20","1988","신사로18길","202603~202703","신규","-","","","단독다가구"
"27183","서울특별시 용산구 용산동2가","4*","12m미만","55.36","월세","202602","14","1,000","110","2008","신흥로","202604~202804","갱신","-","1,000","105","단독다가구"
"27184","서울특별시 광진구 자양동","1*","8m미만","38.00","월세","202602","14","1,000","120","1994","아차산로28길","202602~202802","신규","-","","","단독다가구"
"27185","서울특별시 광진구 구의동","6**","8m미만","18.20","월세","202602","14","500","40","1975","자양로23길","202602~202702","신규","-","","","단독다가구"
"27186","서울특별시 광진구 구의동","2**","8m미만","33.00","월세","202602","14","2,000","42","1989","자양로32길","202604~202804","신규","-","","","단독다가구"
"27187","서울특별시 광진구 구의동","6*","8m미만","46.03","월세","202602","14","11,400","16","1994","광나루로35길","202603~202803","신규","-","","","단독다가구"
"27188","서울특별시 광진구 구의동","2**","8m미만","24.21","월세","202602","14","500","18","1990","자양로32길","202602~202802","신규","-","","","단독다가구"
"27189","서울특별시 광진구 구의동","6**","8m미만","19.80","월세","202602","14","500","40","1994","광나루로30가길","202602~202802","신규","-","","","단독다가구"
"27190","서울특별시 광진구 구의동","2**","8m미만","18.90","월세","202602","14","1,000","50","2010","구의로6길","202603~202803","신규","-","","","단독다가구"
"27191","서울특별시 광진구 자양동","2**","8m미만","39.00","월세","202602","14","1,000","65","1990","아차산로39가길","202602~202802","신규","-","","","단독다가구"
"27192","서울특별시 광진구 자양동","8**","8m미만","18.00","월세","202602","14","300","35","1989","뚝섬로23가길","202602~202802","신규","-","","","단독다가구"
"27193","서울특별시 광진구 자양동","2**","8m미만","39.00","월세","202602","14","1,000","65","1990","아차산로39가길","-","-","-","","","단독다가구"
"27194","서울특별시 종로구 명륜3가","1**","8m미만","18.00","월세","202602","14","5,000","45","1996","성균관로3길","202602~202802","신규","-","","","단독다가구"
"27195","서울특별시 종로구 명륜3가","7*","8m미만","20.00","월세","202602","14","2,000","60","2001","창경궁로27길","-","-","-","","","단독다가구"
"27196","서울특별시 종로구 명륜3가","*","8m미만","35.40","월세","202602","14","2,000","95","2002","명륜길","202602~202802","신규","-","","","단독다가구"
"27197","서울특별시 광진구 구의동","6**","8m미만","14.87","월세","202602","14","2,000","45","2016","자양로23나길","202602~202802","신규","-","","","단독다가구"
"27198","서울특별시 광진구 구의동","2**","8m미만","40.00","월세","202602","14","1,000","63","1997","광나루로52길","202602~202802","갱신","-","1,000","60","단독다가구"
"27199","서울특별시 광진구 구의동","6*","8m미만","56.58","월세","202602","14","2,000","70","1972","자양로36길","202604~202804","신규","-","","","단독다가구"
"27200","서울특별시 광진구 자양동","6**","12m미만","40.26","월세","202602","14","13,000","15","1997","자양로15길","202603~202803","신규","-","","","단독다가구"
"27201","서울특별시 광진구 자양동","2**","8m미만","25.00","월세","202602","14","500","50","1971","뚝섬로22길","202602~202802","신규","-","","","단독다가구"
"27202","서울특별시 강남구 일원동","6**","8m미만","24.00","월세","202602","14","1,000","55","1983","양재대로29길","202603~202803","신규","-","","","단독다가구"
"27203","서울특별시 용산구 원효로1가","2*","8m미만","44.12","월세","202602","14","12,000","40","1995","원효로81길","202603~202803","신규","-","","","단독다가구"
"27204","서울특별시 광진구 화양동","3*","8m미만","18.00","월세","202602","14","1,000","58","2004","아차산로21길","202603~202803","신규","-","","","단독다가구"
"27205","서울특별시 용산구 청파동3가","1**","12m미만","12.00","월세","202602","14","1,000","50","1972","청파로43길","202602~202802","신규","-","","","단독다가구"
"27206","서울특별시 용산구 청파동3가","9*","8m미만","15.00","월세","202602","14","500","50","","청파로39길","202602~202802","신규","-","","","단독다가구"
"27207","서울특별시 광진구 자양동","8**","8m미만","40.00","월세","202602","14","500","72","1992","동일로16길","202602~202802","신규","-","","","단독다가구"
"27208","서울특별시 광진구 자양동","6**","8m미만","26.00","월세","202602","14","1,000","60","2015","자양로11길","202603~202803","신규","-","","","단독다가구"
"27209","서울특별시 광진구 자양동","6**","12m미만","43.72","월세","202602","14","10,000","40","1993","뚝섬로52라길","202603~202803","신규","-","","","단독다가구"
"27210","서울특별시 광진구 자양동","1*","8m미만","20.00","월세","202602","14","2,000","50","1987","아차산로26길","202602~202802","신규","-","","","단독다가구"
"27211","서울특별시 성동구 성수동1가","6**","8m미만","212.04","전세","202602","14","28,000","0","1993","아차산로1가길","202604~202804","신규","-","","","단독다가구"
"27212","서울특별시 성동구 용답동","1**","8m미만","18.00","월세","202602","14","300","40","1974","용답15길","202602~202702","신규","-","","","단독다가구"
"27213","서울특별시 성동구 마장동","4**","12m미만","39.45","월세","202602","14","8,000","45","1991","무학로14길","202603~202803","신규","-","","","단독다가구"
"27214","서울특별시 성동구 마장동","3**","8m미만","23.00","월세","202602","14","1,000","70","1998","마조로1길","202603~202802","신규","-","","","단독다가구"
"27215","서울특별시 성동구 마장동","7**","8m미만","16.00","월세","202602","14","2,000","35","1991","마조로19길","202602~202802","신규","-","","","단독다가구"
"27216","서울특별시 성동구 마장동","8**","8m미만","18.00","전세","202602","14","9,240","0","2003","마조로19길","202603~202802","갱신","-","8,800","0","단독다가구"
"27217","서울특별시 성동구 마장동","4**","12m미만","39.45","월세","202602","14","8,000","45","1991","무학로14길","202603~202803","신규","-","","","단독다가구"
"27218","서울특별시 성동구 성수동1가","1*","12m미만","25.00","월세","202602","14","5,000","35","2010","상원길","202602~202802","신규","-","","","단독다가구"
"27219","서울특별시 광진구 중곡동","1**","8m미만","46.33","월세","202602","14","5,000","65","2014","능동로59길","202603~202803","신규","-","","","단독다가구"
"27220","서울특별시 광진구 중곡동","1**","8m미만","32.85","월세","202602","14","5,000","85","2018","면목로","202602~202802","신규","-","","","단독다가구"
"27221","서울특별시 광진구 중곡동","3*","8m미만","24.00","월세","202602","14","2,000","58","2018","능동로50길","202603~202803","신규","-","","","단독다가구"
"27222","서울특별시 광진구 중곡동","1**","8m미만","46.33","월세","202602","14","5,000","65","2014","능동로59길","202603~202803","신규","-","","","단독다가구"
"27223","서울특별시 광진구 중곡동","1**","8m미만","44.49","전세","202602","14","16,000","0","1996","천호대로109길","202604~202804","신규","-","","","단독다가구"
"27224","서울특별시 광진구 중곡동","2**","8m미만","74.30","전세","202602","14","30,000","0","1995","긴고랑로6길","202603~202803","신규","-","","","단독다가구"
"27225","서울특별시 광진구 중곡동","1**","8m미만","25.00","월세","202602","14","500","60","2018","용마산로31길","202603~202803","신규","-","","","단독다가구"
"27226","서울특별시 광진구 중곡동","2**","8m미만","74.30","전세","202602","14","30,000","0","1995","긴고랑로6길","202603~202803","신규","-","","","단독다가구"
"27227","서울특별시 성동구 용답동","4*","8m미만","53.91","월세","202602","14","5,000","100","1987","용답25라길","202603~202803","신규","-","","","단독다가구"
"27228","서울특별시 용산구 한남동","7**","8m미만","45.80","월세","202602","14","2,000","100","1994","한남대로42나길","202603~202803","신규","-","","","단독다가구"
"27229","서울특별시 용산구 한남동","7**","12m미만","30.22","월세","202602","14","500","58","1997","한남대로28길","202602~202702","신규","-","","","단독다가구"
"27230","서울특별시 강남구 역삼동","6**","8m미만","27.00","월세","202602","14","1,000","100","2000","테헤란로53길","202603~202802","신규","-","","","단독다가구"
"27231","서울특별시 강남구 역삼동","8**","8m미만","33.70","월세","202602","14","6,000","70","2012","테헤란로10길","202602~202702","신규","-","","","단독다가구"
"27232","서울특별시 종로구 명륜2가","8*","8m미만","34.68","월세","202602","14","1,000","65","1967","성균관로6길","202602~202802","신규","-","","","단독다가구"
"27233","서울특별시 광진구 화양동","3*","8m미만","18.00","월세","202602","14","500","50","1968","동일로26길","202603~202802","신규","-","","","단독다가구"
"27234","서울특별시 성동구 행당동","3*","8m미만","17.00","월세","202602","14","500","47","1985","살곶이8길","202603~202802","신규","-","","","단독다가구"
"27235","서울특별시 성동구 행당동","3*","8m미만","16.00","월세","202602","14","500","47","1995","살곶이4길","202602~202802","신규","-","","","단독다가구"
"27236","서울특별시 종로구 계동","7*","8m미만","52.40","전세","202602","14","34,000","0","1993","북촌로8길","202603~202803","신규","-","","","단독다가구"
"27237","서울특별시 성동구 행당동","*","8m미만","20.00","월세","202602","14","1,000","50","1977","마조로7길","202602~202802","신규","-","","","단독다가구"
"27238","서울특별시 용산구 이태원동","2**","8m미만","52.98","월세","202602","14","1,000","80","1991","회나무로28가길","202603~202703","신규","-","","","단독다가구"
"27239","서울특별시 용산구 이태원동","7*","8m미만","53.22","전세","202602","14","25,000","0","1991","이태원로20길","202603~202803","신규","-","","","단독다가구"
"27240","서울특별시 성동구 하왕십리동","9**","8m미만","39.66","월세","202602","14","1,000","58","1989","왕십리로31나길","202602~202802","갱신","사용","1,000","56","단독다가구"
"27241","서울특별시 강남구 논현동","1*","8m미만","23.28","월세","202602","14","1,000","63","1993","논현로149길","202602~202802","신규","-","","","단독다가구"
"27242","서울특별시 강남구 논현동","1**","8m미만","54.15","월세","202602","14","20,000","3","2001","학동로26길","202603~202803","신규","-","","","단독다가구"
"27243","서울특별시 강남구 논현동","2**","8m미만","42.97","월세","202602","14","1,000","110","1995","언주로113길","202602~202802","신규","-","","","단독다가구"
"27244","서울특별시 강남구 논현동","2**","8m미만","50.18","전세","202602","14","30,000","0","2002","언주로114길","202603~202803","신규","-","","","단독다가구"
"27245","서울특별시 강남구 논현동","1**","8m미만","27.31","월세","202602","14","12,000","10","1991","학동로18길","202604~202804","신규","-","","","단독다가구"
"27246","서울특별시 용산구 후암동","1**","8m미만","72.70","전세","202602","14","30,000","0","1954","후암로5길","202603~202803","신규","-","","","단독다가구"
"27247","서울특별시 용산구 후암동","1**","8m미만","64.46","월세","202602","14","17,000","40","","후암로15길","202604~202804","신규","-","","","단독다가구"
"27248","서울특별시 용산구 후암동","1**","8m미만","23.97","월세","202602","14","8,000","23","1965","두텁바위로1길","202604~202804","갱신","사용","8,000","20","단독다가구"
"27249","서울특별시 강남구 대치동","9**","8m미만","40.00","월세","202602","14","2,000","101","1993","도곡로69길","202602~202702","신규","-","","","단독다가구"
"27250","서울특별시 광진구 화양동","1*","8m미만","28.00","월세","202602","14","1,000","75","1995","동일로28길","202602~202802","신규","-","","","단독다가구"
"27251","서울특별시 광진구 화양동","3*","8m미만","18.00","월세","202602","14","1,000","72","2020","동일로26길","202603~202802","신규","-","","","단독다가구"
"27252","서울특별시 광진구 화양동","4*","8m미만","17.00","월세","202602","14","1,000","50","1988","동일로22길","202602~202802","신규","-","","","단독다가구"
"27253","서울특별시 광진구 화양동","4**","8m미만","24.00","월세","202602","14","1,000","65","1994","광나루로28길","202602~202702","신규","-","","","단독다가구"
"27254","서울특별시 광진구 화양동","2*","8m미만","14.00","월세","202602","14","500","45","1970","동일로","202602~202802","신규","-","","","단독다가구"
"27255","서울특별시 강남구 도곡동","9**","8m미만","47.00","전세","202602","14","26,250","0","1994","남부순환로351길","202602~202802","갱신","사용","25,000","0","단독다가구"
"27256","서울특별시 성동구 송정동","7*","8m미만","26.40","월세","202602","14","300","40","1972","송정12길","202602~202802","신규","-","","","단독다가구"
"27257","서울특별시 성동구 송정동","7*","8m미만","19.00","월세","202602","14","500","50","1992","송정18가길","202603~202802","신규","-","","","단독다가구"
"27258","서울특별시 성동구 송정동","7*","8m미만","26.40","월세","202602","14","300","40","1972","송정12길","202602~202802","신규","-","","","단독다가구"
"27259","서울특별시 성동구 송정동","7*","8m미만","59.52","월세","202602","14","1,500","68","2001","송정12나길","202603~202703","갱신","-","1,500","65","단독다가구"
"27260","서울특별시 성동구 송정동","7*","8m미만","32.01","전세","202602","14","13,000","0","1974","송정14길","202603~202803","신규","-","","","단독다가구"
"27261","서울특별시 성동구 송정동","7*","8m미만","59.52","월세","202602","14","3,000","57","2001","송정12나길","202604~202704","갱신","-","3,000","55","단독다가구"
"27262","서울특별시 성동구 사근동","3**","8m미만","29.75","월세","202602","14","500","78","1992","사근동길","202602~202802","신규","-","","","단독다가구"
"27263","서울특별시 용산구 용산동2가","4*","8m미만","45.94","월세","202602","14","500","94","1999","신흥로3길","202603~202703","갱신","사용","500","94","단독다가구"
"27264","서울특별시 용산구 용산동2가","3*","8m미만","84.41","월세","202602","14","34,000","180","2024","신흥로11나길","202603~202803","갱신","-","14,000","270","단독다가구"
"27265","서울특별시 광진구 자양동","5**","8m미만","18.00","월세","202602","14","800","51","1991","뚝섬로29길","202603~202803","신규","-","","","단독다가구"
"27266","서울특별시 광진구 자양동","2**","8m미만","16.00","월세","202602","14","1,000","55","2017","자양번영로11길","202602~202802","신규","-","","","단독다가구"
"27267","서울특별시 광진구 화양동","4*","8m미만","33.00","월세","202602","14","2,000","100","1992","아차산로25길","202603~202803","신규","-","","","단독다가구"
"27268","서울특별시 광진구 자양동","6**","12m미만","35.00","월세","202602","14","2,000","70","1991","자양로13나길","202604~202804","신규","-","","","단독다가구"
"27269","서울특별시 중구 신당동","4**","8m미만","24.00","월세","202602","14","1,500","40","1991","동호로11라길","202602~202802","신규","-","","","단독다가구"
"27270","서울특별시 중구 묵정동","2*","8m미만","20.00","월세","202602","14","1,000","52","","퇴계로50길","202602~202802","신규","-","","","단독다가구"
"27271","서울특별시 성동구 금호동3가","4*","8m미만","41.06","전세","202602","14","15,000","0","1967","무수막길","202602~203003","갱신","-","15,000","0","단독다가구"
"27272","서울특별시 중구 회현동2가","2*","25m미만","14.00","월세","202602","14","1,000","60","2008","소공로","202603~202803","신규","-","","","단독다가구"
"27273","서울특별시 종로구 홍지동","5*","8m미만","26.23","월세","202602","14","1,000","75","1968","홍지문2가길","202602~202702","신규","-","","","단독다가구"
"27274","서울특별시 종로구 구기동","1**","8m미만","21.00","월세","202602","14","500","50","2014","비봉길","202602~202802","신규","-","","","단독다가구"
"27275","서울특별시 용산구 갈월동","5*","25m미만","41.92","월세","202602","14","2,000","84","1999","두텁바위로","202604~202803","갱신","사용","2,000","80","단독다가구"
"27276","서울특별시 용산구 동자동","*","8m미만","24.45","월세","202602","14","13,000","30","1977","한강대로104마길","202603~202803","신규","-","","","단독다가구"
"27277","서울특별시 종로구 숭인동","5*","8m미만","16.00","월세","202602","14","30","40","1933","지봉로14길","202602~202605","신규","-","","","단독다가구"
"27278","서울특별시 성동구 성수동2가","5**","8m미만","25.00","월세","202602","14","500","30","2001","성수이로5길","202603~202803","신규","-","","","단독다가구"
"27279","서울특별시 용산구 청파동1가","1**","8m미만","61.38","전세","202602","14","19,000","0","","청파로63가길","202604~202804","갱신","-","18,000","0","단독다가구"
"27280","서울특별시 용산구 청파동1가","1**","8m미만","61.38","전세","202602","14","19,000","0","","청파로63가길","202604~202804","갱신","-","18,000","0","단독다가구"
"27281","서울특별시 강남구 대치동","9**","8m미만","40.95","월세","202602","14","19,900","4","1997","삼성로67길","202602~202802","갱신","-","18,900","4","단독다가구"
"27282","서울특별시 강남구 대치동","9**","8m미만","25.00","월세","202602","14","1,000","67","1997","삼성로67길","202602~202702","신규","-","","","단독다가구"
"27283","서울특별시 광진구 화양동","3*","8m미만","16.00","월세","202602","14","300","47","1977","아차산로29길","202602~202802","신규","-","","","단독다가구"
"27284","서울특별시 광진구 화양동","4**","8m미만","24.00","월세","202602","14","500","40","1994","광나루로28길","202602~202701","신규","-","","","단독다가구"
"27285","서울특별시 광진구 화양동","4**","8m미만","24.00","월세","202602","14","1,000","55","1994","광나루로28길","202602~202702","신규","-","","","단독다가구"
"27286","서울특별시 광진구 화양동","4*","8m미만","18.00","월세","202602","14","3,000","55","2017","아차산로27길","202602~202802","신규","-","","","단독다가구"
"27287","서울특별시 광진구 화양동","4**","8m미만","18.00","월세","202602","14","500","50","1990","광나루로22나길","202602~202802","신규","-","","","단독다가구"
"27288","서울특별시 광진구 자양동","2**","8m미만","29.00","월세","202602","14","1,000","70","2008","아차산로39길","202602~202802","신규","-","","","단독다가구"
"27289","서울특별시 성동구 사근동","2**","8m미만","20.00","월세","202602","14","500","40","1973","사근동11가길","202602~202802","신규","-","","","단독다가구"
"27290","서울특별시 성동구 사근동","3**","8m미만","18.00","월세","202602","14","1,000","58","2006","사근동길","202602~202802","신규","-","","","단독다가구"
"27291","서울특별시 성동구 사근동","1**","8m미만","20.00","월세","202602","14","1,000","60","1967","사근동4길","202602~202801","신규","-","","","단독다가구"
"27292","서울특별시 마포구 노고산동","3*","8m미만","39.90","월세","202602","14","2,500","90","1976","백범로1길","202602~202802","신규","-","","","단독다가구"
"27293","서울특별시 노원구 공릉동","6**","8m미만","19.61","월세","202602","14","300","38","1990","공릉로26길","202603~202803","신규","-","","","단독다가구"
"27294","서울특별시 노원구 공릉동","2**","8m미만","16.00","월세","202602","14","3,000","30","2015","공릉로32길","202602~202702","신규","-","","","단독다가구"
"27295","서울특별시 노원구 공릉동","2**","8m미만","64.35","월세","202602","14","500","38","2011","공릉로32길","202603~202703","신규","-","","","단독다가구"
"27296","서울특별시 노원구 공릉동","3**","8m미만","14.20","월세","202602","14","300","37","2017","동일로196길","202602~202702","신규","-","","","단독다가구"
"27297","서울특별시 노원구 공릉동","5**","8m미만","16.00","월세","202602","14","300","39","2013","동일로186길","202602~202702","신규","-","","","단독다가구"
"27298","서울특별시 노원구 공릉동","4**","8m미만","17.00","월세","202602","14","500","36","2013","공릉로43길","202602~202702","신규","-","","","단독다가구"
"27299","서울특별시 노원구 공릉동","1**","8m미만","19.00","월세","202602","14","1,000","45","2010","화랑로51가길","202602~202702","신규","-","","","단독다가구"
"27300","서울특별시 노원구 공릉동","4**","8m미만","15.00","월세","202602","14","500","39","2015","공릉로41라길","202602~202702","신규","-","","","단독다가구"
"27301","서울특별시 노원구 공릉동","3**","8m미만","18.00","월세","202602","14","4,000","43","2007","동일로192나길","202602~202702","갱신","-","2,000","43","단독다가구"
"27302","서울특별시 노원구 공릉동","4**","12m미만","12.00","월세","202602","14","500","37","2010","동일로183길","202602~202702","신규","-","","","단독다가구"
"27303","서울특별시 노원구 공릉동","4**","8m미만","18.00","전세","202602","14","7,000","0","2016","공릉로41라길","202602~202702","신규","-","","","단독다가구"
"27304","서울특별시 노원구 공릉동","5**","8m미만","16.00","월세","202602","14","500","30","","동일로182길","202602~202702","신규","-","","","단독다가구"
"27305","서울특별시 노원구 공릉동","2**","8m미만","199.16","월세","202602","14","500","37","2017","공릉로38길","202602~202702","신규","-","","","단독다가구"
"27306","서울특별시 은평구 신사동","*","8m미만","40.00","월세","202602","14","5,000","55","2015","갈현로2길","202602~202802","신규","-","","","단독다가구"
"27307","서울특별시 마포구 공덕동","1*","8m미만","53.86","전세","202602","14","14,000","0","1997","만리재로","202602~202802","갱신","사용","14,000","0","단독다가구"
"27308","서울특별시 마포구 공덕동","1**","25m미만","48.54","월세","202602","14","1,000","20","1993","임정로","202602~202802","신규","-","","","단독다가구"
"27309","서울특별시 서대문구 북가좌동","2**","8m미만","19.80","월세","202602","14","3,000","40","2017","증가로23길","202604~202804","신규","-","","","단독다가구"
"27310","서울특별시 도봉구 창동","6**","8m미만","13.50","월세","202602","14","500","53","2018","도봉로106길","202602~202702","신규","-","","","단독다가구"
"27311","서울특별시 마포구 동교동","1**","25m미만","87.96","월세","202602","14","5,000","130","","동교로","202603~202803","신규","-","","","단독다가구"
"27312","서울특별시 도봉구 방학동","6**","8m미만","37.00","월세","202602","14","2,000","65","2019","도당로13나길","202602~202802","신규","-","","","단독다가구"
"27313","서울특별시 서대문구 창천동","5*","8m미만","20.00","월세","202602","14","5,000","25","1995","연세로13길","202602~202702","신규","-","","","단독다가구"
"27314","서울특별시 서대문구 창천동","9*","8m미만","20.10","월세","202602","14","300","40","1992","신촌로9길","202602~202702","신규","-","","","단독다가구"
"27315","서울특별시 도봉구 창동","6**","8m미만","18.00","월세","202602","14","300","45","2008","도봉로114길","202602~202702","신규","-","","","단독다가구"
"27316","서울특별시 서대문구 남가좌동","3**","8m미만","65.98","월세","202602","14","2,000","68","1995","증가로10길","202602~202712","갱신","사용","2,000","65","단독다가구"
"27317","서울특별시 서대문구 남가좌동","*","8m미만","26.40","월세","202602","14","500","58","1996","명지대1가길","202602~202702","신규","-","","","단독다가구"
"27318","서울특별시 서대문구 창천동","4**","8m미만","46.00","월세","202602","14","12,000","120","1993","연희로2안길","202603~202803","신규","-","","","단독다가구"
"27319","서울특별시 서대문구 창천동","7*","8m미만","17.72","월세","202602","14","500","65","1986","성산로22길","202602~202702","신규","-","","","단독다가구"
"27320","서울특별시 서대문구 창천동","6*","8m미만","18.00","월세","202602","14","5,000","35","1992","신촌로7길","202602~202802","신규","-","","","단독다가구"
"27321","서울특별시 서대문구 창천동","1**","8m미만","21.00","월세","202602","14","4,000","45","2008","신촌로7안길","202602~202702","신규","-","","","단독다가구"
"27322","서울특별시 서대문구 창천동","7*","8m미만","19.00","월세","202602","14","500","58","1989","신촌로9길","202602~202702","신규","-","","","단독다가구"
"27323","서울특별시 서대문구 창천동","4**","8m미만","46.00","월세","202602","14","18,000","130","1993","연희로2안길","202606~202806","신규","-","","","단독다가구"
"27324","서울특별시 서대문구 창천동","4**","8m미만","46.00","월세","202602","14","15,000","110","1993","연희로2안길","202603~202803","신규","-","","","단독다가구"
"27325","서울특별시 서대문구 대현동","5*","8m미만","16.00","월세","202602","14","1,000","80","1993","이화여대3길","202602~202702","신규","-","","","단독다가구"
"27326","서울특별시 서대문구 대현동","6*","25m미만","17.00","월세","202602","14","2,000","50","","이화여대길","202602~202702","신규","-","","","단독다가구"
"27327","서울특별시 서대문구 대현동","5*","8m미만","16.00","월세","202602","14","1,000","80","1993","이화여대3길","202602~202702","신규","-","","","단독다가구"
"27328","서울특별시 서대문구 신촌동","*","8m미만","15.00","월세","202602","14","500","40","1987","봉원사2길","202603~202703","신규","-","","","단독다가구"
"27329","서울특별시 은평구 응암동","1**","8m미만","42.14","전세","202602","14","13,500","0","2014","은평로10길","202603~202803","신규","-","","","단독다가구"
"27330","서울특별시 은평구 응암동","1**","8m미만","42.14","전세","202602","14","13,500","0","2014","은평로10길","202603~202803","신규","-","","","단독다가구"
"27331","서울특별시 은평구 응암동","5**","8m미만","24.17","월세","202602","14","1,000","55","2015","응암로9길","202604~202804","신규","-","","","단독다가구"
"27332","서울특별시 노원구 월계동","4**","12m미만","16.53","월세","202602","14","500","45","2017","광운로3길","202602~202702","신규","-","","","단독다가구"
"27333","서울특별시 노원구 월계동","4**","8m미만","23.14","월세","202602","14","2,000","55","2018","광운로","202602~202702","신규","-","","","단독다가구"
"27334","서울특별시 노원구 월계동","3**","8m미만","19.80","월세","202602","14","400","30","1998","광운로13길","202602~202702","신규","-","","","단독다가구"
"27335","서울특별시 노원구 월계동","4**","12m미만","39.67","월세","202602","14","500","45","1993","광운로3길","202602~202702","신규","-","","","단독다가구"
"27336","서울특별시 노원구 월계동","3**","8m미만","18.00","월세","202602","14","1,000","50","2015","광운로13길","202602~202702","신규","-","","","단독다가구"
"27337","서울특별시 노원구 월계동","4**","8m미만","20.00","월세","202602","14","500","42","","광운로2가길","202603~202703","신규","-","","","단독다가구"
