"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"7116","서울특별시 마포구 노고산동","*","8m미만","35.00","월세","202603","30","1,000","70","1988","신촌로24안길","202604~202804","신규","-","","","단독다가구"
"7117","서울특별시 서대문구 미근동","6*","8m미만","20.15","전세","202603","30","5,000","0","1961","충정로6길","202604~202804","신규","-","","","단독다가구"
"7118","서울특별시 서대문구 충정로3가","*","8m미만","77.22","월세","202603","30","5,500","90","1930","경기대로5길","202604~202804","신규","-","","","단독다가구"
"7119","서울특별시 은평구 신사동","3**","8m미만","66.34","월세","202603","30","3,000","80","1991","증산로15길","202605~202805","신규","-","","","단독다가구"
"7120","서울특별시 마포구 망원동","4**","8m미만","36.00","월세","202603","30","1,000","55","1995","방울내로6길","202603~202803","신규","-","","","단독다가구"
"7121","서울특별시 강북구 번동","4**","12m미만","30.00","월세","202603","30","500","63","1993","한천로124나길","202604~202804","갱신","-","500","60","단독다가구"
"7122","서울특별시 강북구 번동","2**","8m미만","39.00","월세","202603","30","500","60","1997","한천로109길","202604~202804","신규","-","","","단독다가구"
"7123","서울특별시 강북구 번동","4**","8m미만","55.04","월세","202603","30","500","50","1996","오패산로67길","202604~202804","신규","-","","","단독다가구"
"7124","서울특별시 은평구 역촌동","5*","8m미만","42.40","월세","202603","30","1,000","40","1994","갈현로15길","202604~202804","신규","-","","","단독다가구"
"7125","서울특별시 노원구 상계동","4**","8m미만","45.00","전세","202603","30","13,000","0","1995","한글비석로46가길","202606~202806","신규","-","","","단독다가구"
"7126","서울특별시 서대문구 연희동","3**","8m미만","17.55","전세","202603","30","4,000","0","1996","연희로10길","202604~202704","신규","-","","","단독다가구"
"7127","서울특별시 서대문구 연희동","4**","8m미만","58.45","월세","202603","30","2,000","70","1995","연희로11마길","202603~202803","신규","-","","","단독다가구"
"7128","서울특별시 서대문구 연희동","8*","8m미만","30.00","월세","202603","30","500","50","1997","연희로16길","202603~202803","신규","-","","","단독다가구"
"7129","서울특별시 서대문구 연희동","3**","8m미만","18.00","월세","202603","30","200","45","1992","성산로16길","202603~202703","신규","-","","","단독다가구"
"7130","서울특별시 강북구 미아동","2**","8m미만","165.24","월세","202603","30","500","40","1989","도봉로65길","202604~202804","신규","-","","","단독다가구"
"7131","서울특별시 강북구 미아동","7**","8m미만","40.00","월세","202603","30","1,500","40","1991","삼양로35가길","202603~202803","갱신","-","1,500","35","단독다가구"
"7132","서울특별시 강북구 미아동","7**","8m미만","56.10","월세","202603","30","3,000","55","1995","삼양로68가길","202606~202806","신규","-","","","단독다가구"
"7133","서울특별시 강북구 미아동","3**","8m미만","26.00","월세","202603","30","300","25","1997","솔샘로59길","202604~202804","신규","-","","","단독다가구"
"7134","서울특별시 강북구 미아동","7**","8m미만","35.46","전세","202603","30","3,500","0","1992","삼양로54나길","202604~202804","신규","-","","","단독다가구"
"7135","서울특별시 강북구 미아동","5*","8m미만","145.31","월세","202603","30","2,500","50","1992","도봉로10다길","202607~202807","신규","-","","","단독다가구"
"7136","서울특별시 강북구 미아동","2**","8m미만","36.30","월세","202603","30","1,000","62","1983","도봉로61길","202604~202804","신규","-","","","단독다가구"
"7137","서울특별시 광진구 중곡동","1**","8m미만","23.53","전세","202603","30","6,000","0","1992","천호대로125길","202604~202804","신규","-","","","단독다가구"
"7138","서울특별시 강남구 신사동","5**","12m미만","75.00","월세","202603","30","3,000","200","2000","논현로157길","202604~202804","신규","-","","","단독다가구"
"7139","서울특별시 성동구 응봉동","1**","12m미만","78.28","전세","202603","30","35,000","0","1974","독서당로60가길","202603~202803","신규","-","","","단독다가구"
"7140","서울특별시 강남구 역삼동","7**","8m미만","32.59","월세","202603","30","1,000","110","1997","역삼로11길","202604~202704","신규","-","","","단독다가구"
"7141","서울특별시 강남구 역삼동","7**","12m미만","39.60","월세","202603","30","4,000","70","1994","도곡로13길","202603~202803","신규","-","","","단독다가구"
"7142","서울특별시 강남구 역삼동","6**","12m미만","66.00","전세","202603","30","38,000","0","2003","선릉로107길","-","-","-","","","단독다가구"
"7143","서울특별시 성동구 사근동","1**","8m미만","18.00","월세","202603","30","1,000","60","1999","사근동12길","202604~202702","신규","-","","","단독다가구"
"7144","서울특별시 광진구 자양동","2**","8m미만","21.50","월세","202603","30","1,000","60","2008","아차산로39길","202605~202805","신규","-","","","단독다가구"
"7145","서울특별시 성동구 금호동4가","6**","8m미만","20.00","월세","202603","30","1,000","33","1972","독서당로46가길","202603~202803","신규","-","","","단독다가구"
"7146","서울특별시 성동구 행당동","2**","8m미만","31.82","월세","202603","30","1,000","80","2006","왕십리로21나길","202605~202805","신규","-","","","단독다가구"
"7147","서울특별시 광진구 자양동","4**","8m미만","15.00","월세","202603","30","50","20","1986","자양번영로5길","202604~202704","신규","-","","","단독다가구"
"7148","서울특별시 성동구 성수동1가","6**","8m미만","30.00","월세","202603","30","2,000","70","1992","왕십리로16가길","202604~202804","신규","-","","","단독다가구"
"7149","서울특별시 강남구 역삼동","6**","8m미만","49.60","월세","202603","30","6,000","100","2011","테헤란로57길","202604~202704","신규","-","","","단독다가구"
"7150","서울특별시 강남구 역삼동","6**","8m미만","34.89","월세","202603","30","15,000","13","2000","봉은사로18길","202605~202805","신규","-","","","단독다가구"
"7151","서울특별시 강남구 역삼동","7**","8m미만","30.13","월세","202603","30","500","53","1995","테헤란로30길","202604~202704","신규","-","","","단독다가구"
"7152","서울특별시 광진구 능동","2**","8m미만","54.29","전세","202603","30","22,000","0","1993","능동로32길","202605~202805","신규","-","","","단독다가구"
"7153","서울특별시 중구 쌍림동","1**","8m미만","138.84","월세","202603","30","200","50","","퇴계로52길","202604~202704","신규","-","","","단독다가구"
"7154","서울특별시 광진구 능동","2**","8m미만","37.30","월세","202603","30","2,500","65","1995","천호대로120길","202605~202805","신규","-","","","단독다가구"
"7155","서울특별시 성동구 용답동","6*","8m미만","20.00","월세","202603","30","500","40","1993","용답중앙13길","202604~202804","신규","-","","","단독다가구"
"7156","서울특별시 성동구 하왕십리동","9**","8m미만","33.00","월세","202603","30","2,000","50","1988","무학봉15라길","202603~202804","신규","-","","","단독다가구"
"7157","서울특별시 용산구 서빙고동","1**","8m미만","58.35","전세","202603","30","20,000","0","1990","서빙고로65길","202603~202803","신규","-","","","단독다가구"
"7158","서울특별시 용산구 한남동","6*","8m미만","39.60","월세","202603","30","1,000","92","1991","한남대로18길","202605~202805","신규","-","","","단독다가구"
"7159","서울특별시 종로구 부암동","3**","8m미만","26.00","월세","202603","30","1,000","55","1965","창의문로7길","202603~202803","갱신","-","1,000","50","단독다가구"
"7160","서울특별시 광진구 능동","2**","8m미만","16.00","월세","202603","30","500","58","2009","천호대로122길","202604~202804","신규","-","","","단독다가구"
"7161","서울특별시 강남구 대치동","9**","12m미만","37.85","월세","202603","30","2,000","100","2010","역삼로73길","202604~202703","신규","-","","","단독다가구"
"7162","서울특별시 강남구 대치동","9**","8m미만","44.00","월세","202603","30","5,000","150","1993","삼성로69길","202604~202703","신규","-","","","단독다가구"
"7163","서울특별시 강남구 대치동","9**","8m미만","23.00","월세","202603","30","1,000","60","1994","선릉로64길","202603~202803","신규","-","","","단독다가구"
"7164","서울특별시 중구 신당동","2**","8m미만","47.39","월세","202603","30","3,000","130","","청구로10길","202604~202803","신규","-","","","단독다가구"
"7165","서울특별시 강남구 대치동","9**","8m미만","66.00","전세","202603","30","55,000","0","2011","역삼로70길","202604~202804","신규","-","","","단독다가구"
"7166","서울특별시 강남구 대치동","9**","8m미만","41.00","전세","202603","30","23,000","0","","도곡로73길","202603~202803","신규","-","","","단독다가구"
"7167","서울특별시 강남구 대치동","9**","8m미만","52.00","전세","202603","30","7,000","0","1996","선릉로64길","202603~202803","신규","-","","","단독다가구"
"7168","서울특별시 종로구 숭인동","7*","8m미만","16.28","월세","202603","30","9,000","20","1985","종로63길","202604~202804","신규","-","","","단독다가구"
"7169","서울특별시 종로구 숭인동","6*","8m미만","166.28","월세","202603","30","5,000","100","1989","지봉로8길","202605~202805","신규","-","","","단독다가구"
"7170","서울특별시 종로구 숭인동","1***","25m미만","34.00","월세","202603","30","500","60","","숭인동길","202604~202804","신규","-","","","단독다가구"
"7171","서울특별시 종로구 숭인동","6*","8m미만","40.28","월세","202603","30","500","40","1966","종로57길","202603~202803","신규","-","","","단독다가구"
"7172","서울특별시 성동구 송정동","7*","8m미만","30.00","월세","202603","30","1,000","60","1996","송정4가길","202604~202704","신규","-","","","단독다가구"
"7173","서울특별시 성동구 송정동","7*","8m미만","30.00","전세","202603","30","10,000","0","1991","송정12라길","202603~202703","신규","-","","","단독다가구"
"7174","서울특별시 강남구 논현동","1**","8m미만","40.00","월세","202603","30","2,000","152","1997","봉은사로1길","202604~202704","신규","-","","","단독다가구"
"7175","서울특별시 강남구 논현동","1*","8m미만","50.60","월세","202603","30","1,000","120","1997","도산대로16길","202603~202703","신규","-","","","단독다가구"
"7176","서울특별시 강남구 논현동","1**","8m미만","39.00","전세","202603","30","23,500","0","1994","도산대로54길","202605~202805","신규","-","","","단독다가구"
"7177","서울특별시 강남구 논현동","1**","8m미만","50.00","월세","202603","30","6,000","34","1997","강남대로122길","202604~202804","갱신","-","6,000","33","단독다가구"
"7178","서울특별시 중구 무학동","*","25m이상","40.00","월세","202603","30","3,000","110","2019","다산로39길","202604~202704","신규","-","","","단독다가구"
"7179","서울특별시 광진구 자양동","6**","8m미만","216.24","전세","202603","30","12,000","0","1990","자양로9길","202604~202804","신규","-","","","단독다가구"
"7180","서울특별시 광진구 자양동","1*","8m미만","30.00","월세","202603","30","3,000","70","2002","아차산로26길","202603~202803","신규","-","","","단독다가구"
"7181","서울특별시 중구 황학동","5**","8m미만","80.00","월세","202603","30","1,500","96","1985","퇴계로87길","-","-","-","","","단독다가구"
"7182","서울특별시 광진구 자양동","6**","25m미만","50.00","월세","202603","30","3,000","100","2001","자양로13길","202604~202804","갱신","사용","3,000","100","단독다가구"
"7183","서울특별시 종로구 명륜3가","*","8m미만","20.00","월세","202603","30","1,000","75","1998","성균관로7길","202604~202802","신규","-","","","단독다가구"
"7184","서울특별시 종로구 명륜3가","*","12m미만","108.00","월세","202603","30","15,000","20","1971","명륜2길","202605~202805","신규","-","","","단독다가구"
"7185","서울특별시 강남구 개포동","1***","8m미만","30.00","월세","202603","30","1,000","61","2000","개포로25길","202603~202803","신규","-","","","단독다가구"
"7186","서울특별시 강남구 개포동","1***","8m미만","58.49","월세","202603","30","5,000","160","1988","논현로6길","202604~202804","신규","-","","","단독다가구"
"7187","서울특별시 광진구 중곡동","1**","-","36.00","월세","202603","30","5,000","50","","","202605~202805","신규","-","","","단독다가구"
"7188","서울특별시 광진구 중곡동","1**","8m미만","20.00","월세","202603","30","1,000","55","1988","긴고랑로25길","202604~202804","신규","-","","","단독다가구"
"7189","서울특별시 광진구 중곡동","1**","8m미만","52.39","월세","202603","30","5,000","70","1994","긴고랑로25길","202606~202806","신규","-","","","단독다가구"
"7190","서울특별시 광진구 중곡동","1**","8m미만","83.00","전세","202603","30","25,000","0","1997","영화사로3나길","202606~202806","신규","-","","","단독다가구"
"7191","서울특별시 광진구 중곡동","4*","12m미만","37.00","월세","202603","30","3,000","50","1991","긴고랑로22길","202604~202804","신규","-","","","단독다가구"
"7192","서울특별시 광진구 구의동","2**","8m미만","75.89","월세","202603","30","2,000","115","1997","아차산로53길","202605~202805","신규","-","","","단독다가구"
"7193","서울특별시 광진구 구의동","2**","8m미만","36.00","월세","202603","30","2,000","85","1989","아차산로51길","202605~202805","신규","-","","","단독다가구"
"7194","서울특별시 광진구 구의동","2**","8m미만","27.00","월세","202603","30","1,000","50","1996","광나루로40길","202604~202804","신규","-","","","단독다가구"
"7195","서울특별시 광진구 자양동","6**","25m미만","57.12","월세","202603","30","40,000","45","2022","뚝섬로","202604~202804","신규","-","","","단독다가구"
"7196","서울특별시 광진구 자양동","6**","8m미만","36.04","전세","202603","30","12,000","0","1990","자양로9길","202604~202804","신규","-","","","단독다가구"
"7197","서울특별시 광진구 자양동","7**","8m미만","18.00","월세","202603","30","1,000","48","1997","자양로19길","202604~202804","신규","-","","","단독다가구"
"7198","서울특별시 광진구 자양동","2**","8m미만","22.00","월세","202603","30","300","45","1989","아차산로","202604~202804","신규","-","","","단독다가구"
"7199","서울특별시 성동구 성수동2가","3**","8m미만","30.00","월세","202603","30","400","45","1983","뚝섬로","202604~202804","신규","-","","","단독다가구"
"7200","서울특별시 성동구 성수동2가","5**","12m미만","45.72","전세","202603","30","12,700","0","1996","성수이로3길","202603~202803","갱신","-","12,100","0","단독다가구"
"7201","서울특별시 용산구 이태원동","4**","8m미만","15.00","월세","202603","30","100","45","1970","녹사평대로","202604~202804","신규","-","","","단독다가구"
"7202","서울특별시 강남구 일원동","6**","12m미만","20.00","월세","202603","30","1,000","55","1991","일원로9길","202605~202805","신규","-","","","단독다가구"
"7203","서울특별시 용산구 서계동","2**","8m미만","40.00","월세","202603","30","1,000","80","1998","만리재로36길","202603~202803","신규","-","","","단독다가구"
"7204","서울특별시 강남구 역삼동","7**","8m미만","43.00","월세","202603","30","500","160","2003","테헤란로30길","202604~202610","신규","-","","","단독다가구"
"7205","서울특별시 광진구 중곡동","1**","8m미만","30.00","월세","202603","29","500","45","1996","자양로45길","202603~202803","신규","-","","","단독다가구"
"7206","서울특별시 광진구 중곡동","1**","8m미만","12.96","월세","202603","29","500","42","2012","천호대로115길","202604~202804","신규","-","","","단독다가구"
"7207","서울특별시 강남구 대치동","9**","8m미만","40.95","월세","202603","29","1,000","93","1997","삼성로67길","202604~202804","신규","-","","","단독다가구"
"7208","서울특별시 광진구 중곡동","1**","8m미만","36.36","월세","202603","29","5,000","70","2014","능동로40길","202604~202804","신규","-","","","단독다가구"
"7209","서울특별시 강남구 대치동","9**","8m미만","30.00","월세","202603","29","8,000","30","1995","역삼로","202605~202704","갱신","-","8,000","30","단독다가구"
"7210","서울특별시 용산구 후암동","1**","8m미만","26.00","월세","202603","29","700","40","","후암로25길","202604~202804","신규","-","","","단독다가구"
"7211","서울특별시 강남구 일원동","6**","8m미만","67.50","전세","202603","29","30,000","0","1988","개포로136길","202607~202807","갱신","사용","30,000","0","단독다가구"
"7212","서울특별시 광진구 능동","2**","12m미만","17.68","월세","202603","29","1,000","55","2015","능동로36길","202604~202804","신규","-","","","단독다가구"
"7213","서울특별시 종로구 이화동","2*","8m미만","66.57","전세","202603","29","20,000","0","1988","율곡로17길","202603~202803","갱신","-","19,000","0","단독다가구"
"7214","서울특별시 광진구 구의동","2**","25m미만","42.00","전세","202603","29","17,000","0","1992","구의로","-","-","-","","","단독다가구"
"7215","서울특별시 광진구 자양동","2**","8m미만","71.72","전세","202603","29","36,000","0","1996","아차산로44가길","202603~202803","갱신","-","34,000","0","단독다가구"
"7216","서울특별시 강남구 개포동","1***","25m미만","55.00","월세","202603","29","6,000","119","1991","개포로22길","202603~202803","갱신","-","6,000","119","단독다가구"
"7217","서울특별시 광진구 구의동","2**","8m미만","39.09","월세","202603","29","1,500","35","1997","광나루로52길","202604~202804","갱신","-","1,000","35","단독다가구"
"7218","서울특별시 광진구 중곡동","2**","8m미만","12.00","월세","202603","29","56","56","1986","동일로66길","202603~202610","신규","-","","","단독다가구"
"7219","서울특별시 광진구 중곡동","2**","8m미만","59.40","월세","202603","29","500","60","1981","용마산로30길","202603~202803","신규","-","","","단독다가구"
"7220","서울특별시 강남구 논현동","2**","12m미만","25.53","전세","202603","29","18,000","0","","봉은사로29길","202604~202804","신규","-","","","단독다가구"
"7221","서울특별시 강남구 도곡동","9**","8m미만","90.88","월세","202603","29","1,000","60","2002","강남대로44길","202604~202804","신규","-","","","단독다가구"
"7222","서울특별시 성동구 금호동3가","1***","8m미만","26.08","월세","202603","29","8,000","25","1992","장터1가길","202604~202804","갱신","-","9,000","19","단독다가구"
"7223","서울특별시 종로구 평창동","2**","8m미만","29.75","전세","202603","29","7,000","0","2000","평창문화로","202603~202803","갱신","-","5,800","0","단독다가구"
"7224","서울특별시 성북구 안암동4가","3*","8m미만","32.80","월세","202603","29","500","40","1992","안암로9가길","202603~202803","신규","-","","","단독다가구"
"7225","서울특별시 성북구 성북동1가","1**","8m미만","35.00","월세","202603","29","2,000","50","1996","성북로7길","-","-","-","","","단독다가구"
"7226","서울특별시 성북구 보문동5가","8*","8m미만","18.00","월세","202603","29","1,000","65","","보문로21길","202603~202803","갱신","-","1,000","54","단독다가구"
"7227","서울특별시 성북구 하월곡동","1*","8m미만","18.89","월세","202603","29","1,000","60","2019","화랑로","202603~202702","신규","-","","","단독다가구"
"7228","서울특별시 광진구 군자동","4**","8m미만","50.04","월세","202603","29","5,000","45","1995","천호대로102길","202603~202803","신규","-","","","단독다가구"
"7229","서울특별시 성북구 석관동","7*","8m미만","25.00","월세","202603","29","500","30","1990","한천로70길","202604~202804","신규","-","","","단독다가구"
"7230","서울특별시 동대문구 제기동","1**","8m미만","21.00","월세","202603","29","1,000","70","2020","안암로24길","202603~202703","신규","-","","","단독다가구"
"7231","서울특별시 성북구 종암동","1**","8m미만","40.00","월세","202603","29","500","35","1993","종암로19라길","202604~202804","신규","-","","","단독다가구"
"7232","서울특별시 광진구 화양동","4*","8m미만","18.00","월세","202603","29","500","47","1974","아차산로27길","202604~202804","신규","-","","","단독다가구"
"7233","서울특별시 광진구 화양동","1**","8m미만","23.10","월세","202603","29","200","20","1991","능동로19길","202603~202703","신규","-","","","단독다가구"
"7234","서울특별시 광진구 화양동","3*","8m미만","35.00","월세","202603","29","1,000","100","1994","아차산로21길","202603~202803","신규","-","","","단독다가구"
"7235","서울특별시 성북구 장위동","6*","8m미만","40.00","월세","202603","29","300","30","1958","화랑로19가길","202603~202803","신규","-","","","단독다가구"
"7236","서울특별시 성북구 성북동1가","1**","8m미만","35.00","월세","202603","29","2,000","75","1997","성북로5길","202605~202805","신규","-","","","단독다가구"
"7237","서울특별시 동대문구 휘경동","2**","8m미만","18.00","월세","202603","29","1,000","52","2018","망우로14가길","202603~202702","신규","-","","","단독다가구"
"7238","서울특별시 동대문구 청량리동","3*","8m미만","36.00","월세","202603","29","400","36","1994","제기로","202604~202804","신규","-","","","단독다가구"
"7239","서울특별시 성북구 상월곡동","5*","12m미만","18.00","월세","202603","29","500","50","2008","화랑로15길","202604~202702","신규","-","","","단독다가구"
"7240","서울특별시 성북구 안암동3가","9*","12m미만","34.50","전세","202603","29","7,000","0","1993","고려대로10길","202604~202804","신규","-","","","단독다가구"
"7241","서울특별시 동대문구 용두동","3*","8m미만","43.98","전세","202603","29","22,000","0","2018","천호대로39길","202603~202803","갱신","사용","21,000","0","단독다가구"
"7242","서울특별시 강서구 방화동","6**","12m미만","90.88","월세","202603","29","11,000","75","2007","개화동로27가길","202604~202804","갱신","-","7,000","65","단독다가구"
"7243","서울특별시 강서구 방화동","5**","8m미만","16.67","월세","202603","29","500","45","2019","양천로14가길","202604~202804","신규","-","","","단독다가구"
"7244","서울특별시 강서구 방화동","2**","8m미만","247.23","월세","202603","29","1,000","55","1990","양천로24가길","202604~202804","신규","-","","","단독다가구"
"7245","서울특별시 금천구 독산동","9**","8m미만","70.02","전세","202603","29","18,000","0","1989","시흥대로144길","202605~202805","신규","-","","","단독다가구"
"7246","서울특별시 금천구 독산동","1***","8m미만","35.00","월세","202603","29","500","40","1985","독산로","202603~202803","신규","-","","","단독다가구"
"7247","서울특별시 구로구 구로동","4**","12m미만","28.00","전세","202603","29","8,500","0","1991","구로동로38길","202605~202805","신규","-","","","단독다가구"
"7248","서울특별시 금천구 독산동","2**","8m미만","177.84","월세","202603","29","500","35","1989","독산로96길","202603~202902","갱신","-","500","35","단독다가구"
"7249","서울특별시 구로구 구로동","5**","8m미만","30.00","월세","202603","29","50","45","1991","구로중앙로34길","202603~202803","갱신","-","1,000","45","단독다가구"
"7250","서울특별시 구로구 구로동","1**","8m미만","42.00","월세","202603","29","1,000","55","2006","구로중앙로7길","202604~202804","신규","-","","","단독다가구"
"7251","서울특별시 영등포구 신길동","*","8m미만","45.00","월세","202603","29","2,500","115","1997","여의대방로59나길","202603~202803","신규","-","","","단독다가구"
"7252","서울특별시 금천구 시흥동","7**","8m미만","32.61","월세","202603","29","1,000","29","1990","독산로38길","202603~202803","신규","-","","","단독다가구"
"7253","서울특별시 영등포구 신길동","1**","8m미만","116.96","전세","202603","29","5,500","0","1984","신길로60바길","202603~202803","갱신","-","5,000","0","단독다가구"
"7254","서울특별시 영등포구 신길동","6*","8m미만","15.00","월세","202603","29","500","50","2012","영등포로67길","202604~202704","신규","-","","","단독다가구"
"7255","서울특별시 영등포구 대림동","6**","12m미만","33.00","월세","202603","29","0","40","1988","대림로40나길","202603~202803","신규","-","","","단독다가구"
"7256","서울특별시 동작구 노량진동","1**","8m미만","16.50","월세","202603","29","100","25","1993","노량진로14길","202603~202609","신규","-","","","단독다가구"
"7257","서울특별시 동작구 상도동","2**","8m미만","17.02","월세","202603","29","1,000","50","2011","성대로6가길","202603~202803","신규","-","","","단독다가구"
"7258","서울특별시 동작구 노량진동","2**","8m미만","133.47","월세","202603","29","200","35","1991","노량진로12길","202603~202703","신규","-","","","단독다가구"
"7259","서울특별시 동작구 노량진동","1**","8m미만","20.00","월세","202603","29","300","45","1989","만양로15길","202603~202703","신규","-","","","단독다가구"
"7260","서울특별시 금천구 독산동","1***","8m미만","13.00","전세","202603","29","13,000","0","1995","독산로","202604~202704","갱신","-","13,000","0","단독다가구"
"7261","서울특별시 금천구 시흥동","9**","8m미만","159.19","월세","202603","29","1,500","45","1990","금하로","202603~202803","신규","-","","","단독다가구"
"7262","서울특별시 구로구 구로동","4**","12m미만","28.00","전세","202603","29","8,500","0","1991","구로동로38길","202605~202805","신규","-","","","단독다가구"
"7263","서울특별시 영등포구 영등포동","6**","8m미만","37.00","월세","202603","29","500","35","1990","도림로112길","202604~202804","신규","-","","","단독다가구"
"7264","서울특별시 영등포구 대림동","7**","12m미만","40.20","월세","202603","29","500","37","2012","대림로27나길","202603~202803","신규","-","","","단독다가구"
"7265","서울특별시 양천구 목동","7**","8m미만","36.00","전세","202603","29","8,500","0","1989","목동중앙본로7길","202603~202803","갱신","-","7,500","0","단독다가구"
"7266","서울특별시 영등포구 신길동","*","8m미만","45.00","월세","202603","29","2,500","115","1997","여의대방로59나길","202603~202803","신규","-","","","단독다가구"
"7267","서울특별시 동작구 상도동","1**","12m미만","16.52","월세","202603","29","300","33","2019","성대로29길","202604~202704","신규","-","","","단독다가구"
"7268","서울특별시 영등포구 대림동","8**","12m미만","19.83","월세","202603","29","1,000","50","2016","대림로41길","202603~202803","신규","-","","","단독다가구"
"7269","서울특별시 관악구 봉천동","1**","8m미만","17.00","월세","202603","29","1,000","55","2019","남부순환로241길","-","-","-","","","단독다가구"
"7270","서울특별시 관악구 봉천동","1**","8m미만","15.00","월세","202603","29","300","41","2013","솔밭로5길","202603~202703","신규","-","","","단독다가구"
"7271","서울특별시 관악구 봉천동","6**","8m미만","22.00","월세","202603","29","500","53","1998","봉천로19길","202603~202803","신규","-","","","단독다가구"
"7272","서울특별시 관악구 봉천동","1***","8m미만","40.00","월세","202603","29","2,000","80","1993","장군봉3길","202604~202804","신규","-","","","단독다가구"
"7273","서울특별시 관악구 봉천동","1**","8m미만","25.25","월세","202603","29","0","70","","행운길","202603~202703","신규","-","","","단독다가구"
"7274","서울특별시 관악구 봉천동","4*","8m미만","16.00","전세","202603","29","13,000","0","2024","중앙2길","-","-","-","","","단독다가구"
"7275","서울특별시 서초구 염곡동","2**","12m미만","80.03","전세","202603","29","59,000","0","2016","탑성말1길","202604~202804","갱신","-","59,000","0","단독다가구"
"7276","서울특별시 관악구 남현동","1***","8m미만","39.89","월세","202603","29","20,000","35","2003","남부순환로272길","202605~202805","신규","-","","","단독다가구"
"7277","서울특별시 관악구 신림동","8*","8m미만","36.70","월세","202603","29","5,000","63","1997","신림로56길","202604~202804","신규","-","","","단독다가구"
"7278","서울특별시 관악구 신림동","1***","8m미만","23.10","월세","202603","29","500","42","2007","신림로","202604~202704","신규","-","","","단독다가구"
"7279","서울특별시 동작구 상도1동","4**","12m미만","17.00","월세","202603","29","3,000","50","2010","상도로47마길","202604~202702","신규","-","","","단독다가구"
"7280","서울특별시 서초구 양재동","2**","25m미만","16.50","월세","202603","29","500","50","1987","언남길","202604~202704","갱신","-","500","45","단독다가구"
"7281","서울특별시 동작구 사당동","2**","8m미만","33.00","월세","202603","29","1,000","40","1994","사당로17길","-","-","-","","","단독다가구"
"7282","서울특별시 동작구 사당동","2**","8m미만","33.00","월세","202603","29","1,000","40","1994","사당로17길","202603~202803","신규","-","","","단독다가구"
"7283","서울특별시 동작구 사당동","1***","8m미만","36.54","전세","202603","29","7,000","0","1989","동작대로17길","202604~202804","신규","-","","","단독다가구"
"7284","서울특별시 동작구 사당동","2**","8m미만","18.00","월세","202603","29","5,000","50","2020","사당로8나길","202604~202804","신규","-","","","단독다가구"
"7285","서울특별시 동작구 사당동","8*","12m미만","51.71","월세","202603","29","7,000","40","1988","동작대로29가길","202604~202804","신규","-","","","단독다가구"
"7286","서울특별시 관악구 신림동","1**","8m미만","19.00","월세","202603","29","300","50","2002","신림로26길","202604~202608","신규","-","","","단독다가구"
"7287","서울특별시 관악구 신림동","1***","8m미만","18.00","월세","202603","29","500","50","2007","호암로20길","-","-","-","","","단독다가구"
"7288","서울특별시 관악구 신림동","2**","12m미만","16.00","월세","202603","29","300","50","2008","대학길","202603~202703","신규","-","","","단독다가구"
"7289","서울특별시 관악구 신림동","1**","8m미만","30.00","월세","202603","29","1,000","60","1995","복은6길","202604~202804","신규","-","","","단독다가구"
"7290","서울특별시 관악구 신림동","8*","8m미만","18.02","월세","202603","29","1,000","60","","신림로56길","202604~202804","신규","-","","","단독다가구"
"7291","서울특별시 관악구 신림동","1**","8m미만","14.00","월세","202603","29","500","38","2011","서림11가길","202603~202703","신규","-","","","단독다가구"
"7292","서울특별시 관악구 신림동","1***","8m미만","16.52","월세","202603","29","1,000","40","2017","문성로25길","202604~202704","신규","-","","","단독다가구"
"7293","서울특별시 관악구 신림동","9*","8m미만","19.00","월세","202603","29","1,000","40","2018","신림로44가길","202604~202803","신규","-","","","단독다가구"
"7294","서울특별시 관악구 신림동","1***","8m미만","42.98","월세","202603","29","2,000","90","2011","문성로30길","202604~202804","신규","-","","","단독다가구"
"7295","서울특별시 관악구 신림동","5**","8m미만","24.00","월세","202603","29","3,000","53","2018","남부순환로131가길","202604~202804","신규","-","","","단독다가구"
"7296","서울특별시 관악구 신림동","1*","8m미만","35.00","월세","202603","29","1,000","60","1997","남부순환로190길","202604~202804","신규","-","","","단독다가구"
"7297","서울특별시 관악구 신림동","1***","8m미만","28.00","월세","202603","29","500","30","1990","문성로27길","202603~202803","신규","-","","","단독다가구"
"7298","서울특별시 관악구 신림동","5**","8m미만","15.00","월세","202603","29","1,000","45","2011","난곡로77길","202603~202703","신규","-","","","단독다가구"
"7299","서울특별시 관악구 신림동","1*","8m미만","20.00","월세","202603","29","500","35","2006","남부순환로186가길","202603~202703","신규","-","","","단독다가구"
"7300","서울특별시 관악구 신림동","1**","8m미만","21.00","월세","202603","29","200","35","2009","복은2길","202603~202703","신규","-","","","단독다가구"
"7301","서울특별시 관악구 신림동","5**","8m미만","16.00","월세","202603","29","9,000","5","2007","난곡로76길","-","-","-","","","단독다가구"
"7302","서울특별시 관악구 봉천동","9**","8m미만","18.02","월세","202603","29","500","42","2012","은천로2길","202603~202703","신규","-","","","단독다가구"
