시군구,번지,건물명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 송파구 잠실동,311-24,(311-24),월세,36.06,"1,000",70,백제고분로12길 11-27,연립다세대
서울특별시 송파구 잠실동,304-29,삼양빌(304-29),월세,48.92,"7,000",39,도곡로62길 11-12,연립다세대
서울특별시 강동구 둔촌동,469-22,(469-22),월세,49.95,"15,000",15,양재대로98길 43-48,연립다세대
서울특별시 송파구 잠실동,300-1,리버파크뷰잠실,전세,24.23,"31,000",0,백제고분로12길 20-21,연립다세대
서울특별시 강동구 성내동,120-94,제이빌가동,월세,29.97,"3,000",85,성내로3길 45,연립다세대
서울특별시 송파구 오금동,157-3,(157-3),전세,44.31,"21,000",0,동남로26길 38,연립다세대
서울특별시 송파구 삼전동,124-9,팰리스빌(124-9),월세,55.07,"5,000",97,백제고분로31길 24-8,연립다세대
서울특별시 송파구 방이동,93-16,SG아트빌,월세,100.67,"29,000",55,올림픽로32길 36-9,연립다세대
서울특별시 강동구 천호동,310-12,하우징허브(310-12),월세,22.88,"15,750",10,올림픽로92길 40-21,연립다세대
서울특별시 송파구 방이동,176-6,파크에비뉴,월세,132.78,"1,000",57,백제고분로50길 15-21,연립다세대
서울특별시 강동구 천호동,574,청운빌리지(574),월세,25.98,"22,170",15,천중로27길 70,연립다세대
서울특별시 강동구 천호동,237-47,그린파크빌(237-47),전세,41.41,"27,500",0,구천면로40길 10,연립다세대
서울특별시 서초구 반포동,720-17,혜원아트빌라,전세,33.58,"18,700",0,사평대로55길 101,연립다세대
서울특별시 송파구 가락동,132-5,문선스타빌,월세,51.35,"27,000",10,동남로9길 17-13,연립다세대
서울특별시 송파구 가락동,135-24,(135-24),전세,37.38,"18,191",0,동남로11길 12,연립다세대
서울특별시 송파구 가락동,152-7,엘리시아,전세,56.58,"30,400",0,중대로18길 17,연립다세대
서울특별시 서초구 반포동,76-7,레이나,전세,28.77,"44,000",0,서래로4길 29,연립다세대
서울특별시 송파구 방이동,103-16,103-16,전세,20.08,"23,000",0,오금로17길 19,연립다세대
서울특별시 송파구 잠실동,234-4,(234-4),월세,75.51,500,57,백제고분로19길 3-13,연립다세대
서울특별시 송파구 석촌동,58-33,스카이타워,전세,46.21,"20,000",0,백제고분로36가길 9,연립다세대
서울특별시 송파구 삼전동,105-3,우정아트리움,월세,29.96,"15,000",69,삼전로10길 40-1,연립다세대
서울특별시 송파구 잠실동,237-14,(237-14),월세,23.63,"1,000",73,백제고분로19길 11-14,연립다세대
서울특별시 강동구 천호동,363-24,현영쉬크빌(363-24),전세,62.29,"30,000",0,천중로16길 24,연립다세대
서울특별시 강동구 천호동,321-67,신주리버빌(321-68),전세,65.54,"32,400",0,상암로4길 86,연립다세대
서울특별시 마포구 서교동,247-120,이레하우스,전세,78.44,"35,000",0,월드컵로20길 56,연립다세대
서울특별시 양천구 신정동,1004-3,현대타운(1004-3),전세,39.68,"22,000",0,목동로13길 5,연립다세대
서울특별시 양천구 신정동,954-20,행복이꽃피는집,월세,77.94,"1,000",60,중앙로48길 59,연립다세대
서울특별시 성북구 장위동,238-71,수정빌라,전세,45.63,"13,500",0,장위로41길 28,연립다세대
서울특별시 마포구 성산동,21-30,다베로,전세,59.0,"45,000",0,월드컵북로18길 37,연립다세대
서울특별시 성북구 정릉동,203-1,풍산그레이스,월세,34.2,"22,000",9,정릉로27길 85,연립다세대
서울특별시 강북구 미아동,301-3,로뎀하이빌(301-3),월세,55.15,"10,000",70,솔매로40길 14,연립다세대
서울특별시 마포구 대흥동,551-1,동성캐슬,전세,29.92,"29,000",0,독막로40길 26-7,연립다세대
서울특별시 강북구 미아동,258-131,화랑빌라1,전세,54.96,"14,000",0,오패산로52길 49,연립다세대
서울특별시 성북구 석관동,340-244,스타캐슬,월세,29.74,100,85,화랑로24길 69,연립다세대
서울특별시 마포구 합정동,450-20,동인리버빌나동,전세,74.18,"34,500",0,동교로 16-18,연립다세대
서울특별시 성북구 정릉동,203-1,풍산그레이스,월세,34.2,"19,000",20,정릉로27길 85,연립다세대
서울특별시 도봉구 방학동,608-53,장수빌라(B),월세,35.92,"1,000",55,시루봉로15길 43,연립다세대
서울특별시 마포구 용강동,494-83,천수빌,전세,32.53,"19,500",0,대흥로4길 7,연립다세대
서울특별시 양천구 신월동,97-5,동원가든빌라,월세,57.43,"1,000",70,가로공원로66길 6,연립다세대
서울특별시 서대문구 창천동,100-77,쎈스빌,월세,15.83,500,69,신촌로7길 49-22,연립다세대
서울특별시 서대문구 대신동,139-5,숲속센텀스카이,월세,56.4,"1,000",250,연대동문길 153,연립다세대
서울특별시 성북구 정릉동,203-1,풍산그레이스,월세,34.2,"22,000",9,정릉로27길 85,연립다세대
서울특별시 서대문구 홍은동,400-28,프라임,월세,54.03,500,60,거북골로 4-19,연립다세대
서울특별시 성북구 정릉동,266-380,(266-380),월세,15.43,"1,000",47,보국문로16다길 16-3,연립다세대
서울특별시 성북구 정릉동,266-380,(266-380),월세,12.56,"1,000",47,보국문로16다길 16-3,연립다세대
서울특별시 도봉구 도봉동,597-55,다스빌리지,전세,18.66,"6,000",0,도봉로169다길 30,연립다세대
서울특별시 양천구 목동,42-111,코스모스빌라,월세,51.76,"16,000",20,목동중앙본로24길 12,연립다세대
서울특별시 은평구 응암동,227-59,타워,전세,60.11,"15,000",0,백련산로4길 17-17,연립다세대
서울특별시 은평구 응암동,122-42,동명골든빌라(122-42),월세,55.42,"1,000",65,은평로4길 36,연립다세대
서울특별시 은평구 응암동,89-36,아뜨리에빌,전세,72.86,"26,300",0,은평로9길 3-5,연립다세대
서울특별시 송파구 송파동,46-9,원룸빌라트,월세,40.47,"2,000",81,백제고분로45길 5-5,연립다세대
서울특별시 송파구 송파동,95-14,(95-14),전세,19.76,"16,400",0,가락로19길 9-12,연립다세대
서울특별시 영등포구 신길동,187-58,(187-58),전세,40.32,"16,000",0,신길로62길 35-9,연립다세대
서울특별시 관악구 신림동,610-146,미리내아트빌라,월세,40.35,"1,000",50,법원단지21길 5,연립다세대
서울특별시 관악구 신림동,90-46,예건빌라(90-46),전세,51.93,"17,600",0,신림로54가길 17,연립다세대
서울특별시 동작구 노량진동,39-9,JS타운,월세,19.0,"1,000",67,노량진로12길 15-3,연립다세대
서울특별시 금천구 독산동,1046-3,세연리츠빌,월세,28.72,"19,500",4,독산로51길 31,연립다세대
서울특별시 영등포구 영등포동,618-20,(618-20),월세,51.98,"9,900",60,영신로20가길 6,연립다세대
서울특별시 송파구 송파동,86-17,(86-17),월세,21.32,"6,000",50,송파대로42길 5-1,연립다세대
서울특별시 송파구 송파동,22-12,아트하우스(22-12),월세,59.64,"27,000",50,백제고분로41길 8-21,연립다세대
서울특별시 동작구 대방동,11-24,디하우스,월세,25.55,"2,000",75,등용로 55,연립다세대
서울특별시 금천구 가산동,238-78,원평8차,월세,48.27,"13,400",65,벚꽃로26길 6,연립다세대
서울특별시 관악구 신림동,1452-5,이화그린빌,월세,63.16,"3,000",137,관천로20길 21,연립다세대
서울특별시 관악구 신림동,90-46,예건빌라(90-46),전세,51.93,"18,000",0,신림로54가길 17,연립다세대
서울특별시 관악구 신림동,592-19,(592-19),월세,29.904,"5,500",98,난우길 56,연립다세대
서울특별시 강서구 화곡동,470-3,대우연립,월세,51.09,"3,000",60,곰달래로53길 116,연립다세대
서울특별시 강서구 화곡동,61-134,61-134,월세,22.43,"2,000",55,화곡로34길 22,연립다세대
서울특별시 강서구 화곡동,346-62,삼성쉐르빌(346-62),전세,29.96,"17,510",0,곰달래로21길 25,연립다세대
서울특별시 강서구 화곡동,1016-14,시온빌리지102,월세,27.13,"3,000",80,화곡로13길 124,연립다세대
서울특별시 강서구 화곡동,504-40,유노이아,월세,51.06,"5,000",150,등촌로13길 76,연립다세대
서울특별시 강서구 화곡동,787-50,(787-50),전세,45.54,"16,200",0,곰달래로58길 40,연립다세대
서울특별시 강서구 화곡동,1130-8,럭키빌라씨동,전세,57.17,"15,000",0,화곡로58길 122,연립다세대
서울특별시 동작구 대방동,402-22,디안,월세,29.31,"2,500",100,여의대방로26길 57,연립다세대
서울특별시 강서구 공항동,660-5,영창,전세,28.73,"12,340",0,방화대로7가길 26,연립다세대
서울특별시 강서구 공항동,22-52,아이디움,월세,27.18,"16,880",12,공항대로7라길 12,연립다세대
서울특별시 강서구 공항동,22-52,아이디움,월세,27.18,"16,880",12,공항대로7라길 12,연립다세대
서울특별시 동작구 대방동,391-218,골드빌라,월세,58.39,"21,900",50,대방동7길 5,연립다세대
서울특별시 동작구 대방동,391-71,다인캐슬3차,전세,27.83,"27,000",0,대방동15길 7,연립다세대
서울특별시 관악구 봉천동,1605-27,보눼르타운7차,전세,39.97,"28,350",0,남부순환로228길 60-5,연립다세대
서울특별시 구로구 오류동,168-19,성산빌라1동,월세,36.015,"16,000",5,오류로 54-20,연립다세대
서울특별시 관악구 봉천동,912-16,YK서울대,월세,27.9,"8,276",13,남부순환로 1755,연립다세대
서울특별시 관악구 봉천동,647-134,나무그늘빌,월세,28.19,"22,000",21,봉천로23길 32,연립다세대
서울특별시 강서구 화곡동,102-137,더스위트(TheSuite),월세,23.43,0,75,강서로24길 54,연립다세대
서울특별시 강서구 화곡동,102-287,(102-287),월세,45.2,300,30,까치산로4길 85-10,연립다세대
서울특별시 강서구 화곡동,355-41,다인하우스,전세,29.96,"27,300",0,월정로24길 16-3,연립다세대
서울특별시 강서구 내발산동,699-6,다인빌,전세,84.32,"17,000",0,강서로47다길 11,연립다세대
서울특별시 강서구 내발산동,670-61,유진소르베(670-61),전세,36.3,"20,700",0,우장산로2길 21-15,연립다세대
서울특별시 금천구 시흥동,951-3,하늘채(951-3),전세,32.85,"17,000",0,시흥대로24길 16,연립다세대
서울특별시 금천구 시흥동,239-26,239-26,월세,27.5,"1,000",80,탑골로8길 8,연립다세대
서울특별시 관악구 봉천동,1691-2,동남빌라,월세,42.36,"14,000",30,남부순환로249길 22,연립다세대
서울특별시 구로구 구로동,409-38,포레스타2차,전세,23.94,"21,400",0,구로동로35나길 26,연립다세대
서울특별시 강남구 역삼동,639-19,역삼힐스101동,월세,25.17,"33,000",15,논현로97길 21,연립다세대
서울특별시 동대문구 장안동,443-6,동양캐슬,월세,35.85,"21,000",20,천호대로91길 52,연립다세대
서울특별시 광진구 자양동,231-64,와이위드미,전세,45.59,"48,000",0,아차산로44길 13-20,연립다세대
서울특별시 성북구 동소문동1가,51-4,타운힐빌딩,월세,22.14,"8,000",65,동소문로3길 36,연립다세대
서울특별시 성북구 동소문동1가,140-44,경덕하이츠빌라,전세,87.33,"28,900",0,성북로4길 27-6,연립다세대
서울특별시 성북구 동소문동1가,140-44,경덕하이츠빌라,전세,87.33,"28,900",0,성북로4길 27-6,연립다세대
서울특별시 광진구 중곡동,235-4,브라운하우스,월세,48.83,500,35,동일로 392,연립다세대
서울특별시 광진구 중곡동,96-42,대원아트빌(96-42),전세,35.26,"19,000",0,천호대로127길 41-6,연립다세대
서울특별시 용산구 원효로1가,17-30,17-30,전세,29.04,"26,000",0,백범로79다길 21,연립다세대
서울특별시 광진구 중곡동,160-10,(160-10),전세,60.59,"20,000",0,긴고랑로16길 73,연립다세대
서울특별시 강남구 청담동,12-8,청담그린빌,월세,47.95,"26,000",47,삼성로149길 15-4,연립다세대
서울특별시 동대문구 장안동,466-17,GOLDENLUCE,전세,21.66,"25,000",0,장한로2길 76,연립다세대
서울특별시 강남구 신사동,544-18,신사압구정빌,월세,32.25,"1,000",82,논현로153길 52,연립다세대
서울특별시 성북구 성북동,131-129,(131-129),월세,62.93,"5,000",160,창경궁로35다길 90,연립다세대
서울특별시 용산구 후암동,252-1,금강프라임빌,전세,41.46,"30,000",0,후암로16가길 24,연립다세대
서울특별시 강남구 대치동,916-69,(916-69),월세,26.24,"1,000",73,삼성로69길 47-4,연립다세대
서울특별시 광진구 자양동,607-21,(607-21),월세,28.58,"6,000",47,뚝섬로46길 5-7,연립다세대
서울특별시 종로구 행촌동,210-230,(210-230),월세,31.36,"1,000",40,통일로12길 40-36,연립다세대
서울특별시 중랑구 면목동,472-56,어울림홈타운5차,월세,29.99,"21,500",10,면목로44길 38,연립다세대
서울특별시 중랑구 면목동,472-56,어울림홈타운5차,월세,29.99,"21,500",10,면목로44길 38,연립다세대
서울특별시 광진구 중곡동,235-4,브라운하우스,월세,48.83,500,35,동일로 392,연립다세대
서울특별시 용산구 이태원동,260-128,남산예가A,전세,41.17,"30,000",0,소월로40길 38-6,연립다세대
서울특별시 용산구 이태원동,247-17,에어247남산,전세,26.85,"33,000",0,회나무로13가길 46-10,연립다세대
서울특별시 광진구 구의동,26-20,프레빌,전세,30.63,"13,200",0,자양로 314,연립다세대
서울특별시 광진구 중곡동,160-10,(160-10),전세,44.52,"17,600",0,긴고랑로16길 73,연립다세대
서울특별시 강남구 도곡동,948-26,아크로파크3차,전세,22.95,"22,000",0,남부순환로351길 46,연립다세대
서울특별시 강남구 역삼동,792-7,마이플레이스,월세,28.92,"32,000",7,논현로67길 46,연립다세대
서울특별시 광진구 구의동,16-1,TheHILL,전세,53.4,"35,000",0,영화사로 91,연립다세대
서울특별시 광진구 구의동,46-42,46-42,전세,43.46,"32,000",0,자양로44길 45,연립다세대
서울특별시 광진구 중곡동,257-22,(257-22),월세,59.85,"21,000",100,능동로43길 37-16,연립다세대
서울특별시 광진구 중곡동,96-42,대원아트빌(96-42),전세,35.26,"19,000",0,천호대로127길 41-6,연립다세대
서울특별시 동대문구 용두동,39-663,다솜,월세,34.84,"24,000",50,천호대로35길 32,연립다세대
서울특별시 광진구 자양동,595-9,리채,전세,36.57,"31,000",0,자양번영로2길 59-8,연립다세대
서울특별시 광진구 자양동,52-98,루시드자양102,월세,26.89,"26,000",5,능동로3나길 7,연립다세대
서울특별시 광진구 화양동,20-33,예가,월세,22.48,"12,000",25,광나루로14길 22,연립다세대
서울특별시 광진구 자양동,646-9,피오니,전세,24.88,"30,000",0,뚝섬로52라길 60,연립다세대
서울특별시 광진구 자양동,667-2,광양아트빌라트,전세,80.98,"44,000",0,뚝섬로58길 64-1,연립다세대
