시군구,번지,전월세구분,계약면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 강서구 화곡동,1**,전세,47.0,"12,000",0,까치산로4길,단독다가구
서울특별시 강서구 화곡동,9**,월세,20.0,300,40,까치산로24길,단독다가구
서울특별시 강서구 화곡동,9**,전세,51.58,"7,000",0,강서로5나길,단독다가구
서울특별시 강서구 화곡동,4**,전세,49.6,"12,000",0,초록마을로30길,단독다가구
서울특별시 구로구 구로동,4**,전세,12.0,"2,000",0,구로동로40가길,단독다가구
서울특별시 은평구 갈현동,4**,월세,85.95,"5,000",115,연서로29길,단독다가구
서울특별시 강북구 수유동,1**,월세,30.0,300,40,한천로,단독다가구
서울특별시 서대문구 창천동,9*,전세,23.14,"14,000",0,신촌로7길,단독다가구
서울특별시 노원구 공릉동,5**,월세,13.0,"5,000",15,섬밭로,단독다가구
서울특별시 강북구 우이동,1**,월세,48.0,"5,000",30,삼양로163길,단독다가구
서울특별시 은평구 증산동,1**,전세,81.65,"17,300",0,증산로1길,단독다가구
서울특별시 서대문구 창천동,1*,월세,29.4,500,65,연세로2다길,단독다가구
서울특별시 은평구 역촌동,3*,월세,43.0,"2,000",65,연서로2길,단독다가구
서울특별시 강북구 수유동,3**,월세,20.0,200,20,삼양로117길,단독다가구
서울특별시 도봉구 도봉동,6**,월세,58.8,"3,000",65,도당로29길,단독다가구
서울특별시 서대문구 남가좌동,3**,월세,56.56,"1,000",68,증가로4길,단독다가구
서울특별시 마포구 마포동,3**,월세,19.7,"1,000",43,마포대로4나길,단독다가구
서울특별시 서대문구 홍은동,*,월세,39.0,"1,000",60,홍지문길,단독다가구
서울특별시 은평구 역촌동,2*,월세,20.0,"9,000",13,진흥로7가길,단독다가구
서울특별시 서대문구 남가좌동,3**,월세,56.56,"1,000",70,증가로4길,단독다가구
서울특별시 노원구 하계동,7*,월세,18.0,500,45,공릉로,단독다가구
서울특별시 서대문구 북가좌동,3**,월세,50.0,"2,000",80,거북골로18길,단독다가구
서울특별시 도봉구 방학동,4**,월세,42.63,"5,000",40,시루봉로15길,단독다가구
서울특별시 마포구 동교동,1**,월세,25.0,"2,000",55,월드컵북로2길,단독다가구
서울특별시 마포구 서교동,4**,월세,20.0,"1,000",50,동교로15길,단독다가구
서울특별시 은평구 녹번동,1**,월세,22.0,"1,000",50,녹번로3길,단독다가구
서울특별시 마포구 서교동,4**,월세,20.0,"1,000",50,동교로15길,단독다가구
서울특별시 서대문구 홍제동,3**,전세,21.0,"10,000",0,세검정로3길,단독다가구
서울특별시 은평구 역촌동,3*,월세,38.0,"1,000",60,진흥로1가길,단독다가구
서울특별시 강북구 수유동,1**,월세,42.56,"1,500",33,한천로144길,단독다가구
서울특별시 노원구 공릉동,5**,월세,16.0,"1,000",40,동일로182길,단독다가구
서울특별시 서대문구 천연동,8*,전세,35.0,"17,000",0,독립문로8길,단독다가구
서울특별시 마포구 망원동,4**,전세,67.25,"19,300",0,희우정로,단독다가구
서울특별시 노원구 공릉동,3**,월세,19.0,"3,000",20,공릉로33길,단독다가구
서울특별시 강북구 번동,4**,월세,68.4,"2,000",90,도봉로96다길,단독다가구
서울특별시 강북구 수유동,1**,월세,16.0,200,50,한천로150길,단독다가구
서울특별시 은평구 응암동,7*,월세,10.0,0,40,은평로,단독다가구
서울특별시 강북구 수유동,2**,전세,106.0,"4,500",0,삼양로123길,단독다가구
서울특별시 마포구 합정동,4**,월세,31.0,500,70,동교로,단독다가구
서울특별시 노원구 상계동,3**,전세,51.91,"10,500",0,한글비석로29길,단독다가구
서울특별시 도봉구 창동,5**,월세,36.0,"1,000",50,덕릉로58길,단독다가구
서울특별시 도봉구 창동,6**,월세,125.58,"5,000",70,도봉로106길,단독다가구
서울특별시 강북구 수유동,5**,월세,42.0,500,45,4.19로21길,단독다가구
서울특별시 강북구 수유동,4**,월세,55.02,"10,000",30,삼양로81길,단독다가구
서울특별시 마포구 신수동,2**,월세,29.63,"1,000",60,독막로32길,단독다가구
서울특별시 마포구 망원동,5*,월세,63.21,"24,000",30,월드컵로17길,단독다가구
서울특별시 노원구 월계동,2**,월세,16.0,500,40,초안산로2길,단독다가구
서울특별시 마포구 염리동,1*,전세,14.14,"12,000",0,대흥로24길,단독다가구
서울특별시 서대문구 연희동,3**,월세,24.0,"3,000",70,성산로17길,단독다가구
서울특별시 은평구 갈현동,5**,월세,42.2,500,40,갈현로25길,단독다가구
서울특별시 강북구 미아동,7**,월세,30.0,"1,000",65,삼양로38길,단독다가구
서울특별시 은평구 불광동,4**,전세,37.0,"12,000",0,연서로37가길,단독다가구
서울특별시 서대문구 연희동,3**,월세,50.76,"1,000",60,성산로18길,단독다가구
서울특별시 서대문구 연희동,3**,전세,22.72,"10,000",0,연희로6길,단독다가구
서울특별시 서대문구 남가좌동,3**,전세,53.0,"12,000",0,가재울로2길,단독다가구
서울특별시 강북구 미아동,4**,월세,50.0,"1,000",45,솔샘로64가길,단독다가구
서울특별시 서대문구 북아현동,2**,월세,33.06,"1,000",75,신촌로29가길,단독다가구
서울특별시 서대문구 북아현동,1**,월세,39.0,500,61,북아현로4가길,단독다가구
서울특별시 서대문구 남가좌동,*,월세,40.0,"12,000",20,명지대길,단독다가구
서울특별시 도봉구 방학동,6**,월세,155.96,500,25,도봉로153길,단독다가구
서울특별시 마포구 망원동,4**,전세,67.25,"19,300",0,희우정로,단독다가구
서울특별시 성북구 석관동,1**,전세,33.0,"15,000",0,한천로74길,단독다가구
서울특별시 광진구 화양동,1*,월세,30.0,"1,000",80,동일로28길,단독다가구
서울특별시 성북구 삼선동1가,2**,월세,60.69,"1,000",30,삼선교로4길,단독다가구
서울특별시 광진구 군자동,6*,월세,47.7,"1,500",80,동일로56라길,단독다가구
서울특별시 광진구 군자동,1**,월세,33.0,"3,000",80,동일로50길,단독다가구
서울특별시 광진구 군자동,4*,월세,47.0,"7,500",65,면목로,단독다가구
서울특별시 성북구 정릉동,2**,월세,22.0,500,36,보국문로18가길,단독다가구
서울특별시 성북구 하월곡동,9*,전세,33.75,"6,500",0,오패산로3가길,단독다가구
서울특별시 성북구 하월곡동,9*,전세,33.75,"6,500",0,오패산로3가길,단독다가구
서울특별시 성북구 삼선동1가,2**,월세,26.0,"4,000",30,삼선교로10나길,단독다가구
서울특별시 광진구 화양동,1*,월세,21.0,500,47,아차산로31길,단독다가구
서울특별시 광진구 화양동,3*,전세,19.0,"18,000",0,아차산로29길,단독다가구
서울특별시 성북구 상월곡동,2*,월세,27.0,500,30,장월로2길,단독다가구
서울특별시 동대문구 장안동,3**,월세,30.0,"5,000",55,답십리로72길,단독다가구
서울특별시 중랑구 묵동,7*,월세,14.0,500,35,공릉로12나길,단독다가구
서울특별시 동대문구 용두동,1**,월세,23.14,"1,000",50,무학로42길,단독다가구
서울특별시 성북구 동소문동6가,2**,월세,25.0,"2,000",35,동소문로15길,단독다가구
서울특별시 성북구 보문동2가,1**,월세,10.0,500,35,지봉로24길,단독다가구
서울특별시 성북구 종암동,3*,월세,15.0,200,35,종암로5길,단독다가구
서울특별시 동대문구 휘경동,3**,월세,25.0,200,40,서울시립대로29나길,단독다가구
서울특별시 동대문구 휘경동,2**,월세,19.83,500,65,망우로18가길,단독다가구
서울특별시 동대문구 휘경동,2**,월세,19.0,500,55,망우로14가길,단독다가구
서울특별시 동대문구 회기동,6*,월세,30.0,500,87,회기로,단독다가구
서울특별시 동대문구 회기동,1**,월세,20.0,500,60,경희대로1나길,단독다가구
서울특별시 동대문구 회기동,1**,월세,30.0,"1,000",85,회기로12길,단독다가구
서울특별시 중랑구 면목동,2*,전세,35.7,"5,000",0,겸재로64길,단독다가구
서울특별시 중랑구 면목동,3**,월세,21.76,300,37,답십리로77가길,단독다가구
서울특별시 중랑구 신내동,2**,전세,45.36,"26,000",0,용마산로139다길,단독다가구
서울특별시 동대문구 용두동,1**,월세,18.15,"1,500",48,왕산로19길,단독다가구
서울특별시 중랑구 신내동,3**,월세,41.61,"5,000",50,봉화산로,단독다가구
서울특별시 중랑구 면목동,9*,월세,19.0,350,32,면목로76길,단독다가구
서울특별시 중랑구 면목동,*,월세,30.0,500,30,용마산로96길,단독다가구
서울특별시 중랑구 면목동,4**,월세,32.0,500,40,면목로44다길,단독다가구
서울특별시 중랑구 면목동,6*,전세,25.0,"2,000",0,용마산로81길,단독다가구
서울특별시 중랑구 면목동,1**,월세,69.09,"5,000",80,사가정로39길,단독다가구
서울특별시 중랑구 면목동,2**,월세,25.0,"5,000",60,면목로84가길,단독다가구
서울특별시 동대문구 용두동,3*,월세,31.36,"6,000",10,천호대로45길,단독다가구
서울특별시 동대문구 청량리동,2**,전세,18.2,"2,000",0,제기로21길,단독다가구
서울특별시 성북구 동선동5가,1**,월세,59.4,"19,000",17,동소문로23길,단독다가구
서울특별시 중랑구 중화동,2**,월세,67.38,"16,000",15,중랑역로14길,단독다가구
서울특별시 중랑구 중화동,3**,월세,69.12,"5,000",80,동일로123길,단독다가구
서울특별시 동대문구 이문동,3**,월세,17.0,500,57,이문로19길,단독다가구
서울특별시 중랑구 중화동,3**,월세,63.05,"3,000",90,중랑천로20길,단독다가구
서울특별시 동대문구 용두동,1**,월세,72.81,"7,000",70,왕산로22길,단독다가구
서울특별시 동대문구 이문동,1**,월세,49.12,"10,000",45,이문로38길,단독다가구
서울특별시 동대문구 이문동,3**,월세,16.5,500,62,이문로19길,단독다가구
서울특별시 동대문구 이문동,3**,월세,18.0,300,45,이문로13길,단독다가구
서울특별시 동대문구 이문동,2**,월세,51.24,"8,500",26,신이문로4길,단독다가구
서울특별시 동대문구 답십리동,2*,월세,35.76,"1,000",60,답십리로48다길,단독다가구
서울특별시 동대문구 답십리동,1*,월세,60.0,"2,000",135,한천로11길,단독다가구
서울특별시 중랑구 중화동,3**,월세,83.34,"1,000",30,중랑역로9길,단독다가구
서울특별시 중랑구 중화동,3**,월세,33.1,"2,000",37,동일로139다길,단독다가구
서울특별시 성북구 석관동,2**,월세,13.2,500,40,돌곶이로3길,단독다가구
서울특별시 성북구 석관동,1**,전세,47.0,"16,000",0,화랑로40길,단독다가구
서울특별시 성북구 하월곡동,8*,월세,30.0,300,30,오패산로17길,단독다가구
서울특별시 광진구 군자동,4**,월세,65.0,"5,000",100,동일로60길,단독다가구
서울특별시 광진구 군자동,*,월세,26.4,500,35,면목로5길,단독다가구
서울특별시 광진구 군자동,1**,월세,20.0,500,60,면목로1길,단독다가구
서울특별시 성북구 하월곡동,8*,월세,35.88,"5,000",35,오패산로17길,단독다가구
서울특별시 성북구 정릉동,2*,전세,79.44,"14,700",0,동소문로35길,단독다가구
서울특별시 중랑구 망우동,4**,월세,35.0,"3,000",12,용마산로100길,단독다가구
서울특별시 중랑구 망우동,4**,월세,40.0,"8,000",30,용마공원로4길,단독다가구
서울특별시 동대문구 전농동,2**,월세,13.2,500,15,전농로19길,단독다가구
서울특별시 동대문구 전농동,2**,월세,25.0,300,30,전농로29길,단독다가구
서울특별시 중랑구 면목동,3**,월세,20.0,"2,000",45,면목로68길,단독다가구
서울특별시 중랑구 면목동,6**,월세,47.0,"5,000",50,사가정로46길,단독다가구
서울특별시 중랑구 면목동,1*,전세,67.24,"15,000",0,용마산로94길,단독다가구
서울특별시 중랑구 면목동,5**,전세,26.0,"9,000",0,면목로63길,단독다가구
서울특별시 중랑구 면목동,7*,전세,48.97,"13,000",0,겸재로50가길,단독다가구
서울특별시 중랑구 면목동,8*,월세,58.61,"12,000",40,상봉로19길,단독다가구
서울특별시 중랑구 면목동,1*,월세,32.8,"1,000",60,용마산로94길,단독다가구
서울특별시 중랑구 망우동,1**,월세,33.0,"11,000",5,망우로72가길,단독다가구
서울특별시 중랑구 망우동,4**,월세,40.0,"8,000",30,용마공원로4길,단독다가구
서울특별시 동대문구 장안동,3**,월세,20.0,"3,000",50,답십리로69길,단독다가구
서울특별시 중랑구 망우동,4**,월세,57.0,"12,000",30,용마산로96길,단독다가구
서울특별시 중랑구 망우동,3**,전세,51.45,"11,000",0,망우로73길,단독다가구
서울특별시 광진구 화양동,1*,월세,16.5,"1,000",55,동일로24길,단독다가구
서울특별시 광진구 화양동,1**,월세,30.0,500,45,능동로17길,단독다가구
서울특별시 동대문구 전농동,5**,월세,60.68,"4,000",60,답십리로23길,단독다가구
서울특별시 동대문구 전농동,2**,월세,34.41,"1,000",70,답십리로23나길,단독다가구
서울특별시 동대문구 전농동,*,월세,214.8,"1,000",40,한천로43길,단독다가구
서울특별시 성북구 하월곡동,3*,월세,18.18,"1,000",55,화랑로,단독다가구
서울특별시 광진구 화양동,3*,전세,40.0,"18,000",0,아차산로25길,단독다가구
서울특별시 중랑구 묵동,2**,월세,40.25,500,40,중랑역로,단독다가구
서울특별시 성북구 장위동,6*,월세,34.0,"6,000",55,장월로8가길,단독다가구
서울특별시 중랑구 묵동,1**,월세,36.9,"11,000",15,숙선옹주로5길,단독다가구
서울특별시 광진구 화양동,4*,월세,16.0,500,57,아차산로27길,단독다가구
서울특별시 광진구 화양동,4*,전세,69.12,"45,000",0,아차산로,단독다가구
서울특별시 광진구 화양동,3*,월세,45.0,"1,000",130,아차산로23길,단독다가구
서울특별시 성북구 성북동,2**,전세,40.03,"30,000",0,성북로27길,단독다가구
서울특별시 동대문구 장안동,2**,월세,35.0,500,37,천호대로77길,단독다가구
서울특별시 동대문구 장안동,4**,월세,80.34,"5,000",80,한천로14길,단독다가구
서울특별시 동대문구 휘경동,1**,월세,26.0,400,45,회기로29길,단독다가구
서울특별시 중랑구 묵동,2**,전세,78.27,"20,000",0,동일로157나길,단독다가구
서울특별시 동대문구 휘경동,1**,월세,15.0,500,40,회기로29길,단독다가구
서울특별시 중랑구 묵동,2**,월세,35.0,"11,000",45,중랑역로,단독다가구
서울특별시 중랑구 망우동,3**,월세,27.0,200,30,용마산로114길,단독다가구
서울특별시 성북구 상월곡동,5*,월세,56.25,"1,000",80,장월로1길,단독다가구
서울특별시 성북구 상월곡동,5*,월세,15.0,500,25,화랑로17길,단독다가구
서울특별시 성북구 장위동,5*,전세,50.39,"12,000",0,돌곶이로28길,단독다가구
서울특별시 동대문구 제기동,7**,월세,97.47,"3,000",160,경동시장로,단독다가구
서울특별시 광진구 화양동,*,월세,12.0,300,38,아차산로31길,단독다가구
서울특별시 동대문구 제기동,6**,전세,58.82,"30,000",0,경동시장로14길,단독다가구
서울특별시 동대문구 용두동,2*,월세,21.4,"3,000",50,왕산로28길,단독다가구
서울특별시 동대문구 답십리동,1*,월세,23.0,500,50,한천로,단독다가구
서울특별시 동대문구 제기동,1**,월세,19.8,500,65,안암로22길,단독다가구
서울특별시 동대문구 제기동,2**,전세,23.5,"15,000",0,약령시로5길,단독다가구
서울특별시 중랑구 망우동,5**,월세,36.52,"1,000",50,상봉로28길,단독다가구
서울특별시 성북구 장위동,6*,월세,27.0,300,25,화랑로33가길,단독다가구
서울특별시 중랑구 중화동,3**,월세,34.0,500,35,중랑역로3나길,단독다가구
서울특별시 중랑구 중화동,3**,월세,33.0,"1,000",50,중랑역로,단독다가구
서울특별시 중랑구 중화동,3**,월세,40.0,300,33,동일로123가길,단독다가구
서울특별시 송파구 석촌동,1*,월세,26.0,"2,000",65,백제고분로33길,단독다가구
서울특별시 강동구 고덕동,1**,월세,18.47,500,35,상일로23길,단독다가구
서울특별시 강동구 천호동,2**,전세,29.72,"7,500",0,구천면로35길,단독다가구
서울특별시 강동구 천호동,1**,월세,34.48,"1,000",40,진황도로27라길,단독다가구
서울특별시 강동구 천호동,3**,월세,33.0,"4,000",25,천중로16길,단독다가구
서울특별시 강동구 천호동,3**,월세,19.83,500,35,천중로3길,단독다가구
서울특별시 강동구 천호동,1*,월세,48.0,"1,365",43,구천면로68나길,단독다가구
서울특별시 송파구 마천동,3**,월세,196.86,500,40,성내천로43길,단독다가구
서울특별시 송파구 오금동,1**,월세,16.5,500,27,문정로,단독다가구
서울특별시 송파구 오금동,1**,월세,16.5,500,43,동남로,단독다가구
서울특별시 강동구 천호동,2**,월세,19.6,500,48,천중로26길,단독다가구
서울특별시 송파구 삼전동,2*,월세,22.0,500,45,백제고분로23길,단독다가구
서울특별시 송파구 거여동,*,전세,39.12,"13,000",0,성내천로20길,단독다가구
서울특별시 송파구 삼전동,3*,월세,46.23,"1,451",18,삼전로4길,단독다가구
서울특별시 강동구 길동,3**,월세,55.0,"20,000",10,양재대로124길,단독다가구
서울특별시 강동구 성내동,2**,월세,35.0,"2,000",55,풍성로41길,단독다가구
서울특별시 강동구 천호동,1**,월세,22.0,500,55,성안로27길,단독다가구
서울특별시 강동구 천호동,2*,전세,25.0,"8,000",0,상암로27가길,단독다가구
서울특별시 강동구 성내동,4**,월세,49.59,"1,300",65,강동대로53길,단독다가구
서울특별시 강동구 성내동,4**,월세,46.9,"3,000",80,양재대로97길,단독다가구
서울특별시 강동구 성내동,1**,월세,29.16,"1,000",75,천호옛10길,단독다가구
서울특별시 송파구 풍납동,8*,월세,66.73,500,45,바람드리5길,단독다가구
서울특별시 강동구 고덕동,1**,월세,24.0,500,40,상일로25길,단독다가구
서울특별시 송파구 풍납동,2**,월세,34.08,"3,000",40,토성로6길,단독다가구
서울특별시 강동구 성내동,4**,전세,48.68,"18,000",0,양재대로89길,단독다가구
서울특별시 송파구 풍납동,2**,월세,16.5,300,35,풍성로6길,단독다가구
서울특별시 송파구 마천동,3**,전세,39.9,"12,000",0,성내천로49길,단독다가구
서울특별시 송파구 방이동,1**,월세,46.28,"3,000",75,가락로40길,단독다가구
서울특별시 송파구 풍납동,4**,월세,38.28,500,65,올림픽로55길,단독다가구
서울특별시 강동구 암사동,4**,월세,51.21,"1,000",50,암사길,단독다가구
서울특별시 강동구 암사동,4**,월세,25.0,"1,000",30,고덕로20다길,단독다가구
서울특별시 강동구 암사동,4**,월세,35.0,500,60,암사길,단독다가구
서울특별시 강동구 암사동,4**,월세,248.18,"3,000",35,암사5길,단독다가구
서울특별시 강동구 둔촌동,4**,월세,16.74,"1,000",47,진황도로,단독다가구
서울특별시 강동구 둔촌동,4**,전세,244.8,"15,300",0,천호대로188길,단독다가구
서울특별시 송파구 석촌동,1*,월세,26.63,"2,000",65,백제고분로33길,단독다가구
서울특별시 송파구 마천동,1**,전세,20.0,"4,500",0,성내천로42길,단독다가구
서울특별시 송파구 석촌동,2**,월세,26.4,"5,000",55,가락로11길,단독다가구
서울특별시 관악구 신림동,1***,월세,23.0,"3,000",68,신림로17길,단독다가구
서울특별시 관악구 봉천동,4*,월세,33.0,"6,000",60,은천로36길,단독다가구
서울특별시 동작구 상도1동,4**,월세,18.0,"1,000",58,상도로39길,단독다가구
서울특별시 관악구 신림동,1***,월세,18.0,100,44,호암로24가길,단독다가구
서울특별시 관악구 신림동,1***,월세,11.23,200,54,문성로27길,단독다가구
서울특별시 관악구 신림동,1**,월세,17.0,"1,000",33,서림9길,단독다가구
서울특별시 관악구 신림동,5**,월세,28.71,500,40,법원단지5길,단독다가구
서울특별시 관악구 신림동,1**,월세,16.5,500,44,서림11가길,단독다가구
서울특별시 동작구 흑석동,2**,월세,15.0,"2,000",62,흑석로6나길,단독다가구
서울특별시 동작구 흑석동,1**,월세,10.0,300,50,흑석로,단독다가구
서울특별시 서초구 반포동,8*,월세,20.0,"2,000",70,동광로43길,단독다가구
서울특별시 관악구 신림동,1***,월세,20.0,500,45,관천로22길,단독다가구
서울특별시 관악구 신림동,5**,월세,20.0,"1,000",45,조원로12길,단독다가구
서울특별시 관악구 신림동,4**,전세,21.0,"4,500",0,문성로40길,단독다가구
서울특별시 관악구 신림동,1***,월세,16.0,200,34,신원로1길,단독다가구
서울특별시 관악구 신림동,6**,월세,29.7,500,60,난곡로34나길,단독다가구
서울특별시 관악구 신림동,1***,월세,25.0,"8,000",35,신원로1길,단독다가구
서울특별시 관악구 신림동,1***,월세,19.5,500,35,조원로10길,단독다가구
서울특별시 관악구 신림동,1***,월세,20.0,"2,000",62,시흥대로166길,단독다가구
서울특별시 서초구 반포동,7**,월세,47.2,"10,000",52,주흥17길,단독다가구
서울특별시 송파구 잠실동,3**,월세,26.0,500,49,백제고분로18길,단독다가구
서울특별시 관악구 봉천동,1**,월세,17.0,"1,000",55,남부순환로241길,단독다가구
서울특별시 관악구 봉천동,2**,월세,18.0,"3,000",50,남부순환로240길,단독다가구
서울특별시 관악구 남현동,1***,월세,18.0,500,50,남현2길,단독다가구
서울특별시 관악구 남현동,1***,월세,31.7,"1,000",60,남부순환로256라길,단독다가구
서울특별시 관악구 신림동,9*,전세,18.0,"4,500",0,신림로,단독다가구
서울특별시 관악구 봉천동,8**,월세,36.0,"1,000",113,봉천로43길,단독다가구
서울특별시 관악구 봉천동,6**,월세,36.0,"1,000",100,봉천로13나길,단독다가구
서울특별시 관악구 봉천동,1***,전세,22.43,"7,500",0,봉천로53길,단독다가구
서울특별시 관악구 봉천동,1***,월세,19.0,200,50,장군봉9길,단독다가구
서울특별시 관악구 봉천동,1***,월세,18.0,500,40,남부순환로230길,단독다가구
서울특별시 관악구 봉천동,1**,월세,12.0,500,41,낙성대역16길,단독다가구
서울특별시 관악구 신림동,1***,전세,59.82,"25,000",0,관천로10길,단독다가구
서울특별시 관악구 신림동,1**,월세,14.0,300,45,서림11길,단독다가구
서울특별시 서초구 서초동,1***,월세,28.2,"1,000",52,서리풀길,단독다가구
서울특별시 동작구 사당동,4**,전세,19.8,"12,000",0,남부순환로269길,단독다가구
서울특별시 동작구 사당동,2**,월세,12.0,30,43,사당로17라길,단독다가구
서울특별시 동작구 사당동,2**,월세,52.74,"17,850",15,사당로16마길,단독다가구
서울특별시 동작구 사당동,3**,전세,63.21,"33,600",0,사당로16길,단독다가구
서울특별시 동작구 사당동,4**,전세,19.8,"12,000",0,남부순환로269길,단독다가구
서울특별시 동작구 사당동,4**,전세,71.13,"50,000",0,사당로20아길,단독다가구
서울특별시 동작구 사당동,1***,월세,46.22,"13,000",35,사당로26길,단독다가구
서울특별시 동작구 사당동,3**,전세,63.21,"33,600",0,사당로16길,단독다가구
서울특별시 동작구 사당동,1***,전세,19.5,"12,000",0,사당로26길,단독다가구
서울특별시 동작구 사당동,3**,전세,63.21,"33,600",0,사당로16길,단독다가구
서울특별시 서초구 반포동,5**,월세,35.0,"2,000",94,반포대로39길,단독다가구
서울특별시 서초구 반포동,7**,월세,50.0,"2,000",77,주흥길,단독다가구
서울특별시 서초구 반포동,5**,월세,35.0,"2,000",100,반포대로39길,단독다가구
서울특별시 관악구 신림동,1***,전세,59.82,"25,000",0,관천로10길,단독다가구
서울특별시 관악구 신림동,3**,월세,29.81,150,20,양지8길,단독다가구
서울특별시 관악구 신림동,1***,월세,59.82,"25,000",5,관천로10길,단독다가구
서울특별시 동작구 신대방동,6**,월세,16.0,200,30,대림로,단독다가구
서울특별시 동작구 신대방동,3**,월세,18.0,500,45,여의대방로22바길,단독다가구
서울특별시 동작구 신대방동,6**,월세,30.0,500,50,신대방3길,단독다가구
서울특별시 동작구 신대방동,6**,월세,18.0,"2,000",59,신대방11길,단독다가구
서울특별시 동작구 신대방동,6**,월세,42.0,"8,000",50,신대방3길,단독다가구
서울특별시 관악구 신림동,5**,월세,33.0,"3,000",50,남부순환로151길,단독다가구
서울특별시 서초구 방배동,9**,월세,55.0,"2,000",61,효령로25길,단독다가구
서울특별시 서초구 방배동,9**,월세,83.51,"45,000",3,효령로25길,단독다가구
서울특별시 관악구 봉천동,1***,월세,59.34,500,80,남부순환로228길,단독다가구
서울특별시 서초구 방배동,4**,월세,52.13,"15,000",60,청두곶길,단독다가구
서울특별시 서초구 방배동,9**,월세,23.1,500,50,효령로23길,단독다가구
서울특별시 서초구 방배동,3**,월세,38.21,"5,000",130,방배로23길,단독다가구
서울특별시 서초구 방배동,7**,월세,80.77,"23,000",90,동광로3길,단독다가구
서울특별시 서초구 방배동,9**,월세,83.51,"45,000",3,효령로25길,단독다가구
서울특별시 관악구 신림동,9*,월세,39.6,"2,000",30,쑥고개로3길,단독다가구
서울특별시 관악구 신림동,4**,월세,14.06,"3,000",40,신사로12길,단독다가구
서울특별시 관악구 신림동,9*,월세,57.0,"1,000",60,쑥고개로1길,단독다가구
서울특별시 관악구 신림동,1***,전세,20.2,"9,000",0,남부순환로,단독다가구
서울특별시 관악구 봉천동,1***,월세,42.9,"2,000",85,봉천로58길,단독다가구
서울특별시 종로구 명륜3가,1**,월세,21.0,500,67,성균관로1길,단독다가구
서울특별시 성동구 금호동4가,1***,전세,45.93,"35,000",0,동호로2나길,단독다가구
서울특별시 광진구 중곡동,8*,월세,24.0,"5,000",60,용마산로2길,단독다가구
서울특별시 종로구 창신동,2*,월세,162.35,300,40,창신6가길,단독다가구
서울특별시 강남구 논현동,2*,월세,30.0,"1,000",82,강남대로146길,단독다가구
서울특별시 용산구 용산동2가,4*,월세,59.1,"1,000",130,신흥로3길,단독다가구
서울특별시 강남구 논현동,1**,전세,44.88,"18,000",0,논현로123길,단독다가구
서울특별시 강남구 논현동,1**,월세,19.8,500,55,봉은사로25길,단독다가구
서울특별시 강남구 삼성동,2*,전세,19.75,"10,000",0,봉은사로67길,단독다가구
서울특별시 강남구 논현동,1**,월세,19.8,500,55,봉은사로25길,단독다가구
서울특별시 강남구 논현동,1**,월세,27.28,500,60,강남대로126길,단독다가구
서울특별시 강남구 논현동,2**,월세,53.34,"5,000",100,논현로124길,단독다가구
서울특별시 성동구 마장동,3**,월세,33.8,50,32,마장로40길,단독다가구
서울특별시 성동구 송정동,6*,월세,26.0,"3,000",65,송정길,단독다가구
서울특별시 용산구 용산동2가,*,월세,58.0,"3,000",75,두텁바위로38길,단독다가구
서울특별시 강남구 대치동,9**,월세,28.0,0,33,선릉로68길,단독다가구
서울특별시 강남구 대치동,9**,월세,37.3,"3,000",140,삼성로63길,단독다가구
서울특별시 용산구 이태원동,4**,전세,51.11,"5,000",0,녹사평대로40가길,단독다가구
서울특별시 용산구 원효로1가,3*,월세,15.0,90,10,원효로89길,단독다가구
서울특별시 광진구 자양동,4*,월세,56.34,200,33,동일로10다길,단독다가구
서울특별시 성동구 송정동,6*,전세,22.74,"6,600",0,송정길,단독다가구
서울특별시 종로구 숭인동,1***,월세,148.31,500,40,숭인동길,단독다가구
서울특별시 강남구 율현동,3**,전세,59.5,"17,000",0,밤고개로24길,단독다가구
서울특별시 중구 신당동,1**,월세,145.54,"2,000",65,퇴계로90길,단독다가구
서울특별시 성동구 도선동,2**,전세,46.0,"20,000",0,무학로2길,단독다가구
서울특별시 중구 신당동,3**,월세,31.38,"3,500",80,다산로27길,단독다가구
서울특별시 중구 신당동,1**,월세,49.5,"2,000",75,퇴계로88가길,단독다가구
서울특별시 성동구 금호동3가,1***,전세,39.0,"8,500",0,금호산길,단독다가구
서울특별시 성동구 행당동,3*,월세,18.0,500,40,살곶이4길,단독다가구
서울특별시 성동구 행당동,*,월세,21.0,"1,000",70,마조로7길,단독다가구
서울특별시 강남구 신사동,5**,월세,42.9,"12,000",10,논현로175길,단독다가구
서울특별시 강남구 청담동,2*,월세,33.03,"2,000",95,학동로59길,단독다가구
서울특별시 용산구 이태원동,3**,월세,52.8,"17,000",40,녹사평대로40나길,단독다가구
서울특별시 강남구 세곡동,3**,월세,52.68,"20,500",75,헌릉로571길,단독다가구
서울특별시 용산구 후암동,4**,월세,29.97,"1,000",60,신흥로20길,단독다가구
서울특별시 용산구 후암동,2**,월세,124.29,0,240,두텁바위로25길,단독다가구
서울특별시 성동구 성수동1가,6**,월세,29.98,"2,000",155,왕십리로14길,단독다가구
서울특별시 용산구 갈월동,4*,월세,84.3,"3,000",130,한강대로96길,단독다가구
서울특별시 성동구 옥수동,2**,월세,44.6,"5,000",80,한림말길,단독다가구
서울특별시 광진구 구의동,2**,월세,18.0,500,30,자양로30길,단독다가구
