시군구,번지,전월세구분,계약면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 강서구 화곡동,1***,월세,35.0,"5,000",45,화곡로24길,단독다가구
서울특별시 강서구 공항동,1*,월세,14.0,500,40,공항대로7나길,단독다가구
서울특별시 동작구 노량진동,1**,월세,18.0,300,43,만양로16길,단독다가구
서울특별시 동작구 노량진동,2**,월세,21.0,500,40,장승배기로27길,단독다가구
서울특별시 동작구 상도동,2**,월세,19.0,"1,500",55,성대로29길,단독다가구
서울특별시 금천구 가산동,8*,월세,20.0,200,43,벚꽃로38길,단독다가구
서울특별시 금천구 가산동,1**,월세,14.0,200,29,남부순환로,단독다가구
서울특별시 강서구 화곡동,9**,월세,30.5,"1,000",30,월정로,단독다가구
서울특별시 강서구 염창동,2**,월세,29.33,"1,000",78,공항대로65가길,단독다가구
서울특별시 동작구 노량진동,2**,월세,17.0,200,40,만양로12가길,단독다가구
서울특별시 동작구 상도동,5*,월세,16.0,500,45,상도로47바길,단독다가구
서울특별시 구로구 고척동,2**,월세,33.0,"1,000",40,고척로35길,단독다가구
서울특별시 구로구 고척동,2**,전세,47.82,"10,000",0,고척로39길,단독다가구
서울특별시 강서구 화곡동,7**,월세,33.38,"1,000",40,등촌로5길,단독다가구
서울특별시 구로구 가리봉동,1**,월세,21.16,"5,000",54,남부순환로105가길,단독다가구
서울특별시 동작구 노량진동,8*,월세,18.9,500,63,노량진로14나길,단독다가구
서울특별시 양천구 신정동,1***,전세,51.45,"16,000",0,중앙로29길,단독다가구
서울특별시 양천구 신정동,9**,전세,49.84,"14,400",0,오목로38길,단독다가구
서울특별시 영등포구 신길동,4***,전세,71.41,"11,000",0,신길로42길,단독다가구
서울특별시 구로구 가리봉동,1**,월세,21.0,"1,000",54,남부순환로105가길,단독다가구
서울특별시 동작구 상도1동,3**,월세,17.0,500,45,상도로43길,단독다가구
서울특별시 동작구 노량진동,2**,월세,15.0,200,31,노량진로6길,단독다가구
서울특별시 구로구 가리봉동,1**,월세,65.4,100,27,우마길,단독다가구
서울특별시 동작구 상도1동,4**,월세,69.35,"18,000",30,상도로47라길,단독다가구
서울특별시 영등포구 신길동,4***,전세,20.0,"11,000",0,여의대방로9가길,단독다가구
서울특별시 영등포구 대림동,9**,월세,25.0,"3,000",70,시흥대로187길,단독다가구
서울특별시 영등포구 대림동,9**,전세,20.0,"14,000",0,시흥대로187길,단독다가구
서울특별시 관악구 봉천동,1***,월세,23.0,"3,000",63,인헌11길,단독다가구
서울특별시 관악구 봉천동,1*,전세,15.0,"8,000",0,청림2길,단독다가구
서울특별시 서초구 방배동,4**,월세,50.4,"5,000",80,방배천로18길,단독다가구
서울특별시 서초구 방배동,7**,전세,99.98,"60,000",0,동광로7길,단독다가구
서울특별시 서초구 방배동,2***,전세,199.8,"63,900",0,전원말안13길,단독다가구
서울특별시 관악구 신림동,1*,전세,19.0,"12,000",0,남부순환로182길,단독다가구
서울특별시 관악구 신림동,1**,월세,17.0,300,40,서림9길,단독다가구
서울특별시 관악구 봉천동,1***,월세,20.0,"1,000",50,관악로12길,단독다가구
서울특별시 동작구 대방동,3**,월세,19.0,500,50,대방동2길,단독다가구
서울특별시 동작구 대방동,1*,월세,16.5,"1,000",35,여의대방로36길,단독다가구
서울특별시 동작구 대방동,2*,월세,16.5,500,51,여의대방로36길,단독다가구
서울특별시 동작구 대방동,3**,월세,19.0,"1,000",50,노량진로,단독다가구
서울특별시 동작구 신대방동,6**,월세,16.1,200,20,신대방2가길,단독다가구
서울특별시 동작구 신대방동,3**,월세,27.27,"1,000",50,보라매로9길,단독다가구
서울특별시 동작구 신대방동,5**,월세,30.0,"1,000",50,신대방16라길,단독다가구
서울특별시 동작구 신대방동,6**,월세,15.0,300,35,신대방1길,단독다가구
서울특별시 동작구 신대방동,6**,월세,16.0,300,31,신대방3길,단독다가구
서울특별시 동작구 신대방동,3**,월세,17.0,0,70,보라매로15길,단독다가구
서울특별시 관악구 신림동,1***,월세,16.52,400,55,봉천로4길,단독다가구
서울특별시 관악구 신림동,1**,월세,20.0,500,41,복은4길,단독다가구
서울특별시 관악구 신림동,8*,월세,23.0,500,56,신림로56길,단독다가구
서울특별시 관악구 신림동,1***,월세,16.52,200,30,문성로36길,단독다가구
서울특별시 관악구 신림동,1*,월세,23.0,"1,000",60,신림로58길,단독다가구
서울특별시 관악구 신림동,1*,월세,19.0,"5,000",45,남부순환로182길,단독다가구
서울특별시 관악구 신림동,1***,전세,43.9,"20,000",0,신림동5길,단독다가구
서울특별시 관악구 신림동,9*,월세,18.0,300,44,신림로44나길,단독다가구
서울특별시 관악구 신림동,4**,월세,18.0,"1,000",52,신사로26길,단독다가구
서울특별시 관악구 신림동,1*,월세,30.0,"2,000",60,남부순환로194길,단독다가구
서울특별시 관악구 신림동,1***,월세,35.0,"1,000",95,문성로31길,단독다가구
서울특별시 관악구 신림동,2**,월세,18.0,"2,000",46,신림로3가길,단독다가구
서울특별시 관악구 신림동,1***,월세,84.66,"5,000",120,남부순환로,단독다가구
서울특별시 관악구 신림동,1**,월세,26.44,"3,000",80,서림7길,단독다가구
서울특별시 동작구 사당동,1***,월세,26.4,"1,500",55,남부순환로267가길,단독다가구
서울특별시 동작구 사당동,1***,월세,46.06,"3,000",100,사당로30길,단독다가구
서울특별시 동작구 사당동,1**,월세,20.0,"5,000",50,동작대로27마길,단독다가구
서울특별시 관악구 신림동,7*,월세,23.0,"3,000",75,남부순환로180길,단독다가구
서울특별시 관악구 신림동,1***,월세,20.0,"5,000",45,관천로,단독다가구
서울특별시 동작구 사당동,2**,월세,18.0,"3,000",50,사당로8나길,단독다가구
서울특별시 동작구 사당동,1***,월세,33.8,"1,000",50,동작대로9다길,단독다가구
서울특별시 동작구 사당동,3**,월세,20.0,500,70,사당로18길,단독다가구
서울특별시 동작구 사당동,1**,월세,20.0,"5,000",50,동작대로27마길,단독다가구
서울특별시 동작구 사당동,4**,월세,15.0,300,75,남부순환로259길,단독다가구
서울특별시 동작구 사당동,3**,전세,20.0,"5,500",0,사당로20다길,단독다가구
서울특별시 서초구 양재동,3**,월세,26.4,"1,000",68,강남대로8길,단독다가구
서울특별시 서초구 양재동,*,전세,50.0,"36,000",0,강남대로30길,단독다가구
서울특별시 관악구 신림동,4**,월세,50.0,"3,000",95,남부순환로161길,단독다가구
서울특별시 관악구 신림동,4**,월세,27.35,"1,000",72,남부순환로163나길,단독다가구
서울특별시 관악구 신림동,1***,월세,18.0,"3,000",49,문성로30길,단독다가구
서울특별시 서초구 반포동,7**,전세,62.8,"35,000",0,강남대로,단독다가구
서울특별시 서초구 반포동,7**,월세,26.0,130,87,주흥11길,단독다가구
서울특별시 서초구 반포동,7**,월세,28.78,500,42,사평대로55길,단독다가구
서울특별시 서초구 반포동,7**,월세,16.5,"1,000",63,주흥길,단독다가구
서울특별시 서초구 반포동,7**,월세,19.83,"1,000",75,주흥길,단독다가구
서울특별시 서초구 반포동,7**,월세,33.63,"1,000",100,주흥11길,단독다가구
서울특별시 관악구 신림동,6**,월세,97.99,"3,000",45,난곡로,단독다가구
서울특별시 관악구 신림동,9*,월세,19.83,500,28,복은길,단독다가구
서울특별시 관악구 신림동,5**,전세,27.0,"7,000",0,조원로22길,단독다가구
서울특별시 서초구 서초동,1***,월세,53.33,"18,000",50,사임당로18길,단독다가구
서울특별시 관악구 신림동,1**,월세,10.0,300,38,서림7길,단독다가구
서울특별시 관악구 신림동,9*,월세,23.0,"3,000",50,신림로48길,단독다가구
서울특별시 관악구 신림동,1***,전세,43.9,"20,000",0,신림동5길,단독다가구
서울특별시 관악구 신림동,4**,월세,33.0,"10,000",90,신사로26길,단독다가구
서울특별시 관악구 신림동,4**,월세,35.0,"5,000",55,서원길,단독다가구
서울특별시 관악구 신림동,4**,월세,35.3,"2,000",65,신사로20길,단독다가구
서울특별시 관악구 신림동,6**,월세,36.5,"3,000",35,난곡로12길,단독다가구
서울특별시 동작구 흑석동,1**,월세,15.0,700,55,흑석로13바길,단독다가구
서울특별시 동작구 흑석동,2**,월세,248.79,150,60,흑석로6나길,단독다가구
서울특별시 송파구 잠실동,2**,월세,30.0,"1,000",55,백제고분로15길,단독다가구
서울특별시 송파구 잠실동,2**,월세,38.0,"3,000",100,백제고분로19길,단독다가구
서울특별시 송파구 잠실동,2**,월세,74.0,"5,000",100,삼전로9길,단독다가구
서울특별시 관악구 신림동,1***,월세,18.0,"4,000",45,신림동3길,단독다가구
서울특별시 관악구 신림동,1***,월세,40.0,"1,000",65,관천로16길,단독다가구
서울특별시 동작구 본동,4*,월세,47.87,"5,000",85,노량진로26길,단독다가구
서울특별시 관악구 신림동,1**,월세,25.0,"1,000",60,서림길,단독다가구
서울특별시 관악구 신림동,1***,월세,24.79,300,41,호암로,단독다가구
서울특별시 관악구 신림동,1***,전세,16.5,"11,000",0,남부순환로166길,단독다가구
서울특별시 관악구 신림동,1***,월세,30.0,"5,000",50,신원로3길,단독다가구
서울특별시 관악구 신림동,1**,월세,18.0,"1,300",50,신림로30길,단독다가구
서울특별시 관악구 신림동,1**,월세,25.0,"1,000",50,서림길,단독다가구
서울특별시 관악구 신림동,6**,월세,33.0,"1,000",60,난곡로10길,단독다가구
서울특별시 관악구 신림동,1***,월세,19.8,"5,000",50,신림로71길,단독다가구
서울특별시 관악구 신림동,1***,월세,26.0,"10,000",50,신림동3길,단독다가구
서울특별시 관악구 신림동,4**,월세,35.3,"2,000",65,신사로20길,단독다가구
서울특별시 관악구 신림동,1***,월세,16.0,500,50,신림동길,단독다가구
서울특별시 관악구 신림동,1***,전세,16.0,"11,000",0,남부순환로166길,단독다가구
서울특별시 관악구 신림동,9*,월세,23.0,"3,000",50,신림로48길,단독다가구
서울특별시 관악구 신림동,9*,월세,16.52,200,50,신림로36길,단독다가구
서울특별시 관악구 신림동,5**,월세,43.0,"3,000",60,난우16길,단독다가구
서울특별시 관악구 신림동,1***,월세,16.0,500,50,신림동길,단독다가구
서울특별시 관악구 신림동,1***,월세,20.0,500,46,신림로17길,단독다가구
서울특별시 관악구 봉천동,1***,월세,53.04,"1,000",30,남부순환로226길,단독다가구
서울특별시 관악구 봉천동,1***,월세,19.0,"2,000",37,인헌9길,단독다가구
서울특별시 관악구 봉천동,1***,월세,20.0,500,40,,단독다가구
서울특별시 관악구 봉천동,1***,월세,235.05,"6,000",20,쑥고개로22길,단독다가구
서울특별시 관악구 봉천동,7**,전세,30.0,"7,500",0,보라매로,단독다가구
서울특별시 관악구 봉천동,9**,월세,20.0,"1,000",52,봉천로29길,단독다가구
서울특별시 관악구 봉천동,1**,월세,16.5,"1,000",31,낙성대역16길,단독다가구
서울특별시 관악구 봉천동,1***,월세,16.07,"5,000",50,인헌1다길,단독다가구
서울특별시 관악구 봉천동,1***,월세,19.0,"1,000",55,솔밭로2길,단독다가구
서울특별시 관악구 봉천동,1***,월세,19.0,"5,000",50,인헌1다길,단독다가구
서울특별시 관악구 봉천동,6**,월세,30.0,700,91,봉천로19길,단독다가구
서울특별시 관악구 봉천동,8**,월세,31.6,"2,000",80,봉천로47길,단독다가구
서울특별시 관악구 봉천동,4*,전세,16.0,"13,000",0,은천로35나길,단독다가구
서울특별시 관악구 봉천동,1***,월세,15.0,"3,000",60,남부순환로,단독다가구
서울특별시 관악구 봉천동,4*,월세,20.0,"8,000",20,은천로36길,단독다가구
서울특별시 서대문구 충정로3가,1**,월세,16.7,"1,000",57,충정로7길,단독다가구
서울특별시 서대문구 홍은동,3**,전세,14.0,"5,500",0,가좌로,단독다가구
서울특별시 마포구 연남동,2**,월세,28.0,"1,000",60,동교로45길,단독다가구
서울특별시 마포구 연남동,4**,전세,21.09,"10,000",0,월드컵북로8길,단독다가구
서울특별시 마포구 연남동,3**,월세,33.1,"1,000",75,연남로7길,단독다가구
서울특별시 마포구 연남동,3**,월세,25.0,"3,000",93,동교로38길,단독다가구
서울특별시 마포구 연남동,5**,월세,94.41,"4,000",300,월드컵북로6길,단독다가구
서울특별시 마포구 연남동,5**,월세,59.85,"3,000",250,월드컵북로6길,단독다가구
서울특별시 마포구 연남동,5**,월세,94.41,"4,000",300,월드컵북로6길,단독다가구
서울특별시 노원구 공릉동,4**,월세,20.0,"3,000",33,공릉로43길,단독다가구
서울특별시 노원구 공릉동,5**,월세,16.0,500,46,동일로186길,단독다가구
서울특별시 서대문구 연희동,5*,월세,42.96,"1,000",55,연희로18안길,단독다가구
서울특별시 서대문구 연희동,6*,월세,170.0,200,450,연희로22길,단독다가구
서울특별시 서대문구 연희동,1**,월세,26.92,"4,760",20,연희로12길,단독다가구
서울특별시 서대문구 연희동,2**,월세,21.0,"5,000",26,연희로5길,단독다가구
서울특별시 서대문구 연희동,산6*,월세,19.0,700,55,성산로,단독다가구
서울특별시 서대문구 연희동,3**,월세,21.0,"1,000",80,성산로17길,단독다가구
서울특별시 서대문구 연희동,1**,월세,70.0,"5,000",170,연희로15길,단독다가구
서울특별시 마포구 연남동,2**,월세,16.5,500,52,성미산로29길,단독다가구
서울특별시 마포구 합정동,4**,월세,33.59,"1,000",30,포은로,단독다가구
서울특별시 노원구 공릉동,4**,월세,16.0,300,43,공릉로41마길,단독다가구
서울특별시 노원구 공릉동,5**,월세,13.15,500,24,동일로186길,단독다가구
서울특별시 노원구 공릉동,5**,월세,30.0,100,30,동일로179길,단독다가구
서울특별시 노원구 공릉동,5**,월세,16.0,300,32,동일로186길,단독다가구
서울특별시 마포구 현석동,2*,월세,41.32,"1,000",95,신수로,단독다가구
서울특별시 서대문구 남가좌동,*,월세,29.7,500,55,명지대1가길,단독다가구
서울특별시 서대문구 남가좌동,*,월세,21.0,"3,000",45,명지대7길,단독다가구
서울특별시 서대문구 남가좌동,*,월세,16.0,"2,000",55,명지대1나길,단독다가구
서울특별시 마포구 동교동,2**,월세,26.0,500,56,동교로23길,단독다가구
서울특별시 노원구 공릉동,4**,월세,15.0,"1,000",46,공릉로41라길,단독다가구
서울특별시 은평구 응암동,2**,전세,39.02,"13,000",0,가좌로7가길,단독다가구
서울특별시 은평구 응암동,9*,월세,31.43,"5,000",50,백련산로,단독다가구
서울특별시 은평구 응암동,8*,월세,34.0,700,45,은평로9길,단독다가구
서울특별시 도봉구 쌍문동,4**,월세,19.8,"1,000",50,삼양로142길,단독다가구
서울특별시 도봉구 쌍문동,6**,월세,30.0,600,30,도봉로129길,단독다가구
서울특별시 도봉구 쌍문동,4**,전세,54.08,"8,000",0,우이천로42나길,단독다가구
서울특별시 도봉구 쌍문동,4**,월세,30.28,"1,000",75,우이천로,단독다가구
서울특별시 도봉구 쌍문동,4**,월세,16.0,500,45,삼양로144가길,단독다가구
서울특별시 도봉구 쌍문동,4**,월세,18.0,"1,000",55,우이천로45길,단독다가구
서울특별시 은평구 구산동,1*,전세,39.3,"12,000",0,갈현로,단독다가구
서울특별시 은평구 갈현동,1*,전세,39.21,"8,500",0,갈현로47가길,단독다가구
서울특별시 은평구 갈현동,4**,월세,36.36,"1,000",60,갈현로36길,단독다가구
서울특별시 은평구 갈현동,1*,전세,39.21,"8,500",0,갈현로47가길,단독다가구
서울특별시 은평구 응암동,3**,월세,18.0,500,45,가좌로,단독다가구
서울특별시 마포구 합정동,4**,전세,37.43,"14,000",0,포은로2가길,단독다가구
서울특별시 서대문구 창천동,1**,월세,17.0,"2,000",45,신촌로7안길,단독다가구
서울특별시 마포구 창전동,*,월세,13.24,500,40,와우산로26길,단독다가구
서울특별시 은평구 응암동,7**,월세,50.0,500,60,응암로12길,단독다가구
서울특별시 도봉구 도봉동,6**,월세,46.59,600,40,도봉로152길,단독다가구
서울특별시 도봉구 도봉동,5**,월세,19.0,500,30,도봉로181가길,단독다가구
서울특별시 마포구 상수동,3**,월세,25.0,"5,000",20,와우산로5길,단독다가구
서울특별시 마포구 상수동,9*,월세,20.0,"1,000",55,와우산로11길,단독다가구
서울특별시 노원구 공릉동,3**,월세,16.0,400,35,공릉로41마길,단독다가구
서울특별시 서대문구 홍은동,4**,월세,17.0,"3,000",30,거북골로,단독다가구
서울특별시 서대문구 창천동,6*,월세,44.22,"1,000",60,신촌로11길,단독다가구
서울특별시 서대문구 홍제동,3**,월세,13.0,"1,000",55,통일로39가길,단독다가구
서울특별시 서대문구 홍제동,2**,월세,28.43,500,35,세검정로3길,단독다가구
서울특별시 서대문구 홍제동,2**,월세,18.34,500,43,세무서길,단독다가구
서울특별시 서대문구 홍은동,4**,월세,16.5,500,35,거북골로,단독다가구
서울특별시 서대문구 대신동,1**,월세,47.0,"4,000",75,봉원사길,단독다가구
서울특별시 은평구 불광동,1**,월세,43.56,"1,000",60,연서로38길,단독다가구
서울특별시 서대문구 북가좌동,3**,전세,49.73,"14,000",0,증가로31길,단독다가구
서울특별시 서대문구 북가좌동,3**,전세,64.44,"11,500",0,거북골로18길,단독다가구
서울특별시 서대문구 북가좌동,3**,전세,64.44,"11,500",0,거북골로18길,단독다가구
서울특별시 마포구 공덕동,2*,전세,25.65,"7,000",0,만리재옛8길,단독다가구
서울특별시 서대문구 홍제동,2**,월세,18.0,500,43,세무서길,단독다가구
서울특별시 은평구 불광동,3**,월세,45.56,500,40,통일로88길,단독다가구
서울특별시 은평구 불광동,1**,월세,43.56,"1,000",60,연서로38길,단독다가구
서울특별시 마포구 합정동,3**,월세,53.55,"2,000",85,성지3길,단독다가구
서울특별시 서대문구 북가좌동,*,월세,18.0,500,40,증가로20가길,단독다가구
서울특별시 은평구 신사동,2**,월세,37.05,500,20,가좌로11길,단독다가구
서울특별시 도봉구 창동,5**,월세,38.0,300,40,덕릉로53길,단독다가구
서울특별시 은평구 불광동,2**,월세,39.85,500,25,통일로78길,단독다가구
서울특별시 노원구 하계동,6*,월세,13.0,"1,000",46,공릉로58다길,단독다가구
서울특별시 도봉구 방학동,5**,월세,149.32,"2,000",60,방학로15길,단독다가구
서울특별시 도봉구 방학동,6**,전세,33.0,"5,450",0,도당로13라길,단독다가구
서울특별시 마포구 노고산동,*,월세,244.16,500,50,신촌로24안길,단독다가구
서울특별시 마포구 염리동,2*,월세,26.1,"3,000",55,마포대로11다길,단독다가구
서울특별시 서대문구 홍은동,1**,월세,32.25,"3,000",70,,단독다가구
서울특별시 서대문구 북아현동,1**,월세,16.5,0,40,북아현로4길,단독다가구
서울특별시 서대문구 북아현동,1**,전세,33.0,"9,500",0,북아현로,단독다가구
서울특별시 마포구 신수동,5*,월세,19.8,"1,000",50,독막로,단독다가구
서울특별시 마포구 신수동,8*,월세,14.0,500,50,백범로,단독다가구
서울특별시 마포구 신수동,3*,월세,22.97,"7,000",48,백범로10길,단독다가구
서울특별시 노원구 월계동,3**,월세,18.0,"1,000",50,광운로15길,단독다가구
서울특별시 노원구 상계동,1***,월세,29.0,300,15,상계로37가길,단독다가구
서울특별시 노원구 상계동,3**,월세,28.0,300,35,상계로9길,단독다가구
서울특별시 노원구 상계동,1***,월세,18.0,500,40,동일로,단독다가구
서울특별시 노원구 상계동,1**,월세,42.0,"1,000",55,한글비석로24바길,단독다가구
서울특별시 노원구 상계동,1***,월세,16.0,"1,000",40,동일로237바길,단독다가구
서울특별시 도봉구 창동,6**,전세,31.31,"8,500",0,우이천로22길,단독다가구
서울특별시 도봉구 창동,6**,월세,32.0,"1,000",50,도봉로104길,단독다가구
서울특별시 서대문구 창천동,1**,월세,24.0,"2,000",70,신촌로9길,단독다가구
서울특별시 마포구 서교동,4**,전세,58.64,"20,000",0,월드컵로8길,단독다가구
서울특별시 마포구 서교동,3**,월세,23.0,"1,000",61,와우산로29가길,단독다가구
서울특별시 마포구 서교동,3**,월세,23.0,"1,000",70,양화로7길,단독다가구
서울특별시 마포구 서교동,3**,월세,22.0,"2,000",55,와우산로29나길,단독다가구
서울특별시 서대문구 대현동,4*,월세,26.0,"1,000",80,이화여대2길,단독다가구
서울특별시 서대문구 창천동,*,월세,18.0,"5,000",40,연세로2라길,단독다가구
서울특별시 강북구 수유동,5*,월세,21.6,"1,000",40,수유로4길,단독다가구
서울특별시 강북구 수유동,4**,월세,34.83,"1,000",50,덕릉로5길,단독다가구
서울특별시 강북구 수유동,1**,전세,18.0,"6,500",0,도봉로97길,단독다가구
서울특별시 강북구 수유동,2*,월세,17.0,500,48,노해로13길,단독다가구
서울특별시 서대문구 창천동,1**,월세,19.0,"1,000",70,신촌로7안길,단독다가구
서울특별시 서대문구 창천동,7*,월세,13.5,300,36,신촌로9길,단독다가구
서울특별시 강북구 수유동,4**,월세,19.8,"1,000",55,인수봉로51길,단독다가구
서울특별시 강북구 수유동,2**,월세,16.5,300,46,한천로143길,단독다가구
서울특별시 강북구 수유동,4**,월세,37.0,"1,000",75,삼양로87길,단독다가구
서울특별시 강북구 수유동,1**,월세,42.0,"1,000",60,도봉로95길,단독다가구
서울특별시 강북구 수유동,3*,월세,20.0,"1,000",45,삼각산로34길,단독다가구
서울특별시 강북구 수유동,4**,월세,44.96,500,65,수유로5길,단독다가구
서울특별시 서대문구 창천동,1**,월세,25.0,500,75,신촌로7안길,단독다가구
서울특별시 서대문구 창천동,1**,월세,22.54,500,70,신촌로7길,단독다가구
서울특별시 서대문구 창천동,9*,월세,15.0,300,40,성산로22길,단독다가구
서울특별시 서대문구 창천동,4**,월세,19.0,"3,000",75,연희로4길,단독다가구
서울특별시 서대문구 창천동,3**,월세,40.0,"3,800",10,연희로4길,단독다가구
서울특별시 마포구 연남동,3**,월세,33.1,"1,000",75,연남로7길,단독다가구
서울특별시 송파구 삼전동,1**,월세,60.0,"13,000",55,삼전로10길,단독다가구
서울특별시 강동구 길동,3**,월세,32.21,"10,500",25,진황도로47길,단독다가구
서울특별시 강동구 성내동,4**,전세,37.2,"11,000",0,강동대로51길,단독다가구
서울특별시 송파구 거여동,6**,전세,37.99,"31,000",0,위례북로3길,단독다가구
서울특별시 강동구 성내동,2**,월세,52.28,"1,000",50,천호대로168다길,단독다가구
서울특별시 강동구 성내동,5**,월세,18.0,500,47,성내로3가길,단독다가구
서울특별시 강동구 성내동,5**,월세,18.0,500,47,성내로3가길,단독다가구
서울특별시 강동구 천호동,8*,월세,33.0,500,55,천중로35나길,단독다가구
서울특별시 강동구 천호동,3**,월세,50.08,"6,000",60,천중로,단독다가구
서울특별시 송파구 석촌동,7*,월세,20.96,"2,000",14,백제고분로37가길,단독다가구
서울특별시 송파구 오금동,5*,전세,86.07,"35,000",0,동남로23나길,단독다가구
서울특별시 송파구 방이동,1**,전세,45.5,"30,000",0,가락로,단독다가구
서울특별시 강동구 성내동,2**,월세,16.53,300,30,풍성로,단독다가구
서울특별시 강동구 상일동,2**,월세,23.0,300,30,천호대로219나길,단독다가구
서울특별시 강동구 암사동,4**,월세,66.0,"8,500",75,구천면로55길,단독다가구
서울특별시 강동구 천호동,3**,전세,28.0,"5,000",0,구천면로17길,단독다가구
서울특별시 강동구 암사동,5**,월세,26.0,"1,000",51,상암로6길,단독다가구
서울특별시 강동구 암사동,4**,월세,55.29,"1,000",70,고덕로16길,단독다가구
서울특별시 강동구 암사동,4**,월세,33.0,"1,000",40,상암로23길,단독다가구
서울특별시 강동구 둔촌동,7*,월세,18.0,300,22,풍성로65길,단독다가구
서울특별시 강동구 둔촌동,4**,월세,44.59,"2,000",80,천호대로186길,단독다가구
서울특별시 송파구 가락동,1*,월세,16.52,"1,100",37,오금로34길,단독다가구
서울특별시 강동구 성내동,2*,월세,45.36,"2,000",80,천호대로168가길,단독다가구
서울특별시 강동구 성내동,1**,월세,21.0,"1,500",78,천호옛길,단독다가구
서울특별시 송파구 가락동,1**,월세,16.0,"3,000",60,오금로38길,단독다가구
서울특별시 강동구 천호동,3**,월세,33.0,"1,000",55,천중로5길,단독다가구
서울특별시 송파구 삼전동,6*,월세,39.0,"2,000",110,백제고분로28길,단독다가구
서울특별시 송파구 삼전동,2*,월세,48.82,"3,000",111,삼학사로19길,단독다가구
서울특별시 송파구 삼전동,*,전세,42.0,"24,000",0,삼전로8길,단독다가구
서울특별시 송파구 석촌동,2**,월세,40.0,"2,000",60,백제고분로40길,단독다가구
서울특별시 강동구 천호동,1**,월세,29.0,300,45,성안로27길,단독다가구
서울특별시 강동구 천호동,1**,전세,60.69,"29,000",0,진황도로31길,단독다가구
서울특별시 강동구 천호동,1**,전세,12.0,"2,500",0,진황도로29길,단독다가구
서울특별시 강동구 천호동,3**,월세,82.5,"5,000",50,올림픽로89길,단독다가구
서울특별시 강동구 천호동,2**,월세,20.1,500,55,성안로31나길,단독다가구
서울특별시 강동구 암사동,4**,월세,35.0,300,40,고덕로20라길,단독다가구
서울특별시 강동구 암사동,4**,월세,58.5,"2,000",125,고덕로14가길,단독다가구
서울특별시 강동구 암사동,2**,월세,70.0,"2,000",100,아리수로25가길,단독다가구
서울특별시 강동구 암사동,4**,월세,12.0,500,25,고덕로24나길,단독다가구
서울특별시 강동구 천호동,3**,전세,50.0,"30,000",0,천중로,단독다가구
서울특별시 강동구 천호동,1**,월세,29.85,500,60,진황도로33길,단독다가구
서울특별시 강동구 천호동,5**,월세,182.86,"1,000",55,진황도로25길,단독다가구
서울특별시 강동구 둔촌동,6**,전세,34.18,"13,000",0,천호대로198길,단독다가구
서울특별시 송파구 삼전동,*,전세,42.9,"24,000",0,삼전로8길,단독다가구
서울특별시 강동구 길동,4**,월세,36.0,"1,500",40,양재대로110길,단독다가구
서울특별시 강동구 길동,2**,전세,85.24,"2,100",0,양재대로110길,단독다가구
서울특별시 강동구 상일동,2**,전세,40.0,"10,000",0,천호대로219길,단독다가구
서울특별시 송파구 마천동,8*,월세,30.0,500,25,성내천로30길,단독다가구
서울특별시 강동구 고덕동,5**,월세,75.93,"4,000",85,동남로87길,단독다가구
서울특별시 송파구 가락동,1**,월세,53.84,"1,000",80,동남로3길,단독다가구
서울특별시 송파구 마천동,1**,월세,45.0,"2,000",50,마천로51길,단독다가구
서울특별시 송파구 석촌동,7*,전세,18.26,"8,000",0,백제고분로37가길,단독다가구
서울특별시 송파구 문정동,7*,전세,74.81,"23,000",0,새말로10길,단독다가구
서울특별시 송파구 문정동,7*,전세,74.81,"23,000",0,새말로10길,단독다가구
서울특별시 송파구 방이동,1**,월세,26.79,"3,000",40,가락로37길,단독다가구
서울특별시 강동구 성내동,3**,월세,20.0,"1,000",40,풍성로57길,단독다가구
서울특별시 강동구 성내동,4**,월세,45.0,"1,000",60,양재대로91가길,단독다가구
서울특별시 양천구 신정동,9**,월세,32.39,"3,000",20,목동로21길,단독다가구
서울특별시 양천구 신정동,9**,월세,33.0,"1,000",50,중앙로46길,단독다가구
서울특별시 영등포구 영등포동,6**,월세,19.0,500,47,영신로9나길,단독다가구
서울특별시 영등포구 신길동,1**,월세,18.22,"2,000",50,영등포로72길,단독다가구
서울특별시 동작구 상도동,2**,월세,17.0,"1,000",55,국사봉길,단독다가구
서울특별시 동작구 상도동,2**,월세,34.0,"8,000",5,양녕로23길,단독다가구
서울특별시 동작구 상도동,2**,월세,16.0,"2,000",53,성대로5길,단독다가구
서울특별시 강서구 화곡동,9**,월세,37.56,"3,000",70,까치산로24길,단독다가구
서울특별시 강서구 화곡동,9**,월세,43.32,500,30,까치산로24가길,단독다가구
서울특별시 강서구 화곡동,7**,전세,42.36,"16,000",0,곰달래로58길,단독다가구
서울특별시 강서구 화곡동,1***,월세,50.0,500,50,강서로34길,단독다가구
서울특별시 양천구 신월동,9*,월세,33.7,300,35,곰달래로5길,단독다가구
서울특별시 구로구 가리봉동,*,월세,16.0,"1,000",40,구로동로7길,단독다가구
서울특별시 구로구 가리봉동,2*,월세,30.0,500,55,구로동로7가길,단독다가구
서울특별시 양천구 신월동,1**,월세,35.0,300,40,곰달래로9길,단독다가구
서울특별시 양천구 신월동,4**,월세,68.76,"13,000",60,오목로7길,단독다가구
