시군구,번지,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",41,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",41,양화로 72,아파트
서울특별시 마포구 공덕동,457,공덕3삼성래미안,월세,59.97,"40,000",140,마포대로7길 22,아파트
서울특별시 구로구 구로동,1256,구로현대,월세,56.49,"5,000",105,디지털로 319,아파트
서울특별시 구로구 구로동,104-6,그린플러스구로해담채2,월세,13.23,"1,000",57,가마산로27길 11-7,아파트
서울특별시 구로구 구로동,685-70,현대연예인,전세,84.91,"36,000",0,구일로4길 46,아파트
서울특별시 강서구 내발산동,721-3,수산오성,월세,84.94,"6,500",170,강서로45나길 15,아파트
서울특별시 구로구 구로동,106-2,대림역포스큐,월세,14.579,"3,000",45,공원로 11,아파트
서울특별시 마포구 성산동,446,성산시영(대우),전세,50.03,"35,000",0,월드컵북로 235,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"9,170",94,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"9,160",92,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",40,양화로 72,아파트
서울특별시 강서구 내발산동,721-3,수산오성,월세,84.94,"6,500",170,강서로45나길 15,아파트
서울특별시 구로구 신도림동,290,미성,전세,52.45,"27,400",0,신도림로11가길 36,아파트
서울특별시 구로구 신도림동,643,동아1,월세,84.908,"10,000",210,신도림로 87,아파트
서울특별시 구로구 구로동,642-9,한신,전세,45.563,"28,350",0,구일로8길 63,아파트
서울특별시 마포구 용강동,380,마포용강삼성래미안,전세,59.99,"71,000",0,큰우물로 28,아파트
서울특별시 강서구 화곡동,351-89,중앙화곡하이츠,전세,56.88,"17,010",0,강서로17가길 46,아파트
서울특별시 강서구 화곡동,1165,강서힐스테이트,월세,152.1,"90,100",75,우현로 67,아파트
서울특별시 강서구 방화동,814,방화5,월세,49.77,"29,000",5,금낭화로 287-19,아파트
서울특별시 강서구 염창동,293,한강동아,전세,59.97,"45,000",0,양천로73길 80,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"13,760",76,양화로 72,아파트
서울특별시 양천구 목동,933,삼익,전세,84.88,"81,000",0,목동동로12길 45,아파트
서울특별시 양천구 목동,956,롯데캐슬위너,전세,59.98,"61,000",0,목동중앙북로 38,아파트
서울특별시 양천구 목동,965,목동롯데캐슬마에스트로,전세,59.9846,"66,100",0,목동중앙북로8길 71,아파트
서울특별시 양천구 목동,405,목동대림,전세,84.82,"90,000",0,목동동로12길 23,아파트
서울특별시 마포구 중동,392,마포중동현대,전세,59.88,"48,000",0,성암로 91,아파트
서울특별시 양천구 목동,907-5,목동가든스위트,월세,144.16,"70,000",155,목동서로 65,아파트
서울특별시 양천구 목동,912,목동신시가지5,월세,95.28,"50,000",190,목동동로 350,아파트
서울특별시 양천구 목동,965,목동롯데캐슬마에스트로,월세,77.2609,"35,000",160,목동중앙북로8길 71,아파트
서울특별시 강서구 가양동,1462,강서한강월드메르디앙,월세,84.9,"34,000",50,허준로 16-9,아파트
서울특별시 강서구 가양동,1475,강변,전세,34.44,"23,000",0,허준로 139,아파트
서울특별시 강서구 가양동,1475,강변,월세,34.44,"2,000",95,허준로 139,아파트
서울특별시 강서구 가양동,448-1,가양강나루현대,월세,59.76,"35,000",50,양천로 507,아파트
서울특별시 강서구 가양동,1475,강변,전세,34.44,"23,000",0,허준로 139,아파트
서울특별시 강서구 가양동,1461,가양2단지(성지),전세,39.6,"29,000",0,허준로 47,아파트
서울특별시 강서구 가양동,1485,가양6단지,전세,58.65,"45,000",0,허준로 175,아파트
서울특별시 마포구 창전동,437,창전래미안,월세,59.94,"40,000",55,서강로 95,아파트
서울특별시 마포구 창전동,450,이랜드PEER신촌,월세,17.1491,"4,003",30,서강로 75-4,아파트
서울특별시 마포구 창전동,437,창전래미안,전세,84.93,"65,000",0,서강로 95,아파트
서울특별시 양천구 신정동,329,목동신시가지14,월세,55.02,"10,000",120,목동동로 130,아파트
서울특별시 양천구 신정동,327,목동신시가지13,월세,98.63,"35,000",160,목동동로 100,아파트
서울특별시 마포구 대흥동,806,마포그랑자이,월세,84.99,"5,000",350,대흥로 175,아파트
서울특별시 마포구 중동,393,건영월드컵,월세,79.58,"40,000",93,성암로 41,아파트
서울특별시 용산구 이촌동,302-86,빌라맨션,월세,229.75,"11,000",380,이촌로 156,아파트
서울특별시 용산구 이촌동,402,강촌,월세,84.85,"40,000",180,이촌로87길 13,아파트
서울특별시 용산구 이촌동,402,강촌,월세,84.85,"40,000",180,이촌로87길 13,아파트
서울특별시 용산구 이촌동,411,동아그린,월세,84.82,"50,000",9,이촌로 100-8,아파트
서울특별시 용산구 이촌동,436,래미안첼리투스,월세,124.02,"10,000",950,이촌로 310,아파트
서울특별시 성동구 마장동,784,세림,전세,84.93,"45,000",0,마장로42길 16,아파트
서울특별시 성동구 마장동,784,세림,전세,84.93,"45,000",0,마장로42길 16,아파트
서울특별시 성동구 마장동,784,세림,월세,40.86,"3,000",110,마장로42길 16,아파트
서울특별시 강남구 도곡동,954-17,도곡더써밋타워,월세,18.34,"7,700",70,강남대로42길 19,아파트
서울특별시 강남구 도곡동,538-3,래미안도곡카운티,월세,71.85,"70,000",154,도곡로 320,아파트
서울특별시 강남구 청담동,5-25,휴먼스타빌,전세,35.905,"42,000",0,도산대로 454,아파트
서울특별시 강남구 청담동,5-25,휴먼스타빌,전세,35.905,"42,000",0,도산대로 454,아파트
서울특별시 성동구 옥수동,220-1,한남하이츠,전세,89.19,"37,800",0,독서당로 156,아파트
서울특별시 강남구 청담동,127-31,청담현대3차아파트,전세,85.0,"84,000",0,도산대로101길 29,아파트
서울특별시 성동구 옥수동,428,극동,전세,84.74,"57,750",0,독서당로 191,아파트
서울특별시 성동구 옥수동,561,래미안 옥수 리버젠,전세,84.73,"105,000",0,매봉길 15,아파트
서울특별시 용산구 산천동,193,리버힐삼성,전세,84.98,"63,000",0,효창원로 17,아파트
서울특별시 용산구 원효로1가,134,용산원효루미니,월세,43.9656,"17,344",78,원효로97길 15,아파트
서울특별시 용산구 원효로1가,134,용산원효루미니,월세,43.9656,"17,344",79,원효로97길 15,아파트
서울특별시 용산구 원효로1가,41,용산더프라임,전세,55.325,"70,000",0,원효로90길 11,아파트
서울특별시 용산구 원효로4가,178,강변삼성스위트,전세,84.9,"65,000",0,원효로 40,아파트
서울특별시 성동구 성수동1가,656-320,동아,전세,53.14,"25,000",0,왕십리로 80,아파트
서울특별시 성동구 성수동1가,723,서울숲아이파크리버포레2차,월세,59.9566,"20,000",400,왕십리로 135,아파트
서울특별시 성동구 성수동1가,721,서울숲아이파크리버포레1차,월세,84.9572,"70,000",360,왕십리로 137,아파트
서울특별시 성동구 성수동1가,723,서울숲아이파크리버포레2차,월세,59.9566,"20,000",400,왕십리로 135,아파트
서울특별시 중구 신당동,844,남산타운,전세,114.88,"87,000",0,다산로 32,아파트
서울특별시 중구 신당동,852,청구e편한세상,월세,84.95,"30,000",168,청구로 64,아파트
서울특별시 중구 신당동,852,청구e편한세상,월세,84.95,"30,000",180,청구로 64,아파트
서울특별시 강남구 역삼동,831-45,에스케이허브젠,전세,84.99,"73,000",0,역삼로 109,아파트
서울특별시 강남구 역삼동,735-15,이스턴오피스텔,월세,14.92,"1,000",85,테헤란로14길 13,아파트
서울특별시 강남구 역삼동,828-28,EGSoulLeader,월세,19.37,"2,000",120,테헤란로14길 34,아파트
서울특별시 강남구 역삼동,836,한스빌(836),월세,39.89,200,150,도곡로3길 26,아파트
서울특별시 강남구 역삼동,754-1,역삼푸르지오,월세,59.8848,"10,000",370,언주로 332,아파트
서울특별시 강남구 역삼동,735-15,이스턴오피스텔,월세,14.92,"1,000",85,테헤란로14길 13,아파트
서울특별시 강남구 개포동,12,삼익대청아파트,전세,60.0,"73,500",0,개포로109길 21,아파트
서울특별시 강남구 개포동,1281,디에이치아너힐즈,전세,106.6695,"220,000",0,삼성로 11,아파트
서울특별시 강남구 개포동,655-2,개포2차현대아파트(220),전세,77.75,"66,000",0,언주로 103,아파트
서울특별시 강남구 개포동,1284,개포자이프레지던스,월세,59.9751,"21,000",460,삼성로 14,아파트
서울특별시 용산구 효창동,287,용산롯데캐슬센터포레,월세,59.8677,"65,000",100,백범로 313,아파트
서울특별시 용산구 효창동,286,용산케이씨씨스위첸,전세,84.91,"90,000",0,백범로 275,아파트
서울특별시 용산구 한강로3가,100,에피소드용산,월세,20.4376,"2,000",216,한강대로 37,아파트
서울특별시 중구 남대문로5가,827,남산트라팰리스,월세,142.23,0,770,소월로2길 30,아파트
서울특별시 용산구 한강로2가,422,래미안용산더센트럴,전세,161.48,"270,000",0,한강대로 95,아파트
서울특별시 성동구 금호동2가,1,신금호파크자이,전세,59.98,"80,000",0,금호로 173,아파트
서울특별시 성동구 금호동2가,1,신금호파크자이,전세,84.98,"92,000",0,금호로 173,아파트
서울특별시 성동구 금호동2가,1217,래미안하이리버,전세,59.98,"65,000",0,금호로 107,아파트
서울특별시 강남구 대치동,1014-3,대치삼성,전세,59.88,"91,350",0,도곡로78길 22,아파트
서울특별시 강남구 대치동,503,개포우성1,월세,158.54,"117,000",120,선릉로 120,아파트
서울특별시 강남구 대치동,316,은마,전세,84.43,"75,000",0,삼성로 212,아파트
서울특별시 강남구 대치동,1027,래미안대치팰리스,월세,94.49,"30,000",688,삼성로51길 37,아파트
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),월세,35.72,"1,500",120,선릉로90길 56,아파트
서울특별시 강남구 대치동,316,은마,전세,84.43,"80,000",0,삼성로 212,아파트
서울특별시 강남구 대치동,506,선경1차(1동-7동),월세,163.92,"100,000",150,삼성로 151,아파트
서울특별시 강남구 대치동,888,대치아이파크,전세,59.96,"120,000",0,선릉로 222,아파트
서울특별시 강남구 대치동,986,하이캐슬102동,전세,138.91,"135,000",0,삼성로64길 36,아파트
서울특별시 강남구 압구정동,490,한양1차(영동한양),월세,78.05,"40,000",175,압구정로 321,아파트
서울특별시 중구 충무로4가,306,남산센트럴자이,전세,89.307,"87,000",0,퇴계로 235,아파트
서울특별시 강남구 압구정동,490,한양1차(영동한양),월세,63.87,"3,000",192,압구정로 321,아파트
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",전세,144.7,"155,000",0,압구정로 201,아파트
서울특별시 성동구 응봉동,100,대림(1차),월세,75.51,"25,000",100,독서당로62길 43,아파트
서울특별시 성동구 응봉동,100,대림(1차),전세,75.51,"50,000",0,독서당로62길 43,아파트
서울특별시 용산구 이촌동,300-301,삼익,월세,104.86,"5,500",200,이촌로 260,아파트
서울특별시 용산구 이촌동,411,동아그린,월세,84.82,"50,000",9,이촌로 100-8,아파트
서울특별시 용산구 이촌동,415,한강(대우),월세,60.0,"2,000",240,이촌로 181,아파트
서울특별시 용산구 한남동,522-1,한남동동원베네스트,전세,59.98,"70,000",0,독서당로 22,아파트
서울특별시 성동구 행당동,344,신동아,월세,59.97,"10,000",160,독서당로 441,아파트
서울특별시 성동구 행당동,364,행당브라운스톤,월세,59.27,"5,000",260,행당로 99,아파트
서울특별시 성동구 행당동,347,대림e-편한세상,전세,59.96,"60,000",0,행당로 79,아파트
서울특별시 성동구 행당동,344,신동아,월세,59.97,"22,000",20,독서당로 441,아파트
서울특별시 강남구 일원동,688,상록스타힐스,월세,46.855,"27,859",81,영동대로 16,아파트
서울특별시 강남구 일원동,688,상록스타힐스,월세,46.855,"39,003",49,영동대로 16,아파트
서울특별시 성동구 하왕십리동,1071,왕십리자이,월세,59.99,"46,600",33,난계로 100,아파트
서울특별시 성동구 하왕십리동,990,한신무학,전세,94.46,"65,000",0,왕십리로31나길 22,아파트
서울특별시 성동구 하왕십리동,1070,센트라스,월세,84.96,"75,000",100,왕십리로 410,아파트
서울특별시 성동구 하왕십리동,1071,왕십리자이,월세,51.91,"5,000",230,난계로 100,아파트
서울특별시 강남구 삼성동,5-3,골든카운티,전세,84.95,"89,000",0,학동로68길 16,아파트
서울특별시 강남구 삼성동,16-2,삼성동힐스테이트 1단지,전세,84.236,"129,000",0,학동로68길 29,아파트
서울특별시 강남구 수서동,736,신동아,전세,49.96,"55,000",0,광평로47길 17,아파트
서울특별시 강남구 수서동,747,삼성,전세,84.97,"87,150",0,광평로31길 27,아파트
서울특별시 강남구 수서동,746,까치마을,월세,34.44,"15,000",55,광평로19길 10,아파트
서울특별시 중구 황학동,1524,창성그린빌,전세,63.74,"31,500",0,난계로21길 37,아파트
서울특별시 중구 황학동,2015,청계리버팰리스B,전세,25.5,"23,000",0,난계로17길 58-8,아파트
서울특별시 강남구 청담동,122-15,청담대우멤버스카운티11차,월세,164.99,"80,000",800,도산대로87길 23,아파트
서울특별시 성동구 금호동1가,633,벽산,월세,114.57,"10,000",210,금호로 100,아파트
서울특별시 성동구 금호동1가,1823,이편한세상금호파크힐스,월세,84.932,"60,000",170,금호로 140,아파트
서울특별시 성동구 금호동4가,1553,힐스테이트서울숲리버,전세,64.95,"85,000",0,독서당로 344,아파트
서울특별시 강남구 논현동,40,브라이튼N40,월세,84.0023,"60,000",550,논현로131길 44,아파트
